1:-1t	前编 太古史(1-11)
24:9	仆人遂将手放在主人亚巴郎的胯下，为这事向他起了誓。
24:10	仆人就由他主人的骆驼中，牵了十匹骆驼，带著主人的各样宝物，起身往美索不达米亚的纳曷尔城去了。
24:11	傍晚，女人们出来打水的时候，他叫骆驼卧在城外的水井旁，
24:12	然后说：「上主、我主人亚巴郎的天主! 求你对我主人亚巴郎施行仁慈，今日使我幸运。
24:13	看我站在水泉旁，此时城中的女子正出来打水。
24:14	我对那个少女说：请你放下水罐，让我喝点水。如果她答说：请喝! 并且我还要打水给你的骆驼喝，她即是你为你的仆人依撒格预定的少女；由此我知道，你对我主人施行了仁慈。」
24:15	话还没有说完，黎贝加就肩著水罐出来了。她是亚巴郎的兄弟纳曷尔的妻子米耳加的儿子贝突耳的女儿。
24:16	这少女容貌很美，是个还没有人认识的处女。她下到水泉，灌满了水罐，就上来了。
24:17	仆人就跑上前去迎著她说：「请让我喝点你水罐里的水，好吗! 」
24:18	她回答说：「先生! 请喝! 」她急忙将水罐放低，托在手上让他喝。
24:19	他喝足了以后，少女说：「我再为你的骆驼打水，叫它们也喝足。」
24:20	遂急忙将罐里的水倒在槽里，再跑到那井里去打水，打给他的骆驼喝。
24:21	仆人在旁静静地注视她，急愿知道，是否上主已使他此行成功。
24:22	骆驼喝完了水以后，老人就拿出一个半「协刻耳」重的金鼻环，和一对重十「协刻耳」的金手镯，给她戴上，
24:23	然后说：「请你告诉我你是谁的女儿？你父亲家里，有没有地方可让我们过宿？」
24:24	她回答说：「我是米耳加给纳曷尔所生之子贝突耳的女儿。」
24:25	她又继续说：「我们家里有很多草料和饲粮，而且还有地方可供过宿。」
24:26	老人就俯身朝拜了上主，说：「
24:27	上主，我主人亚巴郎的天主应受赞美! 因为他不断以仁慈和忠信善待了我的主人。上主也一路引我来到了我主人的老家。」
24:28	那少女跑回去，将这一切事告诉了她母亲家中的人。
24:29	黎贝加有个哥哥名叫拉班，他一看见他妹妹鼻上的金环，和手腕上的金镯，听见他妹妹黎贝加说：「那人如此如此对我说。」
24:30	拉班就跑去见那在郊外水泉旁的人，迨他来到那人那里，见他仍站在靠近水泉的骆驼旁，
24:31	就对他说：「你这受上主祝福的人，请来我已预备好了房屋和喂骆驼的地方；你为什么还站在郊外？」
24:32	拉班便将那人领进家去，卸了骆驼，喂上草料和饲粮；又拿水给他和与他同来的人洗脚，
24:33	然后在他面前摆上饭，但仆人却说：「在我未说明我的来意之前，我不吃饭。」拉班说：「你说罢! 」
24:34	他说：「我是亚巴郎的仆人，
24:35	上主厚厚地祝福了我的主人，使他十分富有，赐了他羊群、牛群、金银、仆婢、骆驼和驴子。
24:36	我主人的妻子撒辣，在老年给我主人生了一个儿子，主人遂将所有的财产都给了他。
24:37	我主人叫我起誓说：你决不要给我的儿子，由我现居地的客纳罕人中，娶一个女子为妻。
24:38	你该到我的父家和我的同族中，为我儿子娶妻。
24:39	我对我主人说：假使女儿不愿跟我来怎么办？
24:40	他回答我说：我一向在上主面前行走，他必派遣自己的使者与你同行，使你此行必成功，能由我的同族，我的父家，为我儿子娶妻。
24:41	只要你去了我同族那里，你就履行了对我起的誓；若是他们不给你，你对我起的誓，就与你无涉。
24:42	今天我到了水泉那里就说：上主，我主人亚巴郎的天主! 惟愿你使我此行成功。
24:43	看我现在站在泉旁，我对那个出来打水的少女说：请你让我喝点你水罐里的水罢!
24:44	如果她对我说：请喝，并且我还要打水给你的骆驼喝，她即是上主为我主人的儿子预定的妻子。
24:45	我心里尚未说完这话，看，黎贝加肩著水罐来了，下到水泉那里打水，我就对她说：请给我一点水喝!
24:46	她急忙从肩上放下水罐说：你喝，并且我还要打水给你的骆驼喝。我喝了，同时她也给了骆驼水喝。
24:47	我于是问她说：你是谁的女儿？她答说：我是米耳加给纳曷尔生的儿子贝突耳的女儿。我就将鼻环戴在她鼻上，将手镯带在她手腕上。
24:48	然后我俯身朝拜了上主，赞颂了上主、我主人亚巴郎的天主，因为他引我走了正路，为我主人的儿子娶了我主人兄弟的孙女。
24:49	现在，如果你们愿意以仁慈和忠信善待我主人，请告诉我；如果不肯，也请告诉我；我好决定行事。」
24:50	拉班和贝突耳答说：「这件事既是出于上主，我们不能对你说好说坏。
24:51	看黎贝加在你面前，你可带她去做你主人儿子的妻子，如上主所说的。」
24:52	亚巴郎的仆人一听见他们说出这话，就俯伏在地朝拜了上主；
24:53	然后拿出金银的珍饰和衣服来，送给了黎贝加，又送给了她的哥哥和她的母亲一些宝贵礼品。
24:54	这以后，他和同他前来的人才吃喝，并住了一宿。清早起来，他就说：「请让我回到我主人那里去! 」
24:55	黎贝加的哥哥和母亲说：「让少女同我们再住上几天或十天，然后走罢! 」
24:56	他回答他们说：「你们不要挽留我，上主既使我此行成功，请你们让我走，回到我主人那里去。」
24:57	他们说：「我们可叫少女来，问问她的意思。」
24:58	他们就将黎贝加叫来问她说：「你愿意跟这人去吗？」她答说：「愿意。」
24:59	于是他们打发自己的姊妹黎贝加和她的乳母，同亚巴郎的仆人和与他同来的人一起走了。
24:60	他们祝福黎贝加说：「我们的姊妹，愿你子孙无数! 愿你的后裔，占领仇敌的城门! 」
24:61	黎贝加便和自己的婢女们起来，上了骆驼，跟那人去了。仆人便带著黎贝加起了程。 
	
24:62t	依撒格完婚
	
24:62	那时依撒格刚来到拉海洛依井旁附近，他原住在乃革布地方。
24:63	傍晚时，依撒格出来在田间来回沉思，举目一望，看见了一队骆驼。
24:64	黎贝加举目看见了依撒格，便由骆驼上下来，
24:65	问仆人说：「田间前来迎接我们的那人是谁？」仆人答说：「是我的主人。」黎贝加遂拿面纱蒙在脸上。
24:66	仆人就将自己所作的一切事，告诉了依撒格。
24:67	依撒格便领黎贝加进入自己母亲撒辣的帐幕，娶了她为妻，很是爱她。依撒格自从母亲死后，这才有了安慰。
	
25:0t	第二十五章
	
25:1t	亚巴郎的晚年
	
25:1	亚巴郎又续娶了一个妻子，名叫刻突辣。
25:2	刻突辣给他生了齐默郎、约刻商、默丹、米德杨、依市巴克和叔哈。
25:3	约刻商生了舍巴和德丹；德丹的子孙是阿叔陵人、肋突兴人和肋乌明人。
25:4	米德杨的子孙是厄法、厄斐尔、哈诺客、阿彼达和厄耳达阿：以上都是刻突辣的子孙。
25:5	亚巴郎将自己所有的财产都给了依撒格；
25:6	至于妾所生的儿子，亚巴郎给了他们一些礼物，在自己活著时，就叫他们离开自己的儿子依撒格，打发他们向东去，住在东方。 
	
25:7t	亚巴郎逝世
	
25:7	亚巴郎一生的岁月共是一百七十五岁。
25:8	亚巴郎寿高年老，已享天年，遂断气而死，归到他亲族那里去了。
25:9	他的儿子依撒格和依市玛耳，将他葬在面对玛默勒，赫特人祚哈尔之子厄斐龙的田间玛革培拉山洞内。
25:10	这块田地是亚巴郎由赫特人那里买来的；亚巴郎和妻子撒辣都葬在那里。
25:11	亚巴郎死后，天主祝福了他的儿子依撒格。依撒格定居在拉海洛依井附近。 
	
25:12t	依市玛耳的后代
	
25:12	以下是撒辣的婢女，埃及人哈加尔给亚巴郎生的依市玛耳的后裔。
25:13	依市玛耳的子孙名单，依照出生的次第记载如下：依市玛耳的长子是乃巴约特，其次是刻达尔、阿德贝耳、米贝散、
25:14	米市玛、杜玛、玛萨、
25:15	哈达得、特玛、耶突尔、纳菲士和刻德玛：
25:16	以上都是依市玛耳的儿子，这些人的名字也是他们的村庄和营地的名字，又是十二家族的族长。
25:17	依市玛耳一生的岁月是一百三十七岁；然后断气而死，归到他亲族那里去了。
25:18	他的子孙住在从哈威拉直到埃及东面的叔尔，往亚述道上，对著自己的众兄弟支搭帐幕。 
	
25:19t	依撒格的后代
	
25:19	以下是亚巴郎的儿子依撒格的历史：亚巴郎生依撒格。
25:20	依撒格四十岁时娶了□丹阿兰地阿兰人贝突耳的女儿，阿兰人拉班的妹妹黎贝加为妻。
25:21	依撒格因为自己的妻子不生育，便为她恳求上主；上主俯允了他的祈求，他的妻子黎贝加遂怀了孕，
25:22	双胎在她腹内互相冲突，于是她说：「若是这样，我可怎么办？」遂去求问上主。
25:23	上主答覆她说：「你一胎怀了两个国家，你腹中所生的要分为两个民族：一个民族强于另一民族，年长的要服事年幼的。」
25:24	到了生产的时候，她腹内果然是一对双生；
25:25	首先产出的发红，浑身是毛，如披毛裘，给他起名厄撒乌。
25:26	他的弟弟随后出生，一手握著厄撒乌的脚跟，为此给他起名叫雅各伯。他们诞生时，依撒格已是六十岁的人。 
	
25:27t	厄撒乌出卖长子名分
	
25:27	两个孩童渐渐长大，厄撒乌成了个好打猎的人，喜居户外；雅各伯却为人恬静，深居幕内。
25:28	依撒格爱厄撒乌，因为他爱吃野味；黎贝加却爱雅各伯。
25:29	有一天，雅各伯正煮好豆羹，厄撒乌由田间回来，饥饿疲乏，
25:30	便对雅各伯说：「请将这红红的东西给我点吃，因为我实在又饿又乏。」－－因此他的名字又叫「厄东。」
25:31	雅各伯回答说：「你要将你长子的名分先卖给我。」
25:32	厄撒乌说：「我快要死了，这长子的名分为我还有什么益处？」
25:33	雅各伯接著说：「你得立刻对我起誓。」厄撒乌遂对他起了誓，将自己长子的名分卖给了雅各伯。
25:34	雅各伯遂将饼和扁豆羹给了厄撒乌；他吃了喝了，起身走了。－－厄撒乌竟如此轻视了长子的名分。
	
26:0t	第二十六章
	
26:1t	依撒格迁居革辣尔
	
26:1	以前，在亚巴郎时代曾有过一次饥荒，现在地上又有了饥荒，依撒格便去了革辣尔，即培肋舍特人王阿彼默肋客那里。
26:2	上主显现给他说：「你不要下到埃及去，要住在我指示给你的地方。
26:3	你要住在这地方，我必与你同在，祝福你，因为我要将这整个地方赐给你和你的后裔，实践我向你父亲亚巴郎所立的誓约；
26:4	且要使你的后裔繁多如天上的星辰，要将这一切地方赐给你的后裔，地上万民要因你的后裔蒙受祝福，
26:5	因为亚巴郎听从了我的话，遵守了我的训示、诫命、规定和法律。」
26:6	依撒格就在革辣尔住下了。
26:7	那地方的人问到他的妻子时，他就说：「这是我的妹妹。」他怕说：「这是我的妻子。」恐怕那地方的人为了黎贝加要杀害他，因为她面貌美丽。
26:8	他在那里住了许久；有一天培肋舍特人王阿彼默肋客从窗户向外眺望，看见依撒格正在爱抚他的妻子黎贝加。
26:9	阿彼默肋客遂召依撒格来说：「看，她明明是你的妻子，为什么你说：她是我的妹妹？」依撒格回答说：「因为我怕我可能因她而被杀害。」
26:10	阿彼默肋客说：「你对我们作的是什么事？差一点百姓中就有人与你妻子同睡，叫我们陷于罪恶。」
26:11	于是阿彼默肋客号令全百姓说：「凡触犯这人和他妻子的，必死无赦。」
	
26:12t	水井的纠纷
	
26:12	依撒格在那地方耕种，当年就得了百倍的收成。上主实在祝福了他，
26:13	他竟成了富翁，越来越富，终于成了个大富翁，
26:14	拥有羊群、牛群和许多奴仆，因此培肋舍特人都嫉妒他。
26:15	那时，凡他父亲的仆人，在他父亲亚巴郎生时所掘的井，培肋舍特人都用土填了。
26:16	阿彼默肋客对依撒格说：「你在我们中太强盛了。你离开我们罢! 」
26:17	依撒格遂离开了那里，在革辣尔山谷中搭了帐幕，住在那里。
26:18	依撒格将他父亲生时所掘的，亚巴郎死后培肋舍特人所填的一些水井，又从新掘好，仍照他父亲起的名字称呼这些水井。
26:19	依撒格的仆人在山谷中掘井时，掘了一口活水井。
26:20	革辣尔的牧童和依撒格的牧童遂发生了争论，说：「这水是我们的。」为此他给那井起名叫「争论，」因为他们曾与他争论过。
26:21	依撒格的仆人又另掘了一口井，为这口井又起了争论，为此他给这井起名叫「仇恨。」
26:22	以后，他由那里迁往别处，又掘了另一口井，为这口井再没有起争论，遂给这井起名叫「宽大，」说：「上主终于使我们宽绰，我们将在这地繁盛。」
26:23	依撒格由那里上到了贝尔舍巴，
26:24	那天夜里上主显现给他说：「我是你父亲亚巴郎的天主，你不要害怕，因为我与你同在，我必要为了我仆人亚巴郎的缘故祝福你，使你的后裔繁盛。」
26:25	依撒格就在那里筑了一座祭坛，呼求了上主的名；也在那里搭了帐幕，他的仆人也在那里掘了一口井。
	
26:26t	与阿彼默肋客立约
	
26:26	阿彼默肋客和他的挚友阿胡匝特以及他的司令非苛耳，由革辣尔来到了依撒格那里。
26:27	他遂对他们说：「你们既然仇恨我，将我由你们中间驱逐，为什么又来到我这里？」
26:28	他们回答说：「我们实在看出上主与你同在；因此我们想，更好我们双方彼此宣誓，让我们与你立约：
26:29	你决不加害我们，犹如我们从未触犯你，只有好待了你，叫你平安离去；如今你实是上主祝福的人。」
26:30	依撒格遂为他们设宴，大家一齐吃了喝了。
26:31	次日一早起来，彼此宣了誓。然后依撒格送他们出来，他们遂平安离去。
26:32	当天依撒格的仆人来，报告他们掘井的事说：「我们找著了水。」
26:33	依撒格就给这井起名叫「誓约；」为此，那城直到今日还称作「誓约井。」
	
26:34t	厄撒乌娶妻
	
26:34	厄撒乌到四十岁时，娶了赫特人贝厄黎的女儿友狄特和赫特人厄隆的女儿巴色玛特为妻。
26:35	她们二人使依撒格和黎贝加伤心难受。
	
27:0t	第二十七章
	
27:1t	雅各伯巧夺祝福
	
27:1	依撒格年纪已老，双目失明，看不见了，遂叫了他的大儿厄撒乌来，对他说：「我儿! 」他回答说：「我在这里。」
27:2	他说：「你看，我已年老，不知道那天就死。
27:3	现在你拿器械、箭囊和弓，往田间去打点猎物，
27:4	照我的嗜好给我作成美味，拿来给我吃，好叫我在未死以前祝福你。」
27:5	依撒格对他的儿子厄撒乌说这话时，黎贝加听见了。厄撒乌就到田间去给父亲打猎，
27:6	黎贝加对自己的儿子雅各伯说：「我听见你父亲对你哥哥厄撒乌说：
27:7	你去给我打点猎物来，作成美味，叫我吃了，好在死前当著上主的面祝福你。」
27:8	现在，我儿，要听从我吩咐你的话。
27:9	到羊群里去，给我拿两只肥美的小山羊来，我要照你父亲的嗜好，给他作成美味，
27:10	你端给父亲吃，好叫他死前祝福你。」
27:11	雅各伯对母亲黎贝加说：「但是我哥哥浑身是毛，我却皮肤光滑，
27:12	万一我父亲摸我，必以为我哄骗他，我必招来咒骂，而不是祝福。」
27:13	母亲对他说：「我儿，咒骂归于我，你只管听我的话，去给我拿来。」
27:14	他遂拿了来，交给了他的母亲，他母亲就照他父亲的嗜好作成了美味。
27:15	黎贝加又将家中所存的大儿厄撒乌最好的衣服，给她小儿雅各伯穿上；
27:16	又用小山羊的皮，包在他的手上和他光滑的颈上，
27:17	然后将自己作好的美味和饼，放在他儿子雅各伯的手里。
27:18	雅各伯来到他父亲前说：「我父! 」他答说：「我在这里! 我儿，你是谁？」
27:19	雅各伯对父亲说：「我是你长子厄撒乌。我已照你吩咐的作了。请坐起来，吃我作的野味，好祝福我。」
27:20	依撒格对他儿子说：「我儿! 你怎么这样快就找著了？」雅各伯答说：「因为上主你的天主使我碰得好。」
27:21	依撒格对雅各伯说：「我儿! 你前来，让我摸摸，看你是不是我儿厄撒乌？」
27:22	雅各伯就走近他父亲依撒格前；依撒格摸著他说：「声音是雅各伯的声音，手却是厄撒乌的手。」
27:23	依撒格没有分辨出来，因为他的手，像他哥哥厄撒乌的手一样有毛，就祝福了他。
27:24	随后说：「你真是我儿厄撒乌吗？」雅各伯答说：「我是。」
27:25	依撒格说：「我儿! 递给我，叫我吃了你作的野味，好祝福你。」雅各伯于是递过去，他吃了；又给他拿了酒来，他也喝了。
27:26	他父亲依撒乌就对他说：「我儿! 你前来吻我。」
27:27	他就前去吻了父亲。他父亲一闻到他衣服上的香气，就祝福他说：「看! 我儿子的香气，像上主祝福的肥田的香气。
27:28	惟愿天主赐与你天上的甘露，土地的肥沃，五谷美酒的丰裕!
27:29	愿众民服事你，万国叩拜你! 愿你作你兄弟的主人，你母亲的儿子叩拜你! 凡诅咒你的，必受诅咒；凡祝福你的，必受祝福。」
	
27:30t	厄撒乌再求祝福
	
27:30	依撒格一祝福了雅各伯，雅各伯刚由他父亲依撒格面前出来，他哥哥厄撒乌打猎回来了。
27:31	他也作了美味，给他父亲端来，对他父亲说：「我父! 请起来吃，你儿预备的野味，好祝福我。」
27:32	他父亲依撒格对他说：「你是谁？」他答说：「我是你儿，你长子厄撒乌。」
27:33	依撒格不禁战栗起来，惊问说：「那么，是谁打了猎物给我送了来？并且在你未来以前，我已吃了，已祝福了他；他从此必蒙祝福。」
27:34	厄撒乌一听见他父亲说出这话，就放声哀号，对他父亲说：「我父，请你也祝福我! 」
27:35	父亲答说：「你弟弟用诡计来夺去了你的祝福。」
27:36	厄撒乌说：「他不是名叫雅各伯吗？他已两次欺骗了我：以前夺去了我长子的名分，现在又夺去了我的祝福。」继而问说：「你没有给我留下祝福吗？」
27:37	依撒格回答厄撒乌说：「看，我已立他作你的主人，将所有的兄弟都给他作仆人，将五谷美酒都供给他了。我儿，我还能为你作什么？」
27:38	厄撒乌对父亲说：「我父，你只有一个祝福吗？我父，你也得祝福我。」厄撒乌就放声大哭。
27:39	他父亲依撒格回答他说：「看，你住的地方必缺乏肥沃的土地，天上的甘露。
27:40	你要凭仗刀剑生活，要服事你的弟弟；但你一强盛起来，将由你的颈上摆脱他的束缚。」
	
27:40t	厄撒乌蓄意杀弟
	
27:41	厄撒乌因为他父亲祝福了雅各伯，便怀恨雅各伯，心下思念说：「为父亲居丧的日期已近，到时我必要杀死我弟弟雅各伯。」
27:42	有人告诉了黎贝加他大儿子厄撒乌所说的话；她便派人叫了她小儿雅各伯来，对他说：「看，你哥哥厄撒乌想要杀你泄恨。
27:43	现在，我儿! 你得听我的话，起身逃往哈兰我哥哥拉班那里去，
27:44	与他住些时日，直到你哥哥忿怒消失了。
27:45	几时你哥哥对你息了怒，忘了你对他作的事，我就派人去，从那里接你回来。为什么我在一日内要丧失你们两个呢？」
27:46	黎贝加就对依撒格说：「为了这两个赫特女人，我厌恶得要死；假使雅各伯也从这地的女人中娶一个像这样的赫特女人为妻，我还活著做什么？」
	
28:0t	第二十八章
	
28:1t	雅各伯去帕丹阿兰
	
28:1	依撒格叫了雅各伯来，祝福他，吩咐他说：「你不要娶客纳罕女人为妻。
28:2	你应起身往帕丹阿兰你外祖父贝突耳家去，在那里娶你舅父拉班的女儿为妻。
28:3	愿全能的天主祝福你，使你生育繁殖，成为一大家族。
28:4	愿天主将亚巴郎的祝福赐与你和你的后裔，使你承受你所住的地方，即天主赐与亚巴郎的土地作为产业。」
28:5	依撒格就这样打发了雅各伯往帕丹阿兰，投往阿兰人贝突耳的儿子拉班，即雅各伯和厄撒乌的母亲黎贝加的哥哥那里去了。
28:6	厄撒乌见依撒格祝福了雅各伯，打发他到帕丹阿兰去，在那里娶妻；祝福他时还吩咐他说：「不要娶客纳罕女人为妻。」
28:7	厄撒乌见雅各伯听从父母的命，往帕丹阿兰去了，
28:8	便明白父亲依撒格不喜欢客纳罕女子。
28:9	所以他去了依市玛耳那里，除自己所有的两个妻子外，又娶了亚巴郎之子依市玛耳的女儿乃巴约特的妹妹玛哈拉特为妻。
	
28:10t	在贝特耳得见神视
	
28:10	雅各伯离开贝尔舍巴，往哈兰去了。
28:11	他来到一个地方，因太阳已落，就在那里过宿，随地拿了一块石头，放在头底下，就在那地方躺下睡了。
28:12	他作了一梦：见一个梯子直立在地上，梯顶与天相接；天主的使者在梯子上，上去下来。
28:13	上主立在梯上说：「我是上主，你父亚巴郎的天主，依撒格的天主。我要将你所躺的地方，赐给你和你的后裔。
28:14	你的后裔要多得如地上的灰尘；你要向东西南北扩展，地上的万民都要因你和你的后裔蒙受祝福。
28:15	看我与你同在；你不论到那里，我必护佑你，领你回到此地。我决不离弃你，直到我实践了我对你所许的。」
28:16	雅各伯一觉醒来，说：「上主实在在这地方，我竟不知道。」
28:17	他又满怀敬畏地说：「这地方多么可畏! 这里不是别处，乃是天主的住所，上天之门。」
28:18	雅各伯清早一起来，就把那块放在头底下的石头，立作石柱，在顶上倒了油，
28:19	给那地方起名叫贝特耳，原先那城名叫路次。
28:20	然后雅各伯许愿说：「若是天主与我同在，在我所走的路上护佑我，赐我丰衣足食，
28:21	使我平安回到父家，上主实在当是我的天主。
28:22	我立作石柱的这块石头，必要成为天主的住所；凡你赐与我的，我必给你奉献十分之一。」
	
29:0t	第二十九章
	
29:1t	雅各伯寄居舅家
	
29:1	雅各伯取道前行，来到了东方人的地方；
29:2	举目看见田间有口井，还有三群羊，卧在井旁。－－因为人惯常由这井取水饮羊，井口上盖著块大石头；
29:3	几时羊群都聚集在那里，人就将井口的石头挪开，取水饮羊；然后再将石头盖在井口原处。
29:4	雅各伯对他们说：「弟兄们，你们是那里的？」他们答说：「我们是哈兰人。」
29:5	雅各伯问他们说：「你们认识纳曷尔的儿子拉班吗？」他们答说：「我们认识。」
29:6	雅各伯又问说：「他好吗？」他们答说：「他好。看，那不是他的女儿辣黑耳领著羊群来了。」
29:7	雅各伯说：「看，太阳还很高，尚不到聚集家畜的时候，你们取水饮了羊，然后再领去牧放。」
29:8	他们回答说：「不能够；因为除非等所有羊群都聚集起来，才可挪开井口的石头，取水饮羊。」
29:9	他还同他们说话的时候，辣黑耳领著他父亲的羊群到了；因为她是个牧羊女。
29:10	雅各伯一见了舅父拉班的女儿辣黑耳，和舅父拉班的羊群，就上前去，挪开井口的石头，取水饮他舅父拉班的羊。
29:11	然后雅各伯口亲辣黑耳，放声大哭，
29:12	告诉辣黑耳，自己是她父亲的外甥，黎贝加的儿子。辣黑耳便跑回去，告诉她父亲。
29:13	拉班一听得了关于他外甥雅各伯的消息，就跑来迎接他，抱住他，亲他，领他到自己的家中。雅各伯遂将所遇的事全告诉了拉班。
29:14	拉班对他说：「你实在是我的骨肉。」雅各伯遂同他住下了。
	
29:15t	娶拉班二女为妻
	
29:15	过了一月，拉班对雅各伯说：「岂可因为你是我的外甥，就该白白服事我？告诉我，你要什么报酬？」
29:16	拉班有两个女儿：大的名叫肋阿，小的名叫辣黑耳。
29:17	肋阿双眼无神；辣黑耳却相貌美丽；
29:18	为此雅各伯喜爱辣黑耳，遂回答说：「我愿为你小女儿辣黑耳服事你七年。」
29:19	拉班答说：「我将她给你，比给外人好；你就同我住下。」
29:20	这样，雅各伯为得到辣黑耳，服事了拉班七年；由于他喜爱这少女，看七年好像几天。
29:21	雅各伯遂对拉班说：「期限已满，请将我的妻子给我，我好与她亲近。」
29:22	拉班也请了当地所有的人士，摆了婚宴。
29:23	到了晚上，他却将自己的女儿肋阿，引到雅各伯前，雅各伯就亲近了她。－－
29:24	拉班且将自己的婢女齐耳帕给了女儿肋阿作婢女。－－
29:25	到了早晨，他一见是肋阿，便对拉班说：「你对我作的是什么事？我服事你，岂不是为了辣黑耳？你为什么欺骗我？」
29:26	拉班回答说：「我们这地方没有先嫁幼女，而后嫁长女的风俗。
29:27	你同长女满了七天以后，我也将幼女给你，只要你再服事我七年。」
29:28	雅各伯就这样做了。与肋阿满了七天以后，拉班便将自己的女儿辣黑耳给了他为妻。－－
29:29	拉班且将自己的婢女彼耳哈给了女儿辣黑耳作婢女。－－
29:30	雅各伯也亲近了辣黑耳，而且他爱辣黑耳甚于肋阿；于是又服事了拉班七年。
	
29:31t	肋阿连生四子
	
29:31	上主见肋阿失宠，便开了她的胎；但辣黑耳却荒胎不孕。
29:32	肋阿怀孕生了一子，给他起名叫勒乌本，说：「上主垂视了我的苦衷，现在我的丈夫会爱我了。」
29:33	她又怀孕生了一子，说：「上主听说我失了宠，又给了我一个。」遂给他起名叫西默盎。
29:34	她又怀孕生了一子，说：「这次，我的丈夫可要恋住我了，因为我已给他生了三个儿子。」遂给他起名叫肋未。
29:35	她又怀孕生了一子，说：「这次我要赞颂上主。」为此给他起名叫犹大。以后就停止生育。
	
30:0t	第三十章
	
30:1t	辣黑耳与肋阿相争
	
30:1	辣黑耳见自己没有给雅各伯生子，就嫉妒姐姐，对雅各伯说：「你要给我孩子；不然，我就死啦! 」
30:2	雅各伯对辣黑耳生气说：「不肯使你怀孕的是天主，难道我能替他作主？」
30:3	辣黑耳回答说：「这里有我的婢女彼耳哈，你亲近她，叫她在我膝下生子，使我能由她得子。」
30:4	辣黑耳就将自己的婢女彼耳哈给了雅各伯作妾；雅各伯亲近了她，
30:5	她遂怀孕，给雅各伯生了一子。
30:6	辣黑耳就说：「天主对我公道，俯听了我的哀声，给了我一子。」为此给他起名叫丹。
30:7	辣黑耳的婢女彼耳哈又怀孕，给雅各伯生了第二个儿子。
30:8	辣黑耳就说：「我以天大的力量与我姐姐相争，得到胜利了。」便给他起名叫纳斐塔里。
30:9	肋阿见自己停止生育，也将自己的婢女齐耳帕给了雅各伯作妾。
30:10	肋阿的婢女齐耳帕给雅各伯生了一子。
30:11	肋阿遂说：「好幸运! 」就给他起名叫加得。
30:12	肋阿的婢女齐耳帕给雅各伯又生了第二个儿子。
30:13	肋阿遂说：「我真有福! 女人都要以为我有福。」就给他起名叫阿协尔。
30:14	到了割麦的时节，勒乌本出去，在田间寻得了一些曼陀罗，带回来给了他母亲肋阿。辣黑耳对肋阿说：「请你将你儿子得的曼陀罗给我一些。」
30:15	肋阿回答说：「你夺去了我的丈夫还不够；你还想夺去我儿的曼陀罗么？」辣黑耳说：「好罢! 今夜就让他与你同睡，为交换你儿子的曼陀罗。」
30:16	到了晚上雅各伯由田间回来，肋阿就跑出去迎接他说：「你该来我这里，因为我用我儿子的曼陀罗雇了你。」那夜雅各伯便与她同睡。
30:17	天主俯允了肋阿，她又怀孕，给雅各伯生了第五个儿子。
30:18	肋阿说：「天主给了我报酬，因为我将我的婢女给了我的丈夫。」便给他起名叫依撒加尔。
30:19	肋阿又怀孕，给雅各伯生了第六个儿子。
30:20	肋阿说：「天主给了我一个很好的礼物；这一回我的丈夫要与我同居了，因为我给他生了六个儿子。」便给他起名叫则步隆。
30:21	后来她生了一个女儿，给她起名叫狄纳。
30:22	天主想起了辣黑耳，垂允了她，开了她的子宫，
30:23	她遂怀孕，生了一个儿子，说：「天主拭去了我的耻辱。」
30:24	她给他起名叫若瑟说：「愿上主再给我添子。」
	
30:25t	雅各伯成家立业
	
30:25	辣黑耳生了若瑟以后，雅各伯对拉班说：「请让我回到我的本乡故土!
30:26	请你将我服事你所得的妻子儿女交给我，让我回去；你知道我怎样服事了你。」
30:27	拉班对他说：「如果我在你眼中得宠，请你住下；我觉察出，上主祝福我，是为了你的原故。」
30:28	继而说：「请规定你的工价，我必付给你。」
30:29	雅各伯对他说：「你知道，我是怎样服事了你；你的牲畜跟著我是怎样的情形。
30:30	我未来之前，你所有的是那么少，现在增加了那么多；我一来，上主就祝福了你。但是，我几时也能为我兴家立业呢？」
30:31	拉班问说：「我该给你什么？」雅各伯答说：「你什么也不必给我，只要你应承我这件事，我就仍牧放照顾你的羊群：
30:32	你今天走遍你的羊群，将其中凡有斑点或黑点的，即绵羊群中有黑色的，山羊群中有黑点或斑点的，都挑出来，当作我的工价。
30:33	后来任何一天，你来察看我的工价时，我好对你证明我的公正。山羊中凡是没有斑点或黑点的，绵羊中凡是不黑的，都算是偷来的。」
30:34	拉班回答说：「好，就照你的话办罢!」
30:35	当天拉班就将有条纹有斑点的公山羊，凡有白纹，或斑点和黑点的母山羊，并黑色的绵羊都挑出来，交在自己儿子们手中；
30:36	又使雅各伯与自己相距三日的路程。雅各伯便牧放拉班其余的羊群。
30:37	雅各伯拿了杨树、杏树和枫树的嫩枝，将皮剥成一条一条的白纹，使树枝的光白露出；
30:38	然后将剥去皮的枝条，插在水沟和水漕里，羊群前来喝水时，正与羊群相对。羊群前来喝水时，就彼此相配。
30:39	羊群对著枝条相配，就生出了有条纹，有斑点和黑点的小羊。
30:40	雅各伯将这些羔羊分开，将这些羊放在拉班羊群中有条纹和有黑点的羊前；这样他为自己另组羊群，不将它们放在拉班的羊群中。
30:41	到了肥壮的羊要配合时，雅各伯就将枝条插在水沟里，对著羊群的眼，使羊对著枝条彼此相配。
