1.-2t	列王纪上
14.1	那时，雅洛贝罕的儿子阿彼雅患病，
14.2	雅洛贝罕对自己的妻子说：「请你起来改装，教人认不出你是雅洛贝罕的妻子，往史罗去，在那里有先知阿希雅，他曾预言过我要作这人民的君王。
14.3	你带上十块饼，一些饼乾和一瓶蜜去见他，他会告诉你孩子将来究竟如何。」
14.4	雅洛贝罕的妻子就这样做了：起身去了史罗，来到阿希雅的家。阿希雅因年老，眼睛昏花，不能看清；
14.5	但上主却预先对阿希雅说：「雅洛贝罕的妻子，要来问你有关她儿子的事，因为她儿子病了；你要如此这般地答覆她；她来时，是作另一妇人的打扮。」
	
14.6t	阿希雅预言孩子必死
	
14.6	她一进门，阿希雅听见她的脚步声，就说：「雅洛贝罕的妻子，请进来！你为什么扮另一妇人？我正奉命要告诉你一个凶信。
14.7	你去告诉雅洛贝罕，上主以色列的天主这样说：我从人民中提拔了你，立你作我人民以色列的领袖；
14.8	我从达味家夺过王国来交给你，而你却不像我的仆人达味那样遵守我的诫命，全心随从我，只行我视为正义的事；
14.9	你反而作恶甚于你以前的任何人，且去为你自己制造别的神，铸造偶像，惹我发怒，完全背弃了我。
14.10	因此，我要降灾惩罚?雅洛贝罕家，消灭以色列所有属于雅洛贝罕的男人，无论是自由的或是不自?由的，一概除掉；我要扫除雅洛贝罕的家，有如人清除粪土一样。
14.11	凡属?雅洛贝罕的人，死在城中的，必为狗吞食，死在田野间的，必为空中的飞鸟?啄食：因为上主说了。
14.12	现在，你快起身回家；当的脚踏进城门时，孩子就要死去。
14.13	全以色列人要哀悼他，埋葬他；雅洛贝罕家中，只有他得进入坟墓，因为雅洛贝罕家中，只有他行了一些中悦上主，以色列的天主的善事。
14.14	上主必为自己另选一位君王来统治以色列，那天他要消灭雅洛贝罕?家。现在，我还能说什么？
14.15	上主必要打击以色列，使他们摇动如同水中的芦苇；并将以色列从上主赐给他们祖先的福地上拔除，使他们分散在大河之外，因为他们制造了阿舍辣惹上主发怒。
14.16	由于雅洛贝罕自己所犯的罪，和使他以色列所犯的罪，上主必要抛弃以色列。」
14.17	雅洛贝罕的妻子遂起身走了，到了提尔匝，一进家门，孩子就死了。
14.18	全以色列埋葬了他，并为他举哀，正如上主藉著他的仆人阿希雅先知所说的话。
	
14.19t	雅洛贝罕逝世
	
14.19	雅洛贝罕其余的事迹，有关他怎样战争，怎样作王，都记载在以色列列王?实录上。
14.20	雅洛贝罕在位凡二十二年，然后与列祖同眠。他的儿子纳达布?继位为王。
	
14.21t	勒哈贝罕为犹大王
	
14.21	撒罗满的儿子勒哈贝罕在犹大为王，他登?极时，年四十一岁。他在耶路撒冷，即在上主从以色列各支派中选出归他名下的城中，作王十七年；他的母亲名叫纳阿玛，是阿孟人。
14.22	犹大人行了?上主视为恶的事；他们所犯的罪比他们祖先所犯的，更激怒上主，
14.23	因为?他们也在各地的高岗上，在各绿树下，修筑了丘坛、柱像和阿舍辣；
14.24	境内还有为神卖淫的男女，完全仿效了上主从以色列前所驱逐的异族，做了种种可憎恶的事。
	
14.25t	埃及王进攻犹大
	
14.25	勒哈贝罕作王第五年，埃及王史沙克上来进攻耶路撒冷，
14.26	劫去上主殿内和王宫的宝物，全部带走，连撒罗满所制的一切金盾牌也都带去。
14.27	勒哈贝罕只得制造铜盾牌来代替，交给防卫宫门的侍卫长保管；
14.28	每逢君王进入上主的殿时，侍卫便手持这些盾牌；事后，仍将盾牌送回侍卫室中。勒哈贝罕逝世
14.29	勒哈贝罕其余的事迹，他的一切作为，都记载在犹大列王十实录上。
14.30	勒哈贝罕与雅洛贝罕之间不断发生战事。
14.31	勒哈贝罕与列祖同眠，与列祖同葬在达味城。他的母亲名叫纳阿玛，是阿孟人；他的儿子阿彼雅继位为王。
	
15.0t	第十五章
	
15.1t	阿彼雅为犹大王
	
15.1	乃巴特的儿子雅洛贝罕王十八年，阿彼雅登极作犹大王，
15.2	在耶路撒冷作王三年；他母亲名叫玛阿加，是阿贝沙隆的外孙女。
15.3	阿彼雅作了他父亲在他以前所行的一切邪恶；他的心对上主他的天主，不像他祖父达味的那样诚实。
15.4	但是，上主他的天主，为了达味的缘故，仍使他在耶路撒冷，有一盏灯，立他的儿子接他的位，并保全耶路撒冷，
15.5	因为达味除了赫特人乌黎雅那件事以外，常行了上主视为正义的事，一生岁月从未违背上主所吩咐他的一切。
15.6	【勒哈贝罕与雅洛贝罕之间不断发生战事。】
15.7	阿彼雅其余的事迹，他的一切作为，都记载在犹大列王实录上。阿彼雅与雅洛贝罕之间，常发生战事。
15.8	阿彼雅与列祖同眠，葬在达味城；他的儿子阿撒继位为王。
	
15.9t	阿撒为犹大王
	
15.9	以色列王雅洛贝罕二十年，阿撒登极作犹大王，
15.10	在耶路撒冷作王四十一年；他的祖母名叫玛阿加，是阿贝沙隆的外孙女。
15.11	阿撒行了上主视为正直的事，像他的祖父达味一样。
15.12	他将为神卖淫的男女由国内除掉，彻去了他祖先所立的一切偶像，
15.13	并废除了他祖母玛阿加作太后的权位，因为她给阿舍辣立了可憎恶的柱像；阿撒把她所立的像砍倒，在克德龙谷焚毁。
15.14	只有丘坛没有废除；不过阿撒的心一生全属上主。
15.15	阿撒将他父亲所献的，和他自己所献的金银和器皿，都送入上主的殿内。
15.16	阿撒与以色列王巴厄沙之间不断发生战争。
15.17	以色列王巴厄沙上来进攻犹大，并在辣玛修筑工事，防止人民同犹大王阿撒来往。
15.18	那时，阿撒将上主殿内和王宫内宝库中所剩余的金银取出，交给他的臣仆，打发他们去见住在大马士革的阿兰王，赫则雍的孙子，塔贝黎孟的儿子本哈达得说：「
15.19	我与你之间，我父亲与你父亲之间都立过约；现在我给你送来金银作为礼品，请你废除你与以色列王巴厄沙所立的约，使他远离我！」
15.20	本哈达得听了阿撒王的话，即刻派自己的军长去攻打以色列的城市，攻下了依雍、丹、阿贝耳贝玛阿加、基乃勒特全境和纳裴塔里全境。
15.21	巴厄沙一听说这事，就停止在辣玛的工事，回到了提尔匝。
15.22	于是阿撒王召集全犹大人民，一个也不例外，吩咐他们将巴厄沙修筑辣玛所用的石头和木料运走；阿撒王用来修建本雅明的革巴和米兹帕。
15.23	阿撒其余的事迹，关于他的一切伟业和作为，并建造的城防，都记载在犹大列王实录上。他年老时，患了足疾。
15.24	阿撒与列祖同眠，与列祖同葬在他祖父达味城内；他的儿子约沙法特继位为王。
	
15.25t	纳达布为以色列王
	
15.25	犹大王阿撒二年，雅洛贝罕的儿子纳达布登极作以色列王。他二年作以色列王，
15.26	行了上主视为恶的事，走了他父亲的路，犯了他父亲使以色列陷于罪恶的罪。
15.27	依撒加尔家族，阿希雅的儿子巴厄沙结党背叛了他，在属于培肋舍特人的基贝通将他杀死，那时纳达布和全以色列人正在围攻基贝通。
15.28	犹大王阿撒三年，巴厄沙杀了纳达布，篡了他的王位。
15.29	他登极后，立即杀了亚洛贝罕全家；凡属于雅洛贝罕家中的人，没有留下一个，都杀绝了：这正应了上主藉他仆人使罗人阿希雅所说的话。
15.30	这是因为亚洛贝罕自己犯的罪和他使以色列犯的罪，激怒了上主，以色列的天主。
15.31	纳达布其余的事迹，他的一切作为，都记载在以色列列王实录上。
15.32	【阿撒与以色列王巴厄沙之间常发生战事。】
	
15.33t	巴厄沙为以色列王
	
15.33	犹大王阿撒三年，阿希雅的儿子巴厄沙在提尔匝登极，作全以色列王，在位凡二十四年。
15.34	他行了上主视为恶的事，走了雅洛贝罕所走的路，犯了使以色列陷于罪恶的事。
	
16.0t	第十六章
	
16.1	那时，有上主的话传于哈纳尼的儿子耶胡，斥责巴厄沙说：「
16.2	我由尘埃中提拔了你，立你做我民以色列的领袖，你却走了雅洛贝罕的路，使我民以色列犯罪，激怒我；
16.3	我现在，我要扫除巴厄沙和他的家族，使他的家如同乃巴特的儿子雅洛贝罕的一家一样：
16.4	凡属巴厄沙家的人，死在城中的，必为狗吞食，死在田野间的，必为空中的飞鸟啄食。」
16.5	巴厄沙其余的事迹，他所行的事和他的功绩，都记载在以色列列王实录上。
16.6	巴厄沙与列祖同眠，葬在提尔匝；他的儿子厄拉继位为王。
16.7	上主藉哈纳尼的儿子，先知耶胡传话斥责巴厄沙和他的家族，是因为他行了许多上主眼中视为恶的事，以自己的作为激怒了上主，如同雅洛贝罕的家一样；又因为他杀了雅洛贝罕全家。
	
16.8t	厄拉为以色列王
	
16.8	猷大王阿撒二十六年，巴厄沙的儿子厄拉在提尔匝登极作以色列王，在位凡二年。
16.9	他的臣仆，即率领他半数战车的队长，齐默黎结党背叛了他。当他在提尔匝，他的家在阿尔匝家喝醉时，
16.10	齐默黎冲入，击杀了他，篡夺了他的王位，时在犹大王阿撒二十七年。
16.11	齐默黎一登极，立刻屠杀了巴厄沙全家，没有给他留下一个男子，连他的亲属朋友都杀了。
16.12	齐默黎这样毁灭了巴厄沙全家，应验了上主藉先知耶胡斥责巴厄沙所说的话。
16.13	这是因为巴厄沙和他的儿子厄拉所犯的一切罪，即引以色列陷于罪恶，因他们制造了虚无偶像，激怒了上主，以色列的天主。
16.14	厄拉其余的事迹，他的一切作为，都记载在以色列列王实录上。
	
16.15t	齐默黎为以色列王
	
16.15	犹大王阿撒二十七年，齐默黎王提尔匝作王仅七天。当时人民正在围攻培肋舍特人的基贝通，
16.16	消息传到营中说：齐默黎已经叛变，击杀了君王，全以色列人当天即在营中，选立了军长敖默黎作以色列王。
16.17	敖默黎和与他在一起的全以色列人，从基贝通上去围攻提尔匝。
16.18	齐默黎一见城已失陷，即走进王宫的城堡，纵火焚烧王宫，自焚而死。
16.19	这是因为他所犯的罪恶，行了上主视为恶的事，走了雅洛贝罕的路，并以自己所犯的罪，使以色列陷于罪恶。
16.20	齐默黎其余的事迹，暗杀叛变的事，都记载在以色列列王实录。
16.21	那时，以色列人民分裂为二：一半跟随基纳特的儿子提贝尼，要立他为王；一半跟随敖默黎。
16.22	跟随敖默黎的人胜过了跟随基纳特的儿子提贝尼的人；提贝尼死后，敖默黎便作了王。
	
16.23t	敖默黎为以色列王
	
16.23	犹大王阿撒三十一年，敖默黎登极作以色列王，在位凡十二年，其中六年在提尔匝。
16.24	敖默黎用两「塔冷通」银子，由舍默尔手中买下了芍默龙山。他修建了这座山，依照山的原主舍默尔的名字，给他所建筑的城起名叫「撒玛黎雅。」
16.25	敖默黎行了上主视为恶的事，甚至比他以前的人更为邪恶。
16.26	事事仿效乃巴特的儿子雅洛贝罕所走的路，犯了更使以色列陷于罪恶的罪，又敬拜邪神偶像，激怒上主，以色列的天主。
16.27	敖默黎其余的事迹，他的作为和功迹，都记载在以色列列王实录上。
16.28	敖默黎与列祖同眠，葬在撒玛黎雅；他的儿子阿哈布继位为王。
	
16.29t	阿哈布为以色列王
	
16.29	犹大王阿撒三十八年，敖默黎的儿子阿哈布登极作以色列王。敖默黎的儿子阿哈布在撒玛黎雅作以色列王，凡二十二年。
16.30	敖默黎的儿子阿哈布行了上主视为恶的事，甚于他以前的人。
16.31	他走了乃巴特的儿子雅洛贝罕犯罪的路，尚以为是小事，又娶了漆冬王厄特巴耳的女儿依则贝耳为妻，亲自去服事敬拜巴耳，
16.32	在撒玛黎雅为巴耳建筑了一座庙宇，庙内为巴耳设立了一座祭坛。
16.33	阿哈布又立了阿舍辣；阿哈布行事激怒上主，以色列的天主，尤甚于他以前的以色列王。
16.34	他在位的时候，贝特耳人希耳重建了耶里哥；奠基的时候，死了长子阿彼兰；安门的时候，死了幼子色古布：这正应验了上主藉农的儿子若苏厄所说的话。
	
17.0t	第十七章
	
17.1t	厄里亚先知预言旱灾
	
17.1	基肋阿得提市贝出身的提市贝人厄里亚对阿哈布说：「我指著我所服侍的永生上主、以色列的天主起誓：这几年如果没有我的命令，天决不降露或落雨！」
17.2	有上主的话传于厄里亚说：「
17.3	你离开这里，转向东方，隐居在约但河东的革黎特校河旁。
17.4	你要喝那小河里的水，我已经吩咐乌鸦在那里供给你食物。」
17.5	厄里亚就依照上主的话去做，去住在约但河东的革黎特小河旁。
17.6	乌鸦早晨给他送饼和肉来，晚上也给他送饼和肉来；渴了，就喝那小河里的水。
17.7	不几天以后，那地方没有落雨，小河也乾涸了。
17.8	有上主的话传于厄里亚说：「
17.9	你起身往漆冬匝尔法特去，住在那里；我已吩咐那里的一个寡妇供养你。」
17.10	他就起身往匝尔法特去了，来到城门时，看见一个寡妇在那里拾木柴。厄里亚唤她说：「请你用器皿取点水来给我喝！」
17.11	她正要去取水的时候，厄里亚又叫住她说：「请你也顺便给我拿点饼来！」
17.12	那寡妇说：「我指著永生上主你的天主起誓：我没有饼，缸里只有一把面，罐里还有一点油。你看，我正要拾两根木柴，回去为我和我的儿子做点东西，吃了等死。」
17.13	厄里亚对她说：「你不用害怕，仅管照你所说的去做；只是先为我做一个小饼，给我拿来！然后，再为你和你的儿子做，
17.14	因为上主以色列的天主这样说：直到上主使雨落在在地上的那一天，缸里的面，决不会用完；罐里的油，也决不会缺少。」
17.15	那个寡妇就照了厄里亚的话去做了；她和厄里亚并她的孩子吃了许多日子；
17.16	缸里的面，果然没有用完，罐里的油，也没有减少，正如上主藉著厄里亚所说的话。
	
17.17t	复活寡妇的儿子
	
17.17	?这事以后，那妇人，即那家的主母的儿子病了，病得很重，就断了气。
17.18	妇人于是对厄里亚说：「天主的人，我与你有什么关系？你到我这里来，竟叫上主记起我的罪恶，杀死了我的儿子！」
17.19	厄里亚对妇人说：「把你的儿子交给我！」于是厄里亚从她怀里接过孩子来，抱到他住的楼上，放在自己的床上，
17.20	呼求上主说：「上主，我的天主！我寄居在这寡妇家中，难道你也忍心加害于她，杀死她的儿子吗？」
17.21	厄里亚三次伏在孩子身上，呼求上主说：「上主，我的天主，求你使这孩子的灵魂再回到他身上！」
17.22	上主听了厄里亚的呼求，孩子的灵魂又回到他身上，孩子就又活了。
17.23	厄里亚将孩子曾楼上抱下来，到房间内，把孩子交给他的母亲说：「看，你儿子活了！」
17.24	那妇人对厄里亚说：「现在我知道你是天主的人，上主藉著你的口所说的话，确是真理。」
	
18.0t	第十八章
	
18.1t	预告旱灾结束
	
18.1	过了许多时日，到了第三年，有上主的话传于厄里亚说：「你去见阿哈布，我要在这地上降雨。」
18.2	厄里亚就去见阿哈布；那时，撒玛黎雅正遭受严重的饥荒。
18.3	阿哈布将自己的家宰敖巴狄雅召来，─敖巴狄雅原是一位很敬畏上主的人。
18.4	当依则贝耳杀害上主的先知时，他曾收留一百个先知，每五十人分藏在一个洞里，私下供给他们饮食。─
18.5	阿哈布对敖巴狄雅说：「我们要走遍这地，到所有的水泉和小河那里去，或许能找到一些青草，使骡马生存，免得丧失许多牲畜。」
18.6	他们于是分地巡行；阿哈布独自走了一条路，敖巴狄雅也独自走了另一条路。
	
18.7t	敖巴狄雅遇厄里亚
	
18.7	敖巴狄雅走路时，厄里亚恰巧遇见了他；敖巴狄雅认得他，便俯伏在地说：「你不就是我主厄里亚吗？」
18.8	厄里亚回答说：「是，你去告诉你的主人说：厄里亚在这里。」
18.9	敖巴狄雅说：「我犯了什么罪？你竟要将你的仆人交于阿哈布手中，让他杀死我？
18.10	我指著永生的上主，你的天主起誓：没有一个民族，没有一个国家，我的主上不派人去寻找你的；如果人们说：厄里亚不在我们这里；他一定要叫那个国家和那个民族起誓说：实在他们没有找到你。
18.11	现在你说：你去告诉你的主人说：厄里亚在这里。
18.12	我一离开你，上主的神把你带到我所不知道的地方去；我若去告诉阿哈布，而他找不到你，启不要杀死我？你的仆人自幼也是个敬畏上主得人啊！
18.13	难道我主没有听说过：当依则耳残杀上主的先知时，我所作的事？我曾隐藏一百个上主的先知，每五十人分藏在一个洞里，由我供给他们饮食。
18.14	现在你说：你去告诉你的主人，厄里亚在这里，他一定要杀我！」
18.15	厄里亚说：「我指著我所服侍的万军的永生上主起誓：今天我一定要叫阿哈布看见我。」
	
18.16t	阿哈布和厄里亚见面
	
18.16	敖巴狄雅于是前去会见阿哈布，告诉他这消息，阿哈布就去迎接厄里亚。
18.17	阿哈布一见厄里亚，就对他说：「叫以色列遭难的人，不就是你吗？」
18.18	厄里亚答说：「不是我叫以色列遭难，而是你和你的父家，因为你们抛弃了上主的诫命，归顺了巴耳邪神。
18.19	现在，你派人去召集全以色列人，同受依则贝耳供养的那四百五十个巴耳的先知，【及那四百个阿舍辣的先知，】上加尔默耳山，到我跟前来。」
18.20	阿哈布便派人召集了所有的以色列子民，聚集了那些先知，一起到了加尔默耳山上。
	
18.21t	厄里亚与假先知比试
	
18.21	厄里亚走向全体民众面前说：「你们摇摆不定，模棱两可，要到几时呢？如果上主是天主，你们就应该随从上主；如果巴耳是天主，就该随从巴耳。」人民一句话也不回答。
18.22	厄里亚对人民说：「上主的先知指剩下我一个人了，巴耳的先知却有四百五十人。
18.23	请给我们牵两只公牛犊来；他们可任选一只，剖分成块，放在木柴上，不要点火；我也照样预备另一只，放在木柴上，也不点火。
18.24	你们呼求你们神的名字，我也呼求上主的名字：那降火显示应允的神，就是真神。」民众回答说：「你这话说得很好！」
18.25	厄里亚对巴耳的先知们说：「因为你们人数众多，你们应该先挑选一只牛犊，准备好，然后呼求你们神的名字，只是不要点火。」
18.26	他们即将人给他们的公牛犊牵来，预备好，从早晨直到中午呼求巴耳的名字说：「巴耳，应允我们罢！」但是没有声音，也没有答应的。他们就在自己所筑的祭坛旁，跪下又起来，跳个不停。
18.27	到了中午，厄里亚嘲弄他们说：「你们再高声喊叫，因为他是神，或者他正在沉思冥想，或者它暂时隐退，或者正在外旅行，或者他正在睡觉，必须把他叫醒。」
18.28	他们遂更高声喊叫，照他们的习惯，用刀用枪割伤自己，直到全身流出血来。
18.29	过了中午，他们仍继续狂喊乱叫，直到晚祭的时候，但仍然没有声音，也没有答应的，也没有理会。
18.30	厄里亚对全你人民说：「你们到我这里来。」全体人民便都到他那里去；厄里亚立即重修了已经坍塌了的上主的祭坛；
18.31	依照雅各伯子孙的支派数目，取了十二块石头，─这雅各伯就是上主曾对他说过：「你的名字要叫以色列。」─
18.32	用这些石头，为上主的名筑成一座祭坛，在祭坛四周作了一个水沟，可容二「色阿」谷种。
18.33	把木柴放好，将牛犊剖分成块，放在木柴上，
18.34	然后吩咐说：「盛满四桶水，倒在全燔祭和木柴上！」他们就这样做了。他又吩咐说：「再倒一次！」他们就再倒了一次；他再吩咐说：「倒第三次！」他们就倒了第三次；
18.35	水沿祭坛四周奔流，沟里满了水。
18.36	到了要奉献晚祭的时候，厄里亚先知走近前来说：「上主，亚巴郎、依撒格和以色列的天主，求你今天使人知道：你是以色列的天主，我是你的仆人，是奉你的命作这一切事。
18.37	上主，求你应允我，应允我！使这人民知道你上主，是真天主，是你叫他们心回意转。」
18.38	于是上主的火降下，焚尽了全燔祭、柴木、石头和尘土，也烧乾了沟中的水。
18.39	全体人民见了，都俯伏在地说：「雅威是天主，雅威是天主！」
18.40	厄里亚对民众说：「你们捉住巴耳的先知，不要让他们走脱一个！」民众立即捉住他们。厄里亚带他们下到克雄小河旁，在那里将他们全部杀掉。
	
18.41t	天降大雨
	
18.41	厄里亚对阿哈布说：「你上去吃喝罢！因为已听到大雨的怒号声。」
18.42	阿哈布就上去吃喝，厄里亚却上了加尔默耳山顶，跪伏在地，将脸放在两膝之间。
18.43	以后，对自己的仆人说：「你上去，朝海那边观看！」仆人就上去观看，说：「什么也没有。」厄里亚说：「你来回观看七次！」他就去了七次。
18.44	第七次仆人说：「看，有一片云彩，小得像手掌那么大，从海上升起来了。」厄里亚说：「你上去告诉阿哈布说：快套车下去，免得被雨阻止！」
18.45	转瞬之间，天空因风云变为昏黑，落下大雨；阿哈布上车去了依次勒耳。
18.46	上主的手临于厄里亚身上，他就束上腰，跑在阿哈布前头，直到依次勒耳的城门口。
	
19.0t	第十九章
	
19.1t	厄里亚退往曷勒布山
	
19.1	阿哈布将厄里亚所作的一切，以及他如何刀?斩众先知的事，全告诉了依则贝耳。
19.2	依则贝耳就派使者去对厄里亚说：「明天这个时候，如果我不使你的性命如同那些先知一样，愿众神明严厉，且?加倍严厉地惩罚我！」
19.3	厄里亚害了怕，遂起身逃命，到了犹大境内的贝尔舍巴，叫他的仆人留在那里，
19.4	自己却进入旷野，走了一天的路，来到一棵?杜松树下，坐下来求死说：「上主啊！现在已经够了！收去我的性命罢！因?为我并不如我的祖先好。」
19.5	以后，就躺在那棵杜松树下，睡著了；忽然，有为天使拍醒他，对他说：「起来，吃罢！」
19.6	他看了看，见头旁有一块用炭火烤熟的饼和一罐水；他吃了喝了，又躺下睡了。
19.7	上主的使者第二次又来拍醒他说：「起来，吃罢！因为你还有一段很远的路。」
19.8	他就起来，吃?了喝了，赖那食物的力量，走了四十天四十夜，一直到了天主的山曷勒布。
	
19.9t	天主显现给厄里亚
	
19.9	他来到那里，进了一个山洞，在那里过夜；有上主的话传于他说：「厄里亚，你在这里做什么？」
19.10	厄里亚答说：「我为上主万军的天主忧心如焚，因为以色列子民背弃了你的盟约，毁坏了你的祭坛，刀斩了你的先知，只剩下了我一个，他们还要夺取我的性命！」
19.11	上主吩咐他说：「你出来，站在山上，立在上主前面。」那时，上主正从那里经过，在上主面前，暴风大作，裂山碎石，但是，上主却不在风暴中；风以后有地震，但是上主亦不在地震中；
19.12	地震以后有烈火，但是上主仍不在火中；烈火以后，有轻微细弱的风声。
19.13	厄里亚一听见这声音，即用外衣蒙住脸出来，站在洞口。遂有声音对他说：「厄里亚，你在这里做什么？」
19.14	他答说：「我为上主万军的天主忧心如焚，因为以色列子民背弃了你的盟约，毁坏了你的祭坛，刀斩了你的先知，只剩下了我一个，他们还要夺取我的性命！」
	
19.15t	厄里亚奉命敷油
	
19.15	上主对厄里亚说：「你回去，仍取道旷野，往大马士革去，到了那里，给哈匝耳敷油，立他为阿兰王。
19.16	去给尼默史的?孙子耶胡敷油，立他为以色列王；再去给阿耳贝默曷拉人沙法特的儿子厄里叟敷油，立他接替你为先知；
19.17	将来躲过哈匝耳的刀的，必为耶胡所杀；躲过耶胡的刀的，必为厄里叟所杀。
19.18	然而，在以色列我要为我自己留下七千人；他们全是从未向巴耳屈过膝，未与巴耳亲过嘴的人。」
	
19.19t	厄里叟蒙召
	
19.19	厄里亚于是从那里起身，去找沙法特的儿子厄里叟。他正在耕田，在他面前有十二对牛，他自己赶著地十二对；厄里亚走过他身边，将自己的外衣披在他身上。
19.20	厄里叟？?披在的父母吻别，然后来跟随你。」厄里亚对他说：「你去罢！要再回来！因为我应为你作的，已经作了。」
19.21	厄里叟离开了厄里亚，回来牵出一对牛宰杀了，用驾驭牛的用具煮熟，分给众人吃；然后他便起身跟随厄里亚，作了他的侍从。
	
20.0t	第二十章
	
20.1t	本哈达得进攻阿哈布
	
20.1	阿兰王本哈达得召集了自己所有的军队，带同三十二个王子，乘坐战马战车，前去围攻撒玛黎雅。
20.2	他先派使者进城，来见以色列王阿哈布，
20.3	对他说：「本哈达得这样说：你的金银全应归我，只是你的妻子儿女，仍归于你。」
20.4	以色列王回答说：「我主大王，就依照你的话，我和我的一切都归于你。」
20.5	不料，使者们又回答说：「本哈达得这样说：我已派人通知你：将你的金银和你的妻子儿女全交给我。
20.6	须知，明天这时，我必派我的仆人到你这里来，搜索你和你仆人的房屋，凡他们看中的东西，都要随手拿去。」
20.7	以色列王将国内所有长老召来，说：「你们想想看：这人要求是多么无理！他先派人要我的金银，我没有拒绝他；现在竟又派人来我这里，要我的妻子儿女。」
20.8	众长老和全体人民对他说：「你不要听从，也不要应允！」
20.9	因此，他对本哈达得的使者说：「你们回去告诉我主大王说：你第一次派人向你仆人所要求的，我必全照办；至于这另一要求，我却不能照办。」使者遂回去，向本哈达得回话。
20.10	本哈达得于是派人对阿哈布说：「如果撒玛黎雅的尘土，足够跟随我的人每人抓一把，愿众神明严厉，且加倍严厉地惩罚我！」
20.11	以色列王回答说：「有句俗话说：佩带武器的人，不可像卸去了武器的人那样自负。」
20.12	本哈达得和众王正在帐内饮酒，一听见这话，就对他的臣仆说：「列队进攻！」他们即刻列队攻城。
	
20.13t	阿哈布赖主获胜
	
20.13	这时，忽然有一个先知，来见以色列王阿哈布说：「上主这样说：你不是看见这支强大的军队吗？今天，我要将他们交在你手中，叫你知道我是上主。」
20.14	阿哈布问说：「藉著谁？」先知回答说：「上主这样说：藉著众省长的少年军人。」阿哈布又问说：「谁指挥作战？」先知回答说：「你自己。」
20.15	于是阿哈布检阅了众省长的少年人，计有二百三十二人；然后又检阅了所有军人，即全体以色列子民，共七千人。
20.16	到了中午，他们出发，那时，本哈达得正和协助他的三十二个王子在帐中饮酒。
20.17	众省长的少年军人首先出发，本哈达得派出的探子回报他说：「有人从撒玛黎雅出来了。」
20.18	他遂吩咐说：「如果他们前来，是为求和，将他们活活捉住；如果他们前来，是为交战，也将他们活活捉住。」
20.19	众省长的少年军人和跟随他们的军队冲出城来，
20.20	个个见人便杀，阿兰人逃走，以色列人在后面乘胜追赶；阿兰王本哈达得急速上马与骑兵一起逃走。
20.21	那时，以色列王出来，掳掠了许多战马和战车，使阿兰人大败。
20.22	那为先知前来对以色列王说：「你要发奋图强，留心认清你当作的事，因为明年春季，阿兰王必要再来攻击你。」
	
20.23t	阿兰王整军再战
	
20.23	阿兰王的臣仆对阿兰王说：「以色列的神是山神，所以他们必我们强；但如果我们在平原上与他们交战，我们必会得胜。
20.24	这是大王应该作的事：废除众王子各人的职位，另立军长代替，
20.25	召募新军，补充所损失的军队，照数补充战马战车；然后在平原上与他们会战，我们定能战胜他们。」阿兰王听从了他们的建议，就这样进行。
	
20.26t	本哈达得在战再败
	
20.26	过年以后，本哈达得检阅了阿兰人上到阿费克，进攻以色列。
20.27	以色列子民也动员起来，携带军粮，出来迎战；以色列子民在他们对面扎营，好像两群山羊；至于阿兰人却遍地皆是。
20.28	天主的人又前来对以色列王说：「上主这样说：既然阿兰人说：上主是山神而不是平原神，所以我必将这支庞大的军队交在你手中，叫你们知道我是上主。」
20.29	以色列人和阿兰人相对扎营七天；第七天上，就交战了；一天之内以色列子民杀死了十万阿兰步兵，
20.30	其余的人都逃入阿费克城内，城墙倒塌，压死了残存的两万七千人。本哈达得也逃入城内，藏在极严密的暗室内。本哈达得投降
20.31	本哈达得的臣仆对本哈达得说：「看，我们听说以色列家的君王，都是仁慈的君王，请你让我们腰里束上麻布，头上系上绳索，去见以色列王，或者他会保全你的性命。」
20.32	于是他们腰里束上麻布，头上系上绳索，去见以色列王说：「你的仆人本哈达得说：求你保全我的性命！」阿哈布问说：「他还活著么？他是我的兄弟。」
20.33	这些人认为这话是个吉兆，急忙抓住他的话说：「本哈达得确是陛下的兄弟。」阿哈布说：「你们去领他来！」本哈达得便出来参见君王；阿哈布请他上了自己的车。
20.34	本哈达得对君王说：「我父亲从你父亲手中抢去的城市，我都要归还给你；并且你可在大马士革设立市场，如同我父亲在撒玛黎雅所设立的一样。」阿哈布说：「我就根据这条约放你走。」这样，君王与他订立了条约，放他走了。
	
20.35t	阿哈布失策受责
	
20.35	那时，有个先知的弟子奉上主的命，对自己的同伴说：「请你打我！」那人却拒绝打他。
20.36	他就对那人说：「既然你不听上主的命，看，你一离开我，就有一个狮子把你咬死。」那人一离开他，果然路上遇见一只狮子，把他咬死了。
20.37	以后，先知的弟子有遇见一个人，对他说：「请你打我！」那人就动手打他，将他打伤了。
20.38	先知便站在路旁，用头巾遮住自己的眼睛，等候君王。
20.39	君王从那里经过时，他便对君王呼喊说：「你的仆人出来交战，忽有一个人转来，给我带来一个人说：你要看守这个人，倘若失踪了，定要你替他偿命，或赔偿一「塔冷通」银子。
20.40	你的仆人正在东忙西乱时，那人不见了。」以色列王对他说：「这就是你的定案，你已经自下判决。」
20.41	他于是急忙拉下他遮眼的头巾，以色列王才认出他原是一位先知。
