1:-2t	厄则克耳	
21:14	「人子，讲预言罢!吾主这样说：你要说：有一把剑：是一把磨快而擦亮的剑。	
21:15	磨快了，是为大屠杀；擦亮了，是为闪烁发光。	
21:16	把它拿去擦亮，好握在掌中；这把磨快的剑，这把擦亮的剑，是为交在屠杀者的手中。	
21:17	人子，你要哀号痛哭，因为剑击在我百姓身上，砍在以色列的一切首领身上。他们同我的百姓都丧身刀下。为此你应击股示哀，	
21:18	因为已试过一次，这要怎么办﹖它连令牌都轻视了，以致不叫它存在──吾主上主的断语──	
21:19	人子，你讲预言，且鼓掌罢!那剑将是双刃的，是屠杀的剑；那把大屠杀的剑向他们挥起，	
21:20	叫他们胆颤心惊，死亡的人加多。我将屠杀的剑尖指向他们所有的门户上：剑擦亮了，是为闪烁；磨快了，是为屠杀。	
21:21	你的刀锋无论转向何方，或向左，或向右，都应是锋利的。	
21:22	我也要亲自鼓掌，以平息我的愤怒：这是我上主说的。」	
		
21:23t	剑指向耶路撒冷	
21:23	上主的话传给我说：	
21:24	「人子，你应划出两条路，叫巴比伦王的剑沿路而来。这两条路应由一地出发；又划出一只手，置于通往城市的道路起点。	
21:25	你所划的路，一条使剑至阿孟子民的辣巴特；一条使剑至犹大的坚城耶路撒冷。	
21:26	因为巴比伦王站在岔路上，在两条路口上占卜、摇签、求问「忒辣芬，」窥察牲肝。	
21:27	在他右手中出现了指向耶路撒冷的签，他便下令屠杀，吶喊冲锋，架起攻城门机，堆起高台，建造云梯。	
21:28	可是在曾经发过誓愿的以色列子民看来，那签是假的。但他却想起了他们的罪过，为使他们俯首就擒。	
21:29	为此吾主上主这样说：因为你们显露了你们的过犯，在你们的行为上，现出你们的恶行，使我想起了你们的罪恶；你们既然使我想起你们的罪恶，你们必在他们手中俯首就擒。	
21:30	你这无耻而万恶的以色列首领，你的日子到了，犯罪的时候完了。	
21:31	吾主上主这样说：取下头巾，摘去冠冕，一切都要转变：卑下的要高升，崇高的要降低。	
21:32	我必要使他的国澈底灭亡，再也不能存在，直到那掌权者来到，我再交给他。」	
		
21:33t	剑指向阿孟	
21:33	人子，你应讲预言说，吾主上主这样攻斥阿孟子民和他们的侮辱说：你要说：有一把剑，拔出是为屠杀，磨快是为毁灭，擦亮是为闪烁──	
21:34	那时人所给予你的，是虚假的异像，欺骗的占卜──是为砍在作恶犯罪者的脖子上，他们的日子到了，犯罪的时候完了。	
21:35	把剑插入鞘内，我要在你受造之地，在你生长之地裁判你。	
21:36	我要在你身上发泄我的怒气，在你身上点起我的怒火，将你交在善于破坏的野蛮人手中。	
21:37	你要成为烈火的燃料；你的血要倾流在国中，以后再没有人记念你，因为我上主说了。」	
		
		
22:0t	第二十二章(31)	
		
22:1t	耶路撒冷的罪过	
22:1 	上主的话传给我说：	
22:2 	「人子，你应开庭裁判这座流人血的城，叫她知道自己的丑恶。	
22:3 	你应说：吾主上主这样说：那流人血，使时辰迫近，制造偶像，自染不洁的城，是有祸的!	
22:4 	因你倾流人血，自负血债；因你制造偶像，自染不洁，致使你的日子已近，你的年限已到；为此，我要使你成为万民所侮辱，万邦所耻笑的对象。	
22:5 	那离你近，离你远的，都要耻笑你为一恶名多乱的城。	
22:6 	看，以色列的首领，在你中间各逞其能，倾流人的血。	
22:7 	在你中间有人轻视父母，在你中间有人压迫外方人，在你中间也有人欺压孤儿寡妇。	
22:8 	你藐视了我的圣物，亵渎了我的安息日。	
22:9 	在你中间有人诽谤，好倾流人血。在你中间有人到山上吃祭物，在你中间有人行淫乱。	
22:10	在你中间有人揭开父亲的下体，在你中间有人玷污行经不洁的妇女。	
22:11	在你中间有人同邻人的妻子行丑恶之事，有人奸污自己的儿媳，有人玷辱自己的姊妹，即父亲的女儿。	
22:12	在你中间有人接受贿赂，以倾流人血。你收息金，放重利，用强力剥削你的近人，而你竟忘了我──吾主上主的断语──	
22:13	看，对对你所放的重利，对在你中间所流的血债，我要鼓掌。	
22:14	在我与你算账的那天，难道你的心还能忍受，你的手还能坚强﹖我，上主言出必行。	
22:15	我要将你驱逐在异民中，将你散布在各地，消除你的污秽。	
22:16	以后在异民眼前，我必再使你做我的产业：如此你要承认我是上主。」	
		
22:17t	以民像渣滓	
22:17	上主的话传给我说：	
22:18	「人子，以色列家族对我好象是渣滓，他们成了炉中的铜、锡、铁和铝，他们都成了银渣。	
22:19	因此吾主上主这样说：因为你们都成了渣滓，为此，看，我必将你们聚集在耶路撒冷，	
22:20	就如把银、铜、铁、铅和锡聚集在炼炉中，在上面吹火，使它们镕化；照样，我也要把你们聚集在我的怒火和愤恨中，将你们拋在里面镕化。	
22:21	我要聚集你们，在你们身上吹起我的怒火，使你们镕化在耶路撒冷；	
22:22	就像银子在炼炉中镕化，你们也照样在城中镕化：如此，你们就承认我是上主，是我在你们身上发泄了怒火。」	
		
22:23t	以民的罪与当受之罚	
22:23	上主的话传给我说：	
22:24	「人子，你应对此城说：你是一块在震怒之日无雨无水之地。	
22:25	城中的王侯像司裂猎物的吼狮，他们吞噬人民，抢夺财物和珍宝，增加了城中的寡妇。	
22:26	城中司祭违犯我的法律，亵渎我的圣物，不分别圣与俗，不辨明洁与不洁，且掩目不顾我的安息日，致使我在他们中蒙受亵渎。	
22:27	城中的首长像撕裂猎物的豺狼，倾流人血，杀害人命，以图谋不义之财。	
22:28	城中的先知还为他们掩饰罪过，所见的都是假异象，所说的都是欺诈的预言。他们说：吾主上主这样说，其实上主并没有说。	
22:29	本地的人民蛮横强暴，劫夺抢掠，欺压穷苦贫困的人，迫害外方人，无法无天。	
22:30	我在他们中找寻一个能修理城墙的人，能在我面前为保护本地，站在缺口处，免得我去破坏那地方的人；但我没找到一个。	
22:31	为此，我向他们发泄我的怒气，用我的怒火消灭他们，把他们的行为报复在他们头上──吾主上主的断语。	
		
		
23:0t	第二十三章(49)	
		
23:1t	淫乱两姊妹喻	
23:1 	上主的话传给我说：	
23:2 	「人子，有两个女人，同是一母的女儿，	
23:3 	她们在埃及行过淫，年轻时当过娼，在那里有人抚弄过她们的乳房，在那里有人糟蹋了她们的童身。	
23:4 	她们的名字，大的叫敖曷拉，她妹妹叫敖曷里巴。她们本来属于我，也给我生了子女。至于她们的名字：敖曷拉是指撒玛黎雅，敖曷里巴是指耶路撒冷。	
		
23:5t	姐姐的罪行	
23:5 	敖曷拉属我时，已行邪淫，恋爱了她的情人，邻邦亚述人，	
23:6 	即那穿紫红衣服的将领和公卿，全是英俊的青年，善于骑马的骑士。	
23:7 	于是她与所有的亚述青年行淫，并为她所恋爱的情人及其偶像所玷污。	
23:8 	但她仍没有放弃埃及的淫荡，因为他们在她青年时曾同她共寝过，糟蹋过她的童身，在她身上发泄过淫欲。	
23:9 	为此我把她交在她情人手中，即她所热恋的亚述人手中。	
23:10	他们必要揭露她的私处，掳去她的子女，用刀把她杀死：如此，因所加于她身上的惩罚，她成了妇女的警戒。	
		
23:11t	妹妹的罪行	
23:11	她妹妹敖曷里巴虽看见了这一切，但她的情欲更甚于她姐姐，她的淫乱也远超过她姐姐的淫乱。	
23:12	她也恋爱那些身为将领公卿的邻邦亚述子民，他们都是衣着华美，善于骑马的骑士，而且都是英俊的青年。	
23:13	我也见了她受玷污，她们两的行径完全一样。	
23:14	她的淫行有增无减。当她看见绘画在墙上的人──用丹青绘画的加色丁人像，	
23:15	腰间束着佩带，头上缠着突出的头巾，都有军官的模样，相似巴比伦人，加色丁即是他们的出生地──	
23:16	她的眼一看见，就爱上了他们，遣派使者往加色丁，到他们那里去。	
23:17	巴比伦人一来到她那里，登上爱情的床，行了淫，玷污了她；她所玷污之后，遂即厌弃了他们。	
23:18	她既暴露了自己的淫行，揭开了自己的私处，因此我也厌弃她，如同厌弃她姐姐一样。	
23:19	她又想念年轻时在埃及行淫的日子，遂增强了她的淫欲。	
23:20	她仍恋爱体壮似驴，精足似马的情人。	
23:21	于是你渴望你年轻时的淫行，那时埃及人曾抚摸过你的胸怀，抚弄过你青春的乳房。	
		
23:22t	妹妹应受的惩罚	
23:22	因此，敖曷里巴!吾主上主这样说：看，我要鼓动你所厌弃的情人来攻击你，引他们从四周来攻击你，	
23:23	即巴比伦人和一切加色丁人，培科得、芍亚和科亚，以及一切同他们联合的亚述人，英俊的青年，一切长官和公卿、军官和将领，一切善于骑马的人。	
23:24	他们率领大军、车辆和辎重车，大队士卒，都佩着甲、盾和盔，由四周攻击你。我让他们处罚你，照他们的法律判决你。	
23:25	如此，我要在你身上发泄我的妒火，让他们以愤怒待你，割去你的鼻子和耳朵；其余的都死于刀下；他们还要掳去你的子女，余下的都为火烧死。	
23:26	他们还要剥光你的衣服，夺去你的装饰品。	
23:27	这样，我才消除你心中的淫荡，和由埃及地开始的淫行，使你再不敢举目看他们，再不想念埃及。	
23:28	因为吾主上主这样说：看，我要将你交在你所恼恨的人手中，和你所厌恶的人手中。	
23:29	他们要以恼恨对待你，夺去你的一切财物，赤身露体的拋弃你：因此你放荡的私处，好色和淫乱都要暴露出来。	
23:30	他们这样对待你，是因为你同异民行了淫，受了他们偶像的玷污。	
23:31	你既然走了你姐姐的路，我也要把她的苦爵放在你手中。	
23:32	吾主上主这样说：你要喝你姐姐又深又大，容量又多的苦爵，你要成为耻笑和辱骂的对象，	
23:33	你要酩酊大醉，满怀忧愁。你姐姐撒玛黎雅的爵是惊惶和毁灭的爵，	
23:34	你必要喝，且要喝尽，连渣滓也要吞下；你还要抓破你自己的乳房：这是我所说的──吾主上主的断语──	
23:35	为此吾主上主这样说：因为你忘了我，把我拋在背后，你也要亲自承担你好色和淫乱的惩罚。」	
		
23:36t	两姊妹必受情人之害	
23:36	上主对我说：「人子，你要审判敖曷拉和敖曷里巴，向她们说明她们的丑恶：	
23:37	她们犯了奸淫，手上带着杀人的血，同偶像犯了奸淫，还焚化了她们给我所生的子女，祭祀偶像。	
23:38	此外，她们还对我行了这事：在那一天她们还玷污了我的圣所，亵渎了我的安息日，	
23:39	因为当她们给她们的偶像祭杀自己的子女时，同一天也进了我的圣所，加以亵渎。的确，她们在我圣殿中这样行了。	
23:40	并且他们还想从远方召人来，便遣使者到他们那里。看，他们果然来了，你就为了他们而沐浴，画眼，佩戴珠宝。	
23:41	以后你坐在华丽的床上，床前安放桌子，上面摆上本来献给我的香和油。	
23:42	在她那里可以听到旷野来的群众的欢乐嘈杂声，他们在她们姐妹的腕上带上镯子，在她们头上戴上花冠。	
23:43	那时我就关于这老淫妇说：现今她当然又要去行淫。	
23:44	的确，人都到她们那里，就如到娼妓那里，也照样到淫妇敖曷拉和敖曷里巴那里。	
23:45	但正义的人必要裁判她们，如裁判奸妇和流血的人，因为她们是奸妇，血还在她们手上。	
23:46	因为吾主上主这样说：我要使许多人来攻击她们，叫她们饱受虐待并遭受抢掠。	
23:47	这群人要用石头砸死她们，用刀砍碎她们，屠杀她们的子女，火烧她们的房屋。	
23:48	如此，我要把淫乱由此地铲除，使所有的妇女受到警戒，不敢效法你们的淫行。	
23:49	我要使你们的淫行归在你们身上。承担敬拜偶像的罪罚：如此，你们纔承认我是上主。	
		
		
24:0t	第二十四章(27)	
		
24:1t	锈锅的寓言	
24:1 	九年十月十日，上主的话传给我说：	
24:2 	「人子，你要记下今天的日期，就是在今天这一日，巴比伦王开始围困耶路撒冷。	
24:3 	你要向叛逆的家族讲一个寓言，给他们说：吾主上主这样说：你要安放一口锅，安好后，里面倒上水，	
24:4 	把肉块、后腿和肩上的好肉放到锅里，用最好的骨头填满，	
24:5 	再放上最好的羊肉，然后在锅下堆起木柴，烹煮肉块，连其中的骨头也煮烂。	
24:6 	因此吾主上主这样说：负血债的城，有锈而锈不退的锅，是有祸的!从锅中一块一块地取出来，不必拈阄。	
24:7 	因为在其中所流的血，是流在光滑的石崖上，而没有流在土中，用尘土掩盖；	
24:8 	为的是激起我的愤怒，施行报复，所以我也使她的血流在光滑的石头上，不得掩盖。	
24:9 	因此吾主上主这样说：负血债的城是有祸的!我要亲自使火堆扩大。	
24:10	你再加添木柴，点上火，把肉块煮化，把汤熬干，把骨头烤焦；	
24:11	然后把空锅放在火炭上烧热，把铜烧红，把其中的污秽烧净，把锅锈烧尽。	
24:12	但因锅锈过多，虽用尽气力，火也烧不掉。	
24:13	这就是你淫行的污秽，我原设法使你洁净，你却不愿意洁净；那么，直到我在你身上来泄尽我的愤怒，你的污秽得不到洁净。	
24:14	我上主言出必行，决不退缩，决不怜恤，决不翻悔。我必照你的行径，照你的行为审判你──吾主上主的断语。」	
		
24:15t	妻死的征兆	
24:15	上主的话传给我说：	
24:16	「人子，看，我要把你眼中所喜悦的猝然夺去，但你不可哀悼，不可哭泣，不可流泪，	
24:17	只可默默叹息，却不可哀悼死者。头上仍缠着头巾，脚上仍穿著鞋，不可遮盖胡须，也不可吃丧食。」	
24:18	早晨我向百姓讲了这事，晚上我的妻子便死了；次日早晨我便照吩咐给我的作了。	
24:19	百姓问我说：「你能不能告诉我们：你这样作对我们有什么意思﹖」	
24:20	我回答他们说：「上主的话传给我说：	
24:21	你要告诉以色列家族：吾主上主这样说：看，我要把我的圣所，即你们所夸耀的势力，眼目所喜爱，心灵所系恋的地方，加以亵渎，你们所遗留下的子女要死于刀下。	
24:22	那时你们要作我所作的：不遮盖你们的胡须，不吃丧食，	
24:23	你们的头仍缠着头巾，脚仍穿著鞋，不举哀，不哭泣，但因你们的罪恶而消沉，而彼此伤叹。	
24:24	厄则克耳为你们是一个预兆：当那事来到时，你们要照他所作的去作。那时你们必承认我是上主。」	
		
24:25t	先知任务的转变	
24:25	人子，在我从他们中取去他们的堡垒，即他们所夸耀的喜乐，眼目所喜爱，心灵所系恋的子女的那一天，	
24:26	那天必有一个逃难的来到你这里，报告你这消息。	
24:27	在那一天你要向那逃难的开口说话，不再作哑吧。这样，你为他们是一个预兆，那时他们将承认我是上主。」	
		
		
25:-1t	论列国灭亡的预言(25-32)	
		
25:0t	第二十五章(17)	
		
25:1t	阿孟的灭亡	
25:1 	上主的话传给我说：	
25:2 	「人子，你面向阿孟子民，讲预言攻击他们，	
25:3 	向阿孟子民说：你们听吾主上主的话!吾主上主这样说：因为你讥笑我的圣殿说：『哈哈!圣殿可受了亵渎!』对以色列地域说：『它可荒芜了!』对犹大家族说：『他们可被掳去了!』	
25:4 	为此，看，我要将你交给东方的子民作为产业，他们要在你那里设立自己的帐幕，在那里定居，吃你的果实，喝你的奶。	
25:5 	我要使辣巴成为牧放骆驼之地，使阿孟人的地方成为羊栈；如此你们必承认我是上主。	
25:6 	因为吾主上主这样说：因为你们对以色列地方所遭受的一切，曾手舞足蹈，满心喜欢；	
25:7 	因此，看，我要伸手打击你，将你交给异族作为掠物；我要从人民中铲除你，由各国中消灭你；我要使你灭绝；如此，你必承认我是上主。」	
		
25:8t	摩阿布的灭亡	
25:8 	吾主上主这样说：「因为摩阿布【和色依尔】说：看犹大家族与所有异民并无不同!	
25:9 	为此，看，我要暴露摩阿布的山区，以及她边垂的城池，暴露她全国的精华，如贝特耶史摩特，巴耳默红和克黎雅塔殷。	
25:10	我要将他们同阿孟子民一起交给东方的子民作为产业，使他们在异民中再不被人提及。	
25:11	我要向摩阿布施行惩罚：如此，他们必承认我是上主。」	
		
25:12t	厄东的灭亡	
25:12	吾主上主这样说：「因为厄东曾对犹大家族复仇雪耻，因对他们复仇而犯了重罪；	
25:13	为此，吾主上主这样说：我要伸手打击厄东，将人与走兽由境内铲除，使她成为旷野，从特曼到德丹的人都要死于刀下。	
25:14	我要藉我的百姓以色列的手替我报复厄东，他们要按我的怒气和愤恨对待厄东，如此他们便知道这是我的报复──吾主上主的断语。」	
		
25:15t	培肋舍特的灭亡	
25:15	吾主上主这样说：「因为培肋舍特人以极残忍的报复心来施行报复，为了他们的世仇，企图消灭以色列；	
25:16	为此吾主上主这样说：我要伸手打击培肋舍特人，铲除革勒提人，毁灭残留在海滨的人。	
25:17	我要在他们身上以盛怒的惩罚施行严厉的报复；当我在他们身上施行报复时，他们便承认我是上主。」	
		
		
26:0t	第二十六章(21)	
		
26:1t	消灭提洛的决定	
26:1 	十一年十一月一日，上主的话传给我说：	
26:2 	「人子，因为提洛讥笑耶路撒冷说：『哈哈!众民的门户已破坏，已转让与我；我要富强，她反要荒芜。』	
26:3 	为此吾主上主这样说：提洛，看，我要攻击你，引领众民像滚来的海潮来攻击你。	
26:4 	他们要破坏提洛的城墙，荡平角楼，而我要扫除其中的尘土，使她成为光滑的盘石，	
26:5 	作为海中晒网的地方：这是我，上主亲自说的──吾主上主的断语──她必成为异民的掠物。	
26:6 	那在陆地上的属城，必毁于刀剑：如此，他们要承认我是上主。	
		
26:7t	拿步高毁灭提洛	
26:7 	因为吾主上主这样说：看，我要使王中之王，巴比伦王拿步高，从北方率领战马、战车、骑兵和庞大的联军来攻打提洛。	
26:8 	他要用刀剑屠杀你陆上的属城，竖起攻你的云梯，筑起攻你的高台，设立攻你的高楯，	
26:9 	支起破城机撞击你的城墙，用铁器击毁你的角楼。	
26:10	你要为他大批战马所掀起的尘土所掩盖，你的城墙要为他的骑兵、车轮和战车的轰轰声所震动；当他进入你的城门时，好象进入一座已征服的城。	
26:11	他战马的铁蹄要踏遍你的街道，他将用刀剑屠杀你的人民，且把你的神柱推倒在地。	
26:12	他们要抢掠你的财富，劫夺你的货品，破坏你的城垣，拆毁你豪华的宫室，并把你的石头、木材和瓦砾拋到海中。	
26:13	我要使你的歌声停止，再也听不到你的琴声。	
26:14	我要使你成为光滑的盘石，成为晒网的干地；你将永不得重建，因为是我，上主说的──吾主上主的断语。	
		
26:15t	列国震惊	
26:15	吾主上主论提洛这样说：当屠刀在你中间屠杀之时，受伤者呻吟之际，你倾倒之声，群岛听了，岂不震动﹖	
26:16	所有海上的王子都要由宝座上下来，除去朝服，脱下锦衣，皆为恐怖所笼罩，坐在地上，不停地战栗，为你而惊骇。	
26:17	他们且作哀歌凭吊你说：你这居于水上，海上称霸的名城，你和你的居民曾威胁过陆上的居民，怎么灭亡了呢﹖	
26:18	现今，群岛在你倾覆之日大为震动，海中岛屿为了你的结局，甚为恐惧。	
26:19	因为吾主上主这样说：当我使你成为一座荒芜，像无人居住的城池时，当我使深渊上升，使大水淹没你时，	
26:20	我要把你推下，与先前下到阴府的古人在一起；我要使你住在极深之处，即住在久已荒芜之地；与下到阴府的人在一起，以致你再不得返回，在生活的大地上复兴。	
26:21	我要使你成为恐怖的对象，永不复存在；即便人找你，也永远再找不到──吾主上主的断语。」	
		
		
27:0t	第二十七章(36)	
		
27:1t	提洛像只豪华的船	
27:1 	上主的话传给我说：	
27:2 	「人子，你唱哀歌凭吊提洛，	
27:3 	向位于海口，同许多岛屿及人民通商的提洛说：吾主上主这样说：提洛，你曾说过：我是一只完美华丽的船；	
27:4 	你的领域伸入海心，你的建筑者造成了你的豪华：	
27:5 	他们用色尼尔的松柏制造了你的舷板，以黎巴嫩的香柏做了你的桅樯，	
27:6 	以巴商的橡木做了你的橹桨，用由基廷岛运来的松柏做了嵌有象牙的甲板，	
27:7 	用埃及的绣花麻布做了你的帆幔，作了你的旗帜，用厄里沙岛的紫色与朱色的布做了你的船蓬；	
27:8 	漆冬和阿尔瓦得的居民给你摇橹，责默尔的技工在你那里作你的舵手，	
27:9 	革巴耳的长老和技工在你那里修理你的漏洞。	
		
27:10tt	各国的市场	
		
27:10t	一切航海的船只和海员都到你那里，交易货物。	
27:10	波斯、路丁和普特人在你队伍中作你的军人，他们将盾牌和铜盔悬在你中间，增加你的光彩。	
27:11	阿尔瓦得和赫肋客子民围绕在你的城墙上，加玛得人在你的角楼中；他们把自己的盾，挂在四周的城墙上，使你的华丽更为圆满。	
27:12	塔尔史士因你的财帛丰富，作你的客商以银、铁、锡、铅来与你交易。	
27:13	雅汪、突巴耳、默舍客和你通商，以人口和铜器与你交易货物。	
27:14	由托加尔玛地方，有人以马、战马、骡子来交换货物。	
27:15	德丹人也和你通商，许多岛民作你手下的商人，以象牙角和乌木作送给你的贡物。	
27:16	阿兰人因你的出品多，也作你的客商，以紫宝石、红布、刺绣、细麻、珊瑚和红玛瑙与你交换货物。	
27:17	犹大和以色列地也和你通商，以米尼特谷、蜡、蜜、油和香料与你交易货物。	
27:18	大马士革因你出产多，财帛丰富，也作你的客商，以赫耳朋酒和匝哈尔羊毛与你交易。	
27:19	此外丹、雅汪和乌匝耳也与你交易，以钢铁、肉桂和香菖蒲交换你的货物。	
27:20	德丹以骑马的坐垫和你交易。	
27:21	阿剌伯和刻达尔的一切酋长也作你手下的商人，以羔羊、山羊和公羊与你交换货品。	
27:22	舍巴和辣阿玛的买卖人也作你的顾客，以各种上等的香料，各种宝石和黄金和你交换货品。	
27:23	哈郎、加乃、厄登和舍巴的商人，亚述和一切玛待人也与你通商。	
27:24	他们在你的商场上，以华丽的衣服、朱色的外氅、刺绣、花毯、编织的结实绳索与你交易。	
27:25	塔尔史士船只载运你的货物。	
		
27:26tt	提洛灭亡似船沉海底	
		
27:26t	你在海上满了载，极其沉重。	
27:26	你的桨夫将你划到汪洋大海，东风将你在海中吹毁。	
27:27	你的财帛、商品、货物，你的水手、舵手、船工，同你交易的商人，在你中间的一切战士，以及在你中间所有的民众，都在你沉没之日，溺死海中。	
27:28	海岸都因你舵手的狂叫声而震动。	
27:29	所有摇橹的人、水手和航海的舵手都要离船登岸，	
27:30	狂呼吶喊哀吊你，在头上撒灰，辗转于尘埃之中，	
27:31	并且为你而剃光了头，穿上苦衣，痛心哭泣，悲痛哀悼你。	
27:32	他们在痛苦中，向你唱哀歌，追悼你说：『有谁相似沉没于海中的提洛﹖	
27:33	你的货品由海中运出时，曾使许多民族满足；以你大量的财帛和货物，使陆地上的列王丰富。	
27:34	现今你沉入海中，落在海底，你的财物和所有的人，都随着你而沉没了。』	
27:35	群岛所有的居民都为你而惊骇，那里的列王都极为战栗，面带忧色。	
27:36	各国的商人都要嗤笑你；你竟成了恐怖的对象，且永远不复存在。」	
		
		
28:0t	第二十八章(26)	
		
28:0t	吊提洛王哀歌	
		
28:1t	第一篇	
28:1 	上主的话传给我说：	
28:2 	「人子，你要向提洛的王子说：吾主上主这样说：因为你心高气傲地说：『我是神，我在海心坐在神位上。』其实，你只是人，而不是神，你心中却自以为是神。	
28:3 	看，至于明智，你胜过达尼尔，任何秘密都不能隐瞒你。	
28:4 	你凭你的智能和聪明发了财，把金银储满你宝库。	
28:5 	你在贸易上凭你的丰富智能，不断增加你的财富；因你的财富，你便心高气傲，	
28:6 	为此吾主上主这样说：因为你心中自以为是神，	
28:7 	为此，看我要率领外方人，即列国最蛮横的人来攻打你，他们要拔出剑来攻击你以智能所得的美丽，玷污你的光华，	
28:8 	将你拋入深渊，使你在海中遭受惨死。	
28:9 	在杀戮你的面前，你还敢说『我是神』吗﹖在击杀你的人手中，你只是人，而不是神。	
28:10	你必在外方人手中死去，像未受割损的人死去一样：这是我，上主说的──吾主上主的断语。」	
		
28:11t	第二篇	
28:11	上主的话传给我说：	
28:12	「人子，你要为提洛的王子唱哀歌，哀悼他说：吾主上主这样说：你原是一个完美的的模型，满备智能，十分美观。	
28:13	你曾住在「伊甸」──天主的乐园内，有各种宝石作你的服饰，如赤玉、青玉、金钢石、橄榄玉、红玛瑙、水苍玉、蓝玉、紫宝石、翡翠；衣边和绣花是用金做的，在你受造的那天，都已准备好了。	
28:14	我曾立你为革鲁宾，作光耀的守卫，在天主的圣山上，在烈火的石中往来。	
28:15	从你受造之日起，你的行为原是齐全的，直到你犯了罪之时。	
28:16	因你生意兴隆，你就充满了欺压，犯了重罪，因此我从天主的山上将你赶走，从烈火石中将你这作守卫的革鲁宾铲除。	
28:17	你因美丽而心高气傲，为了你的光耀，你失去了智能，所以我要把你拋在地上，叫你在列王面前出丑。	
28:18	因你罪过众多，因你经商不公，亵渎了你的圣所，所以我要使火由你中间冒出，将你烧毁，在众目昭彰之下，使你成为地上的尘埃。	
28:19	万民中凡认识你的，都因你而惊骇。你将成为恐怖的对象，且永远不复存在。」	
		
28:20t	漆冬的灭亡	
28:20	上主的话传给我说：	
28:21	「人子，你应面向漆冬，讲预言攻击她，	
28:22	对她说：吾主上主这样说：漆冬，看，我要攻击你，在你中间受光荣；当我对她施行惩罚，对她显示我的圣善时，他们必承认我是上主。	
28:23	我要在她境内散发瘟疫，使血倾流在街市上，刀剑由四周向她袭击，伤亡的人横卧在她中间：这样，他们必承认我是上主。	
28:24	以色列的四邻中，为以色列家族再没有刺人的荆棘和恼人的蒺藜，敢于轻视他们：这样，他们必承认我是上主。」	
		
28:25t	以民的复兴	
28:25	吾主上主这样说：「当我把分散在各民族中的以色列家族聚集起来时，我要在异民前，在他们身上显示为圣：他们要住在我所赐予我仆人雅各伯的地域内。	
28:26	他们要安全地住在那里，建造房屋，栽植葡萄园；当我向一般轻视过他们的四邻施行惩罚时，他们必平安地住在那里。那么他们必承认我，上主，是他们的天主。」	
		
		
29:0t	第二十九章(21)	
		
29:1t	论埃及的神谕	
29:1 	十年十月十二日，上主的话传给我说：	
29:2 	「子，你面向埃及王法郎，讲预言攻击他和埃及全国。	
29:3 	你应发言说：吾主上主这样说：埃及王法郎，你这卧在河中的大鳄鱼!看，我要攻击你；你曾说过：『河是我的，是我造成的。』	
29:4 	但是我要用钩子钩住你的鳃，使你河中的鱼都附在你的鳞上，将你和你河中所有附在你鳞上的鱼，从河中拉上来；	
29:5 	将你和你河中的鱼拋在旷野；你要倒毙在地面上，而无人收殓，也无人掩埋；我要把你交给地上的走兽和空中的飞鸟作食物；	
29:6 	如此，所有埃及的居民便承认我是上主，因为你曾作过支持以色列家族的芦苇，	
29:7 	当他们手中握着你时，你就破裂了，刺伤了他们的手掌；他们依靠你时，你就折断了，使他们的腰颤栗；	
29:8 	为此，吾主上主这样说：看，我要使刀临于你，消灭你境内的人和兽，	
29:9 	埃及地将成为荒野沙漠：这样，他们便承认我是上主；因为你说过：『河是我的，是我造成的。』	
29:10	为此，看，我要攻击你和你的河，我要使埃及地，由米革多耳到色威乃，直到雇士边界，都成为荒野和沙漠。	
29:11	人足不再经过那里，兽蹄也不从那里踏过；无人居住凡四十年之久。	
29:12	我要使埃及地成为荒芜地中最荒芜的，使她的城变为荒废城中最荒废的，凡四十年之久；我便要把埃及人分散到外邦，散布在各地。	
29:13	因为吾主上主这样说：过了四十年，我必从各民族中把四散的埃及人聚集起来，	
29:14	我要转变埃及人的命运，领他们回到他们出生的帕特洛斯地方，他们要在那里成立一个小国。	
29:15	在万国中她是最小的，再也不得高踞万民之上；我还要减少他们的人数，使她不再统治列国，	
29:16	也不再做以色列家族的靠山，却使以色列记起求救于他们的罪行：如此，他们必承认我是上主。」	
		
29:17t	论埃及的神谕	
29:17	二十七年一月一日，上主的话传给我说：	
29:18	「人子，巴比伦王拿步高为攻打提洛，使自己的军队服了重役，他们的头都秃了肩也磨破了；但是他和他的军队为攻打提洛所服的重役，从提洛却没有报酬；	
29:19	为此吾主上主这样说：看，我必将埃及地交给巴比伦王拿步高，他要运走她的财富，夺去她的掠物，抢去她的战利品，作为自己军队的报酬。	
29:20	我将埃及地赐给他，作为他服役的报酬，因为他们为我而工作──吾主上主的断语──	
29:21	在那一天我要给以色列兴起一位大能者，我要使你在他们中间开口：如此他们必承认我是上主。」	
		
		
30:0t	第三十章(26)	
		
30:1t	论埃及的神谕	
30:1 	上主的话传给我说：	
30:2 	「人子，你要讲预言说：吾主上主这样说：你们应悲哀；祸哉，那一日!	
30:3 	因为那一日近了，上主的日子近了，那是密云的日子，是异民的终期。	
30:4 	刀剑必临于埃及；伤亡者横卧在埃及时，恐怖必笼罩着雇士。她的财富必被抢去，她的基础必被拆毁。	
30:5 	雇士、普特、路得和一切杂族，利比亚和同他们结盟的本地人，都要丧身刀下。	
