1.-1t	前编 太古史(1-11)
24.11	傍晚，女人们出来打水的时候，他叫骆驼卧在城外的水井旁，
24.12	然后说：「上主、我主人亚巴郎的天主! 求你对我主人亚巴郎施行仁慈，今日使我幸运。
24.13	看我站在水泉旁，此时城中的女子正出来打水。
24.14	我对那个少女说：请你放下水罐，让我喝点水。如果她答说：请喝! 并且我还要打水给你的骆驼喝，她即是你为你的仆人依撒格预定的少女；由此我知道，你对我主人施行了仁慈。」
24.15	话还没有说完，黎贝加就肩著水罐出来了。她是亚巴郎的兄弟纳曷尔的妻子米耳加的儿子贝突耳的女儿。
24.16	这少女容貌很美，是个还没有人认识的处女。她下到水泉，灌满了水罐，就上来了。
24.17	仆人就跑上前去迎著她说：「请让我喝点你水罐里的水，好吗! 」
24.18	她回答说：「先生! 请喝! 」她急忙将水罐放低，托在手上让他喝。
24.19	他喝足了以后，少女说：「我再为你的骆驼打水，叫它们也喝足。」
24.20	遂急忙将罐里的水倒在槽里，再跑到那井里去打水，打给他的骆驼喝。
24.21	仆人在旁静静地注视她，急愿知道，是否上主已使他此行成功。
24.22	骆驼喝完了水以后，老人就拿出一个半「协刻耳」重的金鼻环，和一对重十「协刻耳」的金手镯，给她戴上，
24.23	然后说：「请你告诉我你是谁的女儿？你父亲家里，有没有地方可让我们过宿？」
24.24	她回答说：「我是米耳加给纳曷尔所生之子贝突耳的女儿。」
24.25	她又继续说：「我们家里有很多草料和饲粮，而且还有地方可供过宿。」
24.26	老人就俯身朝拜了上主，说：「
24.27	上主，我主人亚巴郎的天主应受赞美! 因为他不断以仁慈和忠信善待了我的主人。上主也一路引我来到了我主人的老家。」
24.28	那少女跑回去，将这一切事告诉了她母亲家中的人。
24.29	黎贝加有个哥哥名叫拉班，他一看见他妹妹鼻上的金环，和手腕上的金镯，听见他妹妹黎贝加说：「那人如此如此对我说。」
24.30	拉班就跑去见那在郊外水泉旁的人，迨他来到那人那里，见他仍站在靠近水泉的骆驼旁，
24.31	就对他说：「你这受上主祝福的人，请来我已预备好了房屋和喂骆驼的地方；你为什么还站在郊外？」
24.32	拉班便将那人领进家去，卸了骆驼，喂上草料和饲粮；又拿水给他和与他同来的人洗脚，
24.33	然后在他面前摆上饭，但仆人却说：「在我未说明我的来意之前，我不吃饭。」拉班说：「你说罢! 」
24.34	他说：「我是亚巴郎的仆人，
24.35	上主厚厚地祝福了我的主人，使他十分富有，赐了他羊群、牛群、金银、仆婢、骆驼和驴子。
24.36	我主人的妻子撒辣，在老年给我主人生了一个儿子，主人遂将所有的财产都给了他。
24.37	我主人叫我起誓说：你决不要给我的儿子，由我现居地的客纳罕人中，娶一个女子为妻。
24.38	你该到我的父家和我的同族中，为我儿子娶妻。
24.39	我对我主人说：假使女儿不愿跟我来怎么办？
24.40	他回答我说：我一向在上主面前行走，他必派遣自己的使者与你同行，使你此行必成功，能由我的同族，我的父家，为我儿子娶妻。
24.41	只要你去了我同族那里，你就履行了对我起的誓；若是他们不给你，你对我起的誓，就与你无涉。
24.42	今天我到了水泉那里就说：上主，我主人亚巴郎的天主! 惟愿你使我此行成功。
24.43	看我现在站在泉旁，我对那个出来打水的少女说：请你让我喝点你水罐里的水罢!
24.44	如果她对我说：请喝，并且我还要打水给你的骆驼喝，她即是上主为我主人的儿子预定的妻子。
24.45	我心里尚未说完这话，看，黎贝加肩著水罐来了，下到水泉那里打水，我就对她说：请给我一点水喝!
24.46	她急忙从肩上放下水罐说：你喝，并且我还要打水给你的骆驼喝。我喝了，同时她也给了骆驼水喝。
24.47	我于是问她说：你是谁的女儿？她答说：我是米耳加给纳曷尔生的儿子贝突耳的女儿。我就将鼻环戴在她鼻上，将手镯带在她手腕上。
24.48	然后我俯身朝拜了上主，赞颂了上主、我主人亚巴郎的天主，因为他引我走了正路，为我主人的儿子娶了我主人兄弟的孙女。
24.49	现在，如果你们愿意以仁慈和忠信善待我主人，请告诉我；如果不肯，也请告诉我；我好决定行事。」
24.50	拉班和贝突耳答说：「这件事既是出于上主，我们不能对你说好说坏。
24.51	看黎贝加在你面前，你可带她去做你主人儿子的妻子，如上主所说的。」
24.52	亚巴郎的仆人一听见他们说出这话，就俯伏在地朝拜了上主；
24.53	然后拿出金银的珍饰和衣服来，送给了黎贝加，又送给了她的哥哥和她的母亲一些宝贵礼品。
24.54	这以后，他和同他前来的人才吃喝，并住了一宿。清早起来，他就说：「请让我回到我主人那里去! 」
24.55	黎贝加的哥哥和母亲说：「让少女同我们再住上几天或十天，然后走罢! 」
24.56	他回答他们说：「你们不要挽留我，上主既使我此行成功，请你们让我走，回到我主人那里去。」
24.57	他们说：「我们可叫少女来，问问她的意思。」
24.58	他们就将黎贝加叫来问她说：「你愿意跟这人去吗？」她答说：「愿意。」
24.59	于是他们打发自己的姊妹黎贝加和她的乳母，同亚巴郎的仆人和与他同来的人一起走了。
24.60	他们祝福黎贝加说：「我们的姊妹，愿你子孙无数! 愿你的后裔，占领仇敌的城门! 」
24.61	黎贝加便和自己的婢女们起来，上了骆驼，跟那人去了。仆人便带著黎贝加起了程。 
	
24.62t	依撒格完婚
	
24.62	那时依撒格刚来到拉海洛依井旁附近，他原住在乃革布地方。
24.63	傍晚时，依撒格出来在田间来回沉思，举目一望，看见了一队骆驼。
24.64	黎贝加举目看见了依撒格，便由骆驼上下来，
24.65	问仆人说：「田间前来迎接我们的那人是谁？」仆人答说：「是我的主人。」黎贝加遂拿面纱蒙在脸上。
24.66	仆人就将自己所作的一切事，告诉了依撒格。
24.67	依撒格便领黎贝加进入自己母亲撒辣的帐幕，娶了她为妻，很是爱她。依撒格自从母亲死后，这才有了安慰。
	
25.0t	
	
25.1t	亚巴郎的晚年
	
25.1	亚巴郎又续娶了一个妻子，名叫刻突辣。
25.2	刻突辣给他生了齐默郎、约刻商、默丹、米德杨、依市巴克和叔哈。
25.3	约刻商生了舍巴和德丹；德丹的子孙是阿叔陵人、肋突兴人和肋乌明人。
25.4	米德杨的子孙是厄法、厄斐尔、哈诺客、阿彼达和厄耳达阿：以上都是刻突辣的子孙。
25.5	亚巴郎将自己所有的财产都给了依撒格；
25.6	至于妾所生的儿子，亚巴郎给了他们一些礼物，在自己活著时，就叫他们离开自己的儿子依撒格，打发他们向东去，住在东方。 
	
25.7t	亚巴郎逝世
	
25.7	亚巴郎一生的岁月共是一百七十五岁。
25.8	亚巴郎寿高年老，已享天年，遂断气而死，归到他亲族那里去了。
25.9	他的儿子依撒格和依市玛耳，将他葬在面对玛默勒，赫特人祚哈尔之子厄斐龙的田间玛革培拉山洞内。
25.10	这块田地是亚巴郎由赫特人那里买来的；亚巴郎和妻子撒辣都葬在那里。
25.11	亚巴郎死后，天主祝福了他的儿子依撒格。依撒格定居在拉海洛依井附近。 
	
25.12t	依市玛耳的后代
	
25.12	以下是撒辣的婢女，埃及人哈加尔给亚巴郎生的依市玛耳的后裔。
25.13	依市玛耳的子孙名单，依照出生的次第记载如下：依市玛耳的长子是乃巴约特，其次是刻达尔、阿德贝耳、米贝散、
25.14	米市玛、杜玛、玛萨、
25.15	哈达得、特玛、耶突尔、纳菲士和刻德玛：
25.16	以上都是依市玛耳的儿子，这些人的名字也是他们的村庄和营地的名字，又是十二家族的族长。
25.17	依市玛耳一生的岁月是一百三十七岁；然后断气而死，归到他亲族那里去了。
25.18	他的子孙住在从哈威拉直到埃及东面的叔尔，往亚述道上，对著自己的众兄弟支搭帐幕。 
	
25.19t	依撒格的后代
	
25.19	以下是亚巴郎的儿子依撒格的历史：亚巴郎生依撒格。
25.20	依撒格四十岁时娶了□丹阿兰地阿兰人贝突耳的女儿，阿兰人拉班的妹妹黎贝加为妻。
25.21	依撒格因为自己的妻子不生育，便为她恳求上主；上主俯允了他的祈求，他的妻子黎贝加遂怀了孕，
25.22	双胎在她腹内互相冲突，于是她说：「若是这样，我可怎么办？」遂去求问上主。
25.23	上主答覆她说：「你一胎怀了两个国家，你腹中所生的要分为两个民族：一个民族强于另一民族，年长的要服事年幼的。」
25.24	到了生产的时候，她腹内果然是一对双生；
25.25	首先产出的发红，浑身是毛，如披毛裘，给他起名厄撒乌。
25.26	他的弟弟随后出生，一手握著厄撒乌的脚跟，为此给他起名叫雅各伯。他们诞生时，依撒格已是六十岁的人。 
	
25.27t	厄撒乌出卖长子名分
	
25.27	两个孩童渐渐长大，厄撒乌成了个好打猎的人，喜居户外；雅各伯却为人恬静，深居幕内。
25.28	依撒格爱厄撒乌，因为他爱吃野味；黎贝加却爱雅各伯。
25.29	有一天，雅各伯正煮好豆羹，厄撒乌由田间回来，饥饿疲乏，
25.30	便对雅各伯说：「请将这红红的东西给我点吃，因为我实在又饿又乏。」－－因此他的名字又叫「厄东。」
25.31	雅各伯回答说：「你要将你长子的名分先卖给我。」
25.32	厄撒乌说：「我快要死了，这长子的名分为我还有什么益处？」
25.33	雅各伯接著说：「你得立刻对我起誓。」厄撒乌遂对他起了誓，将自己长子的名分卖给了雅各伯。
25.34	雅各伯遂将饼和扁豆羹给了厄撒乌；他吃了喝了，起身走了。－－厄撒乌竟如此轻视了长子的名分。
