1:-1t	列王纪下
16:4 	又在高处丘岭和绿树下，焚香献祭。
	
16:5t	阿兰和以色列进攻犹大
16:5 	那时，阿兰王勒斤和以色列王勒玛里雅的儿子培卡黑前来进攻耶路撒冷，围困阿哈次，却不能取胜。
16:6 	就在这时，厄东王收回厄拉特重归厄东，将犹大人从厄拉特赶走；厄东人进入厄拉特，住在那里直到今日。
16:7 	阿哈次派使者去见亚述王提革拉特丕肋色尔说：「我是你的仆人，你的儿子，请你上来救我脱离阿兰王和以色列王的手，因为他们来攻打我」
16:8 	阿哈次拿出上主殿内和王宫府库内贮藏的金银来，送给亚述王作为礼品。
16:9 	亚述王遂听从了他的要求，立即前去进攻大马士革，占领了那城，将那里的居民掳往克尔，杀了勒斤。
	
16:10t	圣殿内另立祭坛
16:10	阿哈次曾去大马士革，会见亚述王提革拉特丕肋色尔，他看见了大马士革的祭坛，就给司祭乌黎雅送去了那座祭坛的图案模型，和详尽的制造法。
16:11	乌黎雅司祭完全照样依照阿哈次王从大马士革送来的祭坛式样，建筑了一座祭坛；乌黎雅司祭就在阿哈次王从大马士革回来以前，完全照样造好。
16:12	君王从大马士革回来，看见那座祭坛，就近前上去，
16:13	奉献了他的全燔祭和素祭，行了奠祭，将和平祭的血洒在祭坛上。
16:14	然后将上主面前的铜祭坛，从殿的前面，即从新祭坛和上主之殿的中间搬出来，放在祭坛的北边。
16:15	阿哈次王吩咐司祭乌黎雅说：「你应在这大祭坛上焚烧早晨的全燔祭，晚上的素祭，君王的全燔祭和素祭，地方上全体人民的全燔祭、素祭和奠祭；全燔祭的血和各种牺牲的血，你也应洒在这祭坛上；至于这铜祭坛，让我再加考虑」。
16:16	司祭乌黎雅就照阿哈次所吩咐的一切做了。
	
16:17t	移去殿内的器皿
16:17	后来，阿哈次王又拆毁了盆座上的镶板，挪去了座上的铜盆，将铜牛上的铜海搬下，放在石铺的地上。
16:18	此外，为了亚述王的缘故，又拆除了在殿内建造的宝座，和君王从外面来到上主殿内的外门。
16:19	阿哈次其余的事迹，他行的一切都记载在犹大列王实录上。
16:20	阿哈次与祖先同眠，与祖先同葬在达味城；他的儿子希则克雅继位为王。
	
	
17:0t	第十七章
	
17:1t	舍亚为以色列王
17:1 	猷大王阿哈次十二年，厄拉的儿子曷舍亚在撒玛黎雅登极为以色列王，在位凡九年。
17:2 	他行了上主视为恶的事，但不像他以前的以色列列王。
17:3 	亚述王沙耳玛乃色上来攻打曷舍亚，他便向亚述王称臣纳贡。
17:4 	后来亚述王发觉曷舍亚企图造反。原来曷舍亚曾派使者去见埃及王索阿，就不再向亚述王每年纳贡，所以亚述王将他拘捕，囚在监里。
17:5 	随后，亚述王进军侵入全国，直逼撒玛黎雅，围攻了三年。
17:6 	曷舍亚九年，亚述王攻陷了撒玛黎雅，把以色列人掳往亚述，把他们安置在哈拉黑和靠近哥仓河的哈波尔，以及玛待各城。
	
17:7t	以色列亡国的原因
17:7 	这是因为以色列子民犯罪，得罪了领他们离开埃及地，摆脱埃及王法郎之手的上主，他们的天主，而去敬拜了别的神，
17:8 	随从了上主由以色列子民面前，所驱逐的异民的习俗，和以色列列王所规定的律例。
17:9 	以色列子民作了不义的事，得罪了上主他们的天主：在他们所有的城中，从守望台直到设防的城，到处建有高丘；
17:10	在各高岗上，在所有的绿树下，竖有石柱和木偶；
17:11	在高丘上，依照上主从他们面前所驱逐的异民的习俗，焚香献祭，作恶激怒上主；
17:12	又敬拜偶像，虽然天主曾明明吩咐他们说：你们不可行这样的事！
17:13	上主曾借众先知和先见者警告以色列和犹大说：「你们应离弃你们的邪道，按照我给你们祖先所规定的，借我的仆人，众先知给你们传授的一切法律，遵守我的诫命和我的法令。」
17:14	他们却不听从，如同他们的祖先一样执拗，不肯相信上主他们的天主，
17:15	拒绝了上主的法律和他与他们祖先所订立的盟约，以及对他们所发出的警告；随从他们四周上主曾命令他们不可效法的异民，追求虚无，自己成为虚无；
17:16	拋弃了上主他们天主的一切命令，为自己铸造神像，即两个牛犊，制造木偶，敬拜天上万象，事奉巴耳，
17:17	使儿女经火献神，行占卜和法术，出卖自己，行上主视为恶的事，激怒上主；
17:18	因此，上主对以色列大发愤怒，将他们从自己面前赶走，只留下了犹大支派。
17:19	但是，犹大也没有遵守上主，他们天主的命令，反而也随从了以色列所行的习俗。
17:20	为此，上主拋弃了以色列所有的后裔，使他们受压迫，任人宰割，终于将他们从自己面前赶走。
17:21	的确，自从上主使以色列与达味家分裂以后，以色列便立了乃巴特的儿子雅洛贝罕为王；雅洛贝罕即引以色列远离了上主，使他们陷于重罪。
17:22	以色列子民遂追随雅洛贝罕所犯的一切罪恶，始终没有离开，
17:23	直到上主将以色列从自己面前赶走，正如上主藉自己的仆人众先知所说的话。因此，以色列由本国被掳往亚述，直到今日。
	
17:24t	撒玛黎雅人的由来
17:24	亚术王从巴比伦、雇特、阿瓦、哈玛特和色法瓦因徙置一些人民，住在撒玛黎雅各城，以代替以色列人；这些人占据了撒玛黎雅，就住在各城内。
17:25	他们起初住在那里的时候，因为不敬畏上主，所以上主打发狮子来，咬死了他们一些人。
17:26	有人报告亚述王说：「你在撒玛黎雅各城徙置的人民，不知敬拜土神的礼仪，因此那神打发狮子来咬死了他们一些人，因为他们不知敬拜土神的礼仪。」
17:27	亚述王于是下令说：「你们叫一个从撒玛黎雅掳来的司祭回去，住在那里，教给他们敬拜土神的礼仪。」
17:28	于是，有一个从撒玛黎雅掳去的司祭回来，住在贝特耳，教给他们该怎么敬拜雅威。
17:29	虽然如此，各个民族仍然制造自己的神，供在撒玛黎雅人所建筑的高丘上的庙宇中；各个民族在自己所住的城内，供着自己的神。
17:30	巴比伦人制造了稣苛特贝诺特，雇特人制造了乃尔加耳，哈玛特人制造了阿史玛，
17:31	阿瓦人制造了尼贝哈次和塔尔塔克，色法瓦因人使儿女经火，献于色法瓦因的神阿德辣默肋客和阿纳默肋客；
17:32	同时他们也敬拜上主，从自己中间选派一些人作高丘上的司祭，在高丘上的庙宇内自己献祭。
17:33	这样，他们也敬拜上主，也奉事自己的神，从那一国徙置来的，就照那一国的礼仪。
17:34	直到今日，他们仍然依照先前的礼仪而行。雅各伯──上主给他改名为以色列──的子孙，也不全心敬畏上主，也不按照上主给他们所立的条例、礼仪、法律和诫命而行。
17:35	上主曾与他们立约，吩咐他们说：「你们不可敬拜别的神，也不可跪拜，也不可事奉，也不可向他们献祭；
17:36	只应敬拜那以强力和伸展的手臂，领你们离开埃地的上主，只应向他跪拜，向他献祭。
17:37	我为你们写定的条例、礼仪、法律和诫命，要时常谨守遵行，不可敬拜别的神。
17:38	我与你们立的盟约，不要忘记，也不要敬拜别的神，
17:39	只应敬拜上主你们的天主，他必拯救你们脱离你们一切仇敌的权势。」
17:40	然而，他们不听，仍然依照他们先前的礼仪而行。
17:41	这样，这些人民敬拜上主，又事奉他们的雕像；他们的子子孙孙也是如此：祖先怎样行，子孙也怎样行，直到今日。
	
	
18:-1t	后编犹大国晚年史(列下18-25)
	
18:0t	第十八章
	
18:1t	希则克雅为犹大王
18:1 	以色列王厄拉的儿子曷舍亚三年，阿哈次的儿子希则克雅登基为犹大王。
18:2 	他登极时年二十五岁，在耶路撒冷作王凡二十九年；他的母亲名阿彼雅，是则加黎雅的女儿。
18:3 	希则克雅行了上主视为正义的事，完全象他祖先达味所行的一样；
18:4 	他废除了高丘，毁坏了石柱，砍倒了木偶，打碎了梅瑟所制造的铜蛇，因为直到那时，以色列子民仍向铜蛇焚香，称为乃胡市堂。
18:5 	他信赖上主以色列的天主；在他前后的犹大列王中，没有一个可与他相比的。
18:6 	他依靠上主，紧随不离，谨守上主颁给梅瑟的诫命。
18:7 	因此，上主与他同在，他无论作什么，必都顺利，且摆脱了亚述王的羁绊，不再作他的藩属；
18:8 	又击败了培肋舍特人，直追到迦萨，占领了他们的土地，攻取了守望台和坚城。
	
18:9t	撒玛黎雅失陷
18:9 	希则克雅王四年，即以色列王厄拉的儿子曷舍亚七年，亚述王沙耳玛乃色来进攻撒玛黎雅，围困了这城；
18:10	三年年底攻下，即希则克雅王六年，以色列王曷舍亚九年，撒玛黎雅失陷。
18:11	亚述王遂将以色列人掳往亚述，徙置在哈拉黑和靠近哥仓河的哈波尔，以及玛待各城内。
18:12	这是因为他们没有听从上主，他们天主的声音，违反了他的盟约：凡上主的仆人梅瑟所吩咐的，他们一概没有听从，也没有遵行。
	
18:13t	亚述进攻犹大
18:13	希则克雅王十四年，亚述王散乃黑黎布前来进攻犹大的一切坚城，都占领了。
18:14	犹大王希则克雅于是派遣使者，到拉基士去见亚述王说：「我错了，请你退兵；凡你向我提出的条件，我都接受。」于是亚述王限令犹大王希则克雅缴纳三百「塔冷通」银子，三十「塔冷通」金子。
18:15	希则克雅只得把上主殿内，和王宫府库所有的银子都交出来。
18:16	同时，犹大王希则克雅将上主殿宇门上的金子和他自己包镶在门柱上的金子都剥下来，交给了亚述王。
	
18:17t	大将军的恐吓
18:17	亚述王从拉基士打发元帅、卫队长和大将军率领大军到耶路撒冷去见希则克雅。他们就上到耶路撒冷，一来到，就站在上池的水沟旁，漂布田间的大路上，
18:18	求见君王。希耳克雅的儿子厄里雅金家宰，舍布纳书记和阿撒夫的儿子约阿黑史官，出来迎接他们。
18:19	大将军对他们说：「你们去告诉希则克雅说：大王，亚述王这样说：你所依靠的，算得什么依靠﹖
18:20	你想空口说话，就是战略和战斗的力量吗﹖如今你靠谁来背叛我﹖
18:21	我现在你看，你依靠的埃及是一根破裂的芦杖；谁依靠这杖，它就刺伤谁的手，且把手刺透；埃及王法郎对所有依靠他的人，就是这样。
18:22	假使你们对我说：我们依靠雅威我们的天主，希则克雅岂不是曾推翻他的高丘和祭坛，且对犹大和耶路撒冷说：你们只应在耶路撒冷的这祭坛前朝拜﹖
18:23	如今你可与我的主上亚述王打赌：我给你两千匹马，你是否能给这些马配上骑兵﹖
18:24	若不能，你怎敢拒绝我主上最小仆人中的一个军长，而去依靠埃及的战车和骑兵﹖
18:25	现在，我上来攻打毁灭这地，难道不是雅威的意思吗﹖雅威曾对我说：你上去攻打这地，加以毁灭！」
18:26	希耳克雅的儿子厄里雅金、舍布纳和约阿黑对大将军说：「请你对你的仆人说阿剌美话，因为我们都懂；你不要对我们说犹太话，因为城墙上的百姓能听到。」
18:27	大将军回答说：「难道我的主上打发我来，只对你的主上和你讲这些话，而不是对那些坐在城墙上，和你们一样该吃自己的粪，喝自己的尿的人，讲这些话吗﹖」
18:28	大将军于是站起来，仍用犹太话大声喊说：「你们听大王亚述王的话罢！
18:29	大王这样说：你们别上希则克雅的当，他决不能拯救你们脱离我的手；
18:30	也不要让希则克雅使你们依靠雅威说：雅威必会拯救我们，这城决不会落在亚述王的手中。
18:31	千万别听信希则克雅！原来亚述王曾这样说：你们要与我和好，出来归顺我，各人就可以吃自己的葡萄和无花果，各人也可以喝自己井里的水，
18:32	直到我来领你们到一个与你们本国一样的地方去，一个有五谷和新酒的地方，一个有食粮和葡萄树的地方，一个产橄榄油和蜂蜜的地方，叫你们生活下去，而不至于死亡。千万别听信希则克雅，因为他欺骗你们说：雅威必拯救我们。
18:33	万国的神中，有那一个由亚述王手中，拯救了自己的国土﹖
18:34	哈玛特和阿帕得的神在那里﹖色法瓦因、赫纳和依瓦的神在那里﹖撒玛黎雅地的神在那里﹖难道他们从我手中拯救了撒玛黎雅﹖
18:35	在这地域中的神，有那一个由我手中救出了自己的国土﹖难道雅威就能由我手中拯救耶路撒冷吗﹖」
18:36	人都不作声，一句话都没有回答他，因为君王有命，不要回答他。当下希耳克雅的儿子厄里雅金家宰、舍布纳书记和阿撒夫的儿子约阿黑史官，撕裂了自己的衣服，来见希则克雅，将那将军的话全部告诉了他。
	
	
19:-1t	希则克雅为犹大王
	
19:0t	第十九章
	
19:1t	希则克雅同依撒意亚会商
19:1 	希则克雅王一听这话，就撕破了自己的衣服，穿上苦衣，走进了上主的殿；
19:2 	然后打发厄里雅金家宰，舍布纳书记和几位老司祭，穿著苦衣，去见阿摩兹的儿子依撒意亚先知，
19:3 	对他说：「希则克雅这样说：今天是受苦难，受责罚，受侮辱的日子。因为婴儿到了要出生的时候，却没有产生的力量。
19:4 	但愿上主你的天主听到那大将军的一切话，就是他的主上亚述王打发他来，辱骂永生的天主所说的话！愿上主你的天主听了那些话而加以惩罚！所以请你为剩下的遗民举行祈祷罢！」
19:5 	希则克雅王的臣仆来到了依撒意亚前，
19:6 	依撒意亚就对他们说：「你们要这样对你们的主上说：上主这样说：你听到亚述王的仆人们辱骂我的话，不要害怕！
19:7 	我必叫他感到一种怕情，使他一听到某种消息，就返回本国；我要使他在本国内丧身刀下。」
	
19:8t	亚述王再次恐吓
19:8 	大将军回去时，正遇见亚述王去攻打里贝纳。原来他已听说君王离开了拉基士。
19:9 	那时，散乃黑黎布听人说：雇士王提尔哈卡出来攻打他，就再派使者去见希则克雅，并吩咐说：「
19:10	你们要这样对犹大王希则克雅说：不要让你所依靠的天主哄骗你说：耶路撒冷决不会落在亚述王手中！
19:11	你必听说过亚述的列王对各国所行的事，将各国完全消灭了。你还能有救吗﹖
19:12	我的祖先所消灭的各民族，如哥仓、哈郎、勒责夫、以及在特拉撒尔的厄登子民，他们的神又何曾救了他们﹖
19:13	哈玛特王，阿帕得王，色法瓦因城的王，赫纳王和依瓦王，他们现今都在那里﹖」
	
19:14t	希则克雅的祈祷
19:14	希则克雅从使者中接过信来，念了以后，就走进上主的殿，将那封信在上主面前展开，
19:15	然后，希则克雅恳求上主说：「上主，坐在革鲁宾上面的以色列的天主！惟独你是地上万国的天主，你创造了天地。
19:16	上主，请你侧耳倾听！上主，求你睁眼垂视，细听那打发使者辱骂永生天主的散乃黑黎布的话。
19:17	上主，的确，亚述王曾毁灭了所有的民族和他们的国家，
19:18	将他们的神像投入火中，因为它们不是神，只是人手造成的木石的作品，所以能被消灭。
19:19	但是现今，上主我们的天主，求你拯救我们脱离他的手，使地上万国都知道：惟独你是上主，天主！」
	
19:20t	依撒意亚的预言
19:20	那时，阿摩兹的儿子依撒意亚打发人去见希则克雅说：「上主以色列的天主这样说：你既然论亚述王散乃黑黎布向我恳求，我已经俯听了你。
19:21	这就是上主论他所说的话：熙雍的贞女轻视你，嘲笑你；耶路撒冷的女子在你背后摇头。
19:22	你所辱骂，所诅咒的是谁﹖你提高声音，仰起眼睛攻击的是谁﹖是攻击以色列的圣者。
19:23	你藉你的使者辱骂了吾主，你说：我用我大批的车辆，登上了丛山的极峰，到黎巴嫩的绝顶，砍伐了其中最高的香柏，最好的青松；冲入了它的最深处，走进了果木的林园。
19:24	我掘了井喝了外邦的水，用我的脚掌踏干了埃及所有的河川。
19:25	难道你没有听说吗﹖很久以前我所计划的，昔日我所决定的，现在我就在实现，叫你毁坏坚城，化为废墟，
19:26	使城中的居民软弱无力，惊慌失措，有如田野的青草，有如青绿的嫩苗，有如屋顶被东风吹焦的小草。
19:27	但是，你或起或坐，或出或入，我都知道，
19:28	因为你对我的暴怒，和你的狂嚣已达到我的耳鼓，所以我要把环子穿在你的鼻子上，把辔头套在你的嘴上，从你来的路上将你牵回去。
19:29	这是给你的记号：今年你们要吃自然所生的，明年仍要吃自然所生的，第三年你们就要播种收割，栽种葡萄园，吃园中的果实。
19:30	犹大家的遗民，仍要向下生根，往上结实，
19:31	因为剩余的人将由耶路撒冷而出，逃脱的人将由熙雍山而来：万军上主的热诚必要成就这事。
19:32	为此，上主问亚述王这样说：他决不会进入这城，决不会向这城放射一箭，决不会持盾临于城下，也决不会起造土堆攻城。
19:33	他必要由来路回去，决不能进入这城：上主的断语。
19:34	为了我自己，为了我的仆人达味，我必要保护拯救这城。」
	
19:35t	亚述王受惩罚
19:35	当天夜里，上主的使者出来，在亚述营里杀了十八万五千人。清晨人们起来，看见遍地都是死尸。
19:36	亚述王散乃黑黎布于是拔营，起程回国，住在尼尼微。
19:37	一日，他在自己的神尼色洛客庙内叩拜的时候，他的儿子阿德辣默肋客和沙勒责尔用剑刺杀了他，然后逃往阿辣辣特地方去了；他的儿子厄撒哈冬继位为王。
	
	
20:0t	第二十章
	
20:1t	希则克雅患病祈祷
20:1 	在那些日子内，希则克雅患病垂危，阿摩兹的儿子依撒意亚来看他，对他说：「上主这样说：快料理你的家务，因为你快要死，不能久活了。」
20:2 	希则克雅就转面向墙，恳求上主说：「
20:3 	上主，求你记忆我如何怀着忠诚齐全的心，在你面前行走；如何作了你视为正义的事。」然后希则克雅放声大哭。
20:4 	依撒意亚出来，还没有走到中院，上主的话传于他说：「
20:5 	你回去，告诉我人民的领袖希则克雅说：上主，你祖先达味的天主这样说：我听见了你的祈祷，见到了你的眼泪。看，我必要治好你，第三天你就能上上主的殿。
20:6 	我要在你的寿数上多加十五年，且由亚述王手中拯救你和这座城；为了我自己和我的仆人达味，我必保护这座城。」
20:7 	依撒意亚遂吩咐说：「拿一块无花果饼来。」人就拿来，贴在疮口上；君王就好了。
	
20:8t	灵验的征兆
20:8 	希则克雅对依撒意亚说：「有什么征兆，上主要治好我，第三天我就能上上主的殿﹖」
20:9 	依撒意亚回答说：「这就是上主给你的征兆，上主必实践他所说的话：你要日影向前进十度，还是要往后退十度﹖」
20:10	希则克雅答说：「日影向前进十度太容易，我不要；我要日影倒退十度。」
20:11	先知依撒意亚呼求上主，上主就使射在阿哈次日晷上的日影倒退了十度。
	
20:12t	巴比伦的使者来访
20:12	那时，巴比伦王巴拉丹的儿子默洛达客捌拉丹派人来见希则克雅，呈上书信和礼物，因为他听说希则克雅患病又好了。
20:13	希则克雅非常高兴，就叫使者参观自己的宝库、金银、香料、珍膏和武器库，以及他府库内所有的财宝：凡他宫中和全国内所有的，希则克雅没有一样不叫他们不看的。
	
20:14t	先知预言充军
20:14	依撒意亚先知遂来见希则克雅，对他说：「这些人说了什么﹖他们是从什么地方到你这里来的﹖」希则克雅回答说：「他们是从远方，从巴比伦来的。」
20:15	先知又问说：「他们在你宫中看见了什么﹖」希则克雅回答说：「凡我宫中所有的，他们都看了；凡我府库内所有的，没有一样我不叫他们不看的。」
20:16	依撒意亚遂对希则克雅说：「你听上主的话罢！
20:17	日子要到，凡你宫中所有的，及你祖先直到今日所积蓄的，都要被带到巴比伦去，什么也不会留下：上主说。
20:18	此外，由你所出，即你所生的子孙中也有一些要被掳去，在巴比伦王宫内充当太监。
20:19	希则克雅对依撒意亚说：「你所说的上主的话是合理的！」继而说：「惟愿我有生之日有平安，有安全！」
20:20	希则克雅其余的事迹，他的英勇和他怎样凿池筑沟，引水入城的事，都记载在犹大列王实录上。
20:21	希则克雅与他的列祖同眠，他的儿子默纳舍继位为王。
	
	
21:0t	第二十一章
	
21:1t	默纳舍为犹大王
21:1 	默纳舍登极时才十二岁，在耶咯撒冷做王五十五年，他的母亲名叫赫斐漆巴。
21:2 	他行了上主视为恶的事，仿效上主从以色列子民前所驱逐的异民所行的可耻之事，
21:3 	重建了他父亲希则克雅所拆毁的高丘，为巴耳建立了祭坛，制造了木偶，像以色列王阿哈布所作的一样，且崇拜敬奉天上的万象，
21:4 	虽然上主曾指着圣殿说过：「我要将我的名立在耶路撒冷。」但他仍在上主的殿内建立了一些祭坛，
21:5 	又在上主殿宇的两庭院内，为天上万像建立了祭坛；
21:6 	使自己的儿子经火献神，行占卜邪术，立招魂师和术士，不断行上主视为恶的事，惹上主发怒。
21:7 	他又将自己制造的阿舍辣雕像，安放在上主的殿内，虽然上主论及这殿曾对达味的儿子撒罗满说：「我要在这殿内，和我在以色列各支派所选出的耶路撒冷立我的名，直到永远；
21:8 	只要以色列谨守遵行我所吩咐他们的一切，及我仆人梅瑟所吩咐他们的一切法律，我决不再使以色列人的脚，离开我赐与他们祖先的土地。」
21:9 	但是，他们却不听从，甚至默纳舍诱惑他们行恶，甚于上主由以色列子民前所消灭的那些民族。
	
21:10t	先知的警告
21:10	为此，上主藉他的仆人先知警告说：「
21:11	因为犹太王默纳舍行了这些可耻的事，甚于他以前的阿摩黎人所行的，以自己的神像引犹大犯罪。
21:12	所以上主以色列的天主这样说：看，我要使这样的灾祸降在耶路撒冷和犹大，使听见的人两耳都要齐鸣。
21:13	我要用测量撒玛黎雅的绳索，和测量阿哈布家的铅锤，来测量耶路撒冷，要擦净耶路撒冷如同人擦净盘子一样，擦净之后，就翻过来；
21:14	我要拋弃作我产业的遗民，将他们交于敌人手中，使他们成为一切敌人的掠物与胜利品。
21:15	因为他们自从他们的祖先出离埃及那一天起，直到今日，行了我视为恶的事，使我发怒。」
	
21:16t	默纳舍逝世
21:16	默纳舍除了使犹大陷于罪恶，行了上主视为恶的事以外，还流了许多无辜者的血，使耶路撒冷血流成河，从这边流到那边。
21:17	默纳舍其余的事迹，他行的一切，所犯的罪恶，都记载在犹大列王实录上。
21:18	默纳舍与他的列祖同眠，埋葬在王宫花园，即乌匝花园里；他的儿子阿孟继位为王。
	
21:19t	阿孟为犹大王
21:19	阿孟登极时，年二十二岁，在耶路撒冷作王两年；他的母亲名叫默叔肋默特，是约特巴人哈鲁兹的女儿。
21:20	他行了上主认为视为恶的事。全像他父亲默纳舍所行的一样；
21:21	走了他父亲所走的的路，事奉敬拜了他父亲所事奉的偶像，
21:22	离弃了上主他祖先的天主，未随上主的道路。
21:23	阿孟的臣仆共谋造反，在宫内将君王杀了；
21:24	但地方上的人民起来，杀了所有反叛阿孟王的人，立了他的儿子约史雅继位为王。
21:25	阿孟所作的其它事迹，都记载在犹大列王实录上。
21:26	他也葬在乌匝花园内自己的坟墓里；他的儿子约史雅继位为王。
	
	
22:0t	第二十二章
	
22:1t	约史雅为犹大王
22:1 	约史雅登基时才八岁，在耶路撒冷作王凡三十一年，他的母亲名叫耶狄达，是波兹卡特人阿达雅的女儿。
22:2 	他行了上主视为正义的事，在一切事上，走了他祖先达味的路。不偏左也不偏右。
22:3 	约史雅为王十八年时，派默叔蓝的孙子，阿匝里雅的儿子。沙番书记到上主的殿里去，吩咐他说：「
22:4 	你上去见大司祭希耳克雅，请他将献于上主圣殿，和守门人由人民收来的银钱结算清濋，
22:5 	交给那些在上主殿内监工的人，叫他们发给那些在上主殿内工作和修理圣殿破坏地方的工人，
22:6 	即木匠、工人和泥水匠，或购买修理圣殿的木料和凿好的石头。
22:7 	银子交给他们之后，不必再同他们算帐，因为他们都是办事很忠信的人。」
	
22:8t	法律书的发现
22:8 	大司祭希耳克雅对沙番书记说：「我在上主殿内发现了法律书。」希耳克雅将这卷书交给了沙番，沙番读了。
22:9 	沙番书记遂来见君王，向君王报告说：「你的仆人已将圣殿内所有的银钱倒出来，交给了那些在上主殿内监工的人。」
22:10	沙番书记继而又向君王报告说：「大司祭希耳克雅交给我一卷书。」沙番就在君王面前朗读了那书。
22:11	君王一听了法律书上的话，就撕裂了自己的衣服，
22:12	即刻吩咐大司祭希耳克雅，沙番的儿子阿希甘，米加的儿子阿革波尔，沙番书记和君王的臣仆阿撒雅说：「
22:13	你们为我，为人民，为全犹大，去求问上主关于所发现的书上的话；因为我们的祖先没有听从这卷书上的话，也没有按造这卷书上所记载的去实行，所以上主对我们大发忿怒。」
	
22:14t	女先知胡耳达的神谕
22:14	大司祭希耳克雅、阿希甘、阿革波尔、沙番和阿撒雅，于是去见住在耶路撒冷新市区，哈尔哈斯的孙子，提刻瓦的儿子，管理祭衣的沙隆的妻子，女先知胡耳达，向她说明了来意以后，
22:15	她就回答他们说：「上主以色列的天主这样说：你们去回报那派你们来见我的人说：
22:16	上主这样说：看，我必要依照犹大王所读的那卷书上的一切话：使灾祸降在这地方和这地方的居民身上，
22:17	因为他们舍弃了我，向别的神焚香。凡他们所做的，无不惹我动怒；所以我的怒火要向这地方发作，总不熄灭。
22:18	至于那派你们来求问上主的犹大王，你们要这样对他说：上主以色列的天主这样说：你既然听了这些话，
22:19	既然一听见我指着这地和这地上的居民，说他们必要成为令人惊骇和诅咒的对象，你就动了心，在我面前自卑自贱，撕裂了自己的衣服，在我面前痛哭，因此我也应允了你：上主的断语。
22:20	我要使你与你的祖先团聚，你要平安归到你的坟墓里，你的眼睛也不会见到我在这地方所要降的一切灾祸。」他们回去向君王报告了这话。
	
	
23:0t	第二十三章
	
23:1t	重立盟约
23:1 	君王于是派人召集犹大和耶路撒冷所有的长老来到他跟前。
23:2 	君王同所有的犹大人、耶路撒冷的居民、众司祭、众先知、全体人民，不分贵贱大小，上了上主圣殿，将在上主殿内寻获的约书上的一切话，读给他们听。
23:3 	君王站在高台上，在上主面前立约，要全心全意跟随上主，遵守他的诫命、典章和法律，履行这卷书上所记载的盟约的话；全体人民一致接受了这盟约。
	
23:4t	宗教改革
23:4 	君王于是吩咐大司祭希耳克雅和副大司祭以及守门的，将那些为巴耳，为阿舍辣和为天上万象所制造的祭器，都从上主殿内搬出，在耶路撒冷外克德龙谷的田野中焚烧了，把灰烬带到贝特耳去。
23:5 	君王废除了以前犹大王派定在犹大各城，和耶路撒冷周围高丘上焚香的僧侣，以及向巴耳、太阳、月亮和黄道带，并天上万象焚香的人；
23:6 	又将木偶从上主的殿内搬到耶路撒冷城外克德龙谷，在克德龙谷焚烧了，磨碎成灰，将灰撒在平民的坟墓上；
23:7 	拆毁了上主殿内庙倡的房舍，妇女们为木偶编织衣服的地方。
23:8 	又从犹大各城将所有的司祭召来，破坏了司祭们焚香的高丘，从革巴直到贝尔舍巴；拆毁了城门左边，市长约叔亚门前的羊神祭坛。
23:9 	无论如何，高丘的司祭，不能上耶路撒冷上主的祭坛，只能在自己的兄弟中间分食无酵饼。
23:10	约史雅又破坏了本希农山谷中的托斐特，免得再有人火祭子女，献给摩肋客。
23:11	又将以前犹大王在上主圣殿门前，靠近太监乃堂默肋客住宅的廊房里，献于太阳的骏马除去；也用火烧掉了奉献给太阳的车辆。
23:12	以前犹大王在阿哈次的楼房顶上所建筑的祭坛，和默纳舍在上主圣殿两庭院内建筑的祭坛，君王也都拆掉捣毁，把碎块倒在克德龙谷里。
23:13	从前以色列王撒罗满在耶路撒冷东，橄榄山南，为漆东人的可恶之物阿市托勒特，为摩阿布人的可恶之物革摩士，为阿孟子民的可恶之物米耳公所建立的高丘，君王一概破坏了；
23:14	又打碎了石柱，砍断了木偶，用人骨填满了那些地方。
	
23:15t	向北方推行改革
23:15	此外，那使以色列陷于罪恶的乃巴特的儿子雅洛贝罕，在贝特耳所立的祭坛和高丘，约史雅也将这祭坛和高丘拆毁，将丘坛的石块打碎成灰，烧了木偶。
23:16	约史雅也将这祭坛转身，看见山上有坟墓，就派人掘出坟里的骨骸，放在祭坛上焚烧，污辱了这祭坛，应验了天主的人，当雅洛贝罕在庆节日站在这祭坛上时，所说的的话。约史雅再转身遥望，看见了曾预言这些事的天主的人的坟墓，
23:17	就问说：「我看见的是谁的墓碑﹖」城中的人回答说：「是天主的人的坟墓，他从犹大来，预言了你刚才对贝特耳祭坛所行的事」。
23:18	君王遂说：「让他安息吧！谁也不要移动他的骨骸！」因此人没有移动他的骨骸，也没有移动那位撒玛黎雅先知的骨骸。
23:19	从前以色列王在撒玛黎雅各口城内所建筑，而激怒上主的高丘庙宇，约史雅也一律除去，对这些庙宇所行的，完全像在贝特耳所行的一样。
23:20	凡在那里所有的高丘司祭，他都在祭坛上杀了，并在祭坛上焚烧了人骨，然后回了耶路撒冷。
	
23:21t	庆祝逾越节
23:21	君王吩咐全体人民说：「你们要按照这约书所记载的，向上主你们的天主举行逾越节」。
23:22	实在，自从民长统治以色列时日以来，和在以色列各君王及犹大王当政期间，从来没有举行过像这样的一个逾越节，
23:23	只有在约史雅王十八年，在耶路撒冷向上主举行了这样的逾越节。
23:24	此外，凡在犹大地和耶路撒冷所见到的那些招魂的，行邪术的，忒辣芬和偶像，以及可憎恶之物，约史雅一概扫除，履行了司祭希耳克雅在上主殿内，所发见的书上所记载的法律。
