1.-2t	圣咏集
77.21	你曾借着梅瑟和亚郎的手掌，领导你的子民有如领导群羊。
	
	
78.0t	七八：[先民叛命的遗教](72)
78.1	阿撒夫的训诲歌。我的百姓，请倾听我的指教。请你们侧耳，听我口的训导。
78.2	我要开口讲述譬喻，我要说出古代谜语。
78.3	凡我们所听见所知道的，我们祖先传报给我们的，
78.4	我们不愿隐瞒他们的子孙；要将上主的光荣和威能，他所施展的奇迹和异行，都要传报给后代的众生。
78.5	他曾在雅各伯颁布了诫命，也曾在以色列立定了法令；凡他吩咐我们祖先的事情，都要一一告知自己的子孙，
78.6	叫那未来的一代也要明悉，他们生长后，也要告知后裔，
78.7	叫他们仰望天主，不忘记他的工行，反而常要遵守天主的诫命，
78.8	免得他们象他们的祖先，成为顽固背命的世代，成为意志薄弱不坚，而心神不忠于天主的世代。
78.9	厄弗辣因的子孙，虽知挽弓射箭，但是在作战的时日，却转背逃窜。
78.10	他们没有遵守同天主所立的盟约，他们更拒绝依照天主的法律生活。
78.11	又忘却了天主的作为，和他显给他们的奇事：
78.12	就是他昔日在埃及国和左罕地，当着他们祖先的面所行的奇迹；
78.13	他分开了大海，领他们出险，他使海水壁立，象一道堤岸；
78.14	白天以云柱领导他们，黑夜以火柱光照他们；
78.15	在旷野中，把岩石打破，水流如注，让他们喝饱，
78.16	由岩石中涌出小河，水流倾泻相似江河。
78.17	但是，他们依旧作恶而得罪上主，在沙漠地区仍然冒犯至高之主。
78.18	他们在自己心内试探天主，要求满足自己贪欲的食物；
78.19	并且出言反抗天主说：天主岂能设宴于沙漠？
78.20	他虽能击石，使水涌出好似湍流；但岂能给人民备办鲜肉与食物？
78.21	天主听到后，遂即大发愤怒，烈火燃起，要将雅各伯焚去，怒焰生出，要将以色列铲除；
78.22	因为他们不相信天主，也不肯依靠他的救助。
78.23	上主却仍命令云彩降下，开启了天上的门闸，
78.24	给他们降下玛纳使他们有饭吃，给他们赏赐了从天而降的粮食。
78.25	天使的食粮，世人可以享受，他又赐下食物，使他们饱足。
78.26	他由高天激起了东风，以他的能力引出南风，
78.27	给他们降下鲜肉多似微尘灰土，给他们降下飞禽，多似海岸沙数，
78.28	降落在他们军营的中央，在他们帐幕的左右四方，
78.29	他们吃了，而且吃得十分饱饫，天主使他们的欲望得以满足；
78.30	但他们的食欲还没有完全满足，当他们口中还衔着他们的食物，
78.31	天主便对他们大发怒愤，杀死了他们肥壮的勇兵，击倒了以色列的青年人。
78.32	虽然如此，他们仍然犯罪，还是不信他的奇妙作为。
78.33	他使他们的时日，迅速消逝，又使他们的岁月，猝然过去。
78.34	上主击杀他们，他们即来寻觅上主，他们回心转意，热切地前来寻求天主，
78.35	想起天主是自己的磐石，至高者天主是自己的救主。
78.36	但是他们却满口欺骗，以舌头向他说出谎言。
78.37	他们的心对他毫无诚意，对自己的誓约不讲信义。
78.38	但是他却慈悲为怀，赦免罪污，没有消灭他们，且常抑止愤怒；也未曾把自己全部怒火泄露。
78.39	他又想起他们不过是血肉，是一阵去而不复返的唏嘘。
78.40	他们多少次在旷野里触犯了他，在沙漠中激怒了他，
78.41	三番五次试探了天主，侮辱了以色列的圣主。
78.42	他那有力的手臂，拯救他们脱离敌手的时日：
78.43	那日，他曾在埃及国显了奇迹，在左罕地行了异事。
78.44	血染了他们的江河与流溪，致使他们没有了可饮的清水。
78.45	他使蝇蚋伤害他们，又使蛤蟆侵害他们。
78.46	把他们的产物交给蚱蜢，将他们的收获喂给蝗虫。
78.47	下冰雹把他们的葡萄打碎，降寒霜把他们的桑树打毁，
78.48	将他们的牲畜交给瘟疫，将他们的羊群交给毒疾；
78.49	向他们燃起愤怒之火，赫赫的震怒，以及灾祸，好象侵害人们的群魔。
78.50	他为自己的愤怒开了路，未保存他们脱免于死途，瘟死了他们所有的牲畜，
78.51	击杀了埃及所有的长子，将含帐幕内的头胎杀死。
78.52	他如领羊一般地领出了自己的百姓，他在旷野引领他们有如引领羊群；
78.53	领他们平安走过，使他们一无所畏，而海洋却把他们的仇人完全淹毙。
78.54	引领他们进入自己的圣地，到自己右手所占领的山区；
78.55	亲自在他们的面前把异民逐散，将那地方以抽签方式分为家产，让以色列各族住进他们的帐幔。
78.56	但他们仍然试探和触犯上主，没有遵守至高者的法律，
78.57	叛逆失信，如同他们的祖先，徘徊歧途，好象邪曲的弓箭。
78.58	恨。
78.59	天主一听到，即发愤怒，想将以色列完全摈除；
78.60	甚至他离弃了史罗的居处，就是他在人间所住的帐幕。
78.61	让自己的力量为人俘掳，将自己的光荣交于敌手；
78.62	将自己的百姓交于刀剑，对自己的产业燃起怒焰。
78.63	烈火并吞了他们的青年，处女见不到婚嫁的喜宴；
78.64	他们的司祭丧身刀剑，他们的寡妇不能吊唁。
78.65	上主好似由睡梦中醒起，又好象酒后欢乐的勇士。
78.66	他由后方打击自己的仇敌，使他们永永远远蒙羞受辱。
78.67	他并且弃舍了若瑟的帐幕，不再拣选厄弗辣因的家族。
78.68	但他却把犹大的家族拣选；以及自己喜爱的熙雍圣山。
78.69	他建筑了圣殿如天之高远，永远奠定了它如地之牢坚。
78.70	拣选了自己的仆人达味，且自羊圈里选拔了达味。
78.71	上主召叫了放羊时的达味，为牧放自己的百姓雅各伯，为牧放自己的人民以色列，
78.72	他以纯洁的心牧养了他们，他以明智的手领导了他们。
	
	
79.0t	七九：[哀圣城的毁灭](13)
79.1	阿撒夫的诗歌。天主，异民侵入了你的遗产，亵渎了你的圣殿，使耶路撒冷覆颠；
79.2	并将你众仆人的尸首，给天空的飞鸟做食物，用你圣徒的肉喂野兽。
79.3	在耶路撒冷四周血如水流，但出来埋葬的人却一个也无。
79.4	我们竟成为我们邻居的耻辱，作了我们四周的讥讽与玩物。
79.5	上主，你经常发怒，要到何时，你怒焰如火，要到何时？
79.6	求你向那不承认你的异民，及不呼号你名的列国泄愤，
79.7	因为他们吞并了雅各伯家族，并蹂躏了他的住处。
79.8	求你别向我们追讨祖先的恶行，以你的仁慈速来协助我们，因为我们实在是可怜万分。
79.9	天主，我们的救主，为你名的光荣，协助我们，为了你的圣名，宽赦我们的罪过，拯救我们！
79.10	为何让异民说：「他们的天主何处去了？」愿我们在异民中能亲眼看到，你仆人流出的血，要得的报酬！
79.11	愿囚徒的哀叹上达你面前，按你手臂的能力交锱死犯！
79.12	天主，求你将我们四邻加给你的凌辱，向他们的胸怀里投以七倍报复！
79.13	这样做你子民做你牧场羊群的我们，能永远称谢你，能万世宣扬你的光荣。
	
	
80.0t	八十：[求以色列复兴](20)
80.1	阿撒夫的诗歌，交与乐官。调寄「见证的百合。」
80.2	以色列的牧养者，恳求你留心细听，你率领若瑟的子孙有如率领羊群。坐于革鲁宾之上者，求你大显光荣；
80.3	于厄弗辣因、本雅明和默纳协之中；求你发显你的威能，快来作我们的救星！
80.4	天主，求你使我们能以复兴，显示你的慈颜，好拯救我们。
80.5	万军的天主，何时消除，向你祈祷的百姓发怒？
80.6	你给他们吃的是含泪的食物，你用汪汪泪水，作他们的饮料。
80.7	你使我们四邻因我们而争吵，你让我们的仇人向我们嘲笑。
80.8	万军的天主，求你复兴我们，显示你的慈颜，好拯救我们。
80.9	你从埃及移来一棵葡萄树，你把异民赶走，而种植这树。
80.10	给这树准备了肥沃土质，这树深深扎根，满布大地。
80.11	它的荫影遮蔽着群山峻岭，它的枝干与苍天松柏相并；
80.12	它的枝蔓伸展到海涯、它的根苗绵延到河坝。
80.13	你为何折毁了它的篱笆，任凭过路的人去砍伐，
80.14	使森林的野猪去践踏，使田间的野兽去吃它？
80.15	万军的天主，求你领我们回去，求你从高天之上垂视而怜恤！
80.16	求你常看顾这葡萄树，和你右手种植的园圃，保护你所培养的小树。
80.17	愿那放火焚烧它，砍伐它的人，因懔于你怒容的威吓而沈沦。
80.18	愿你右手扶持你右边的人。并扶助为你所坚固的子民！
80.19	从此，我们再不愿意离开你，赐我们生存，为能传扬你名。
80.20	上主万军的天主，求你复兴我们，显示你的慈颜，好拯救我们！
	
	
81.0t	八一：[庆节的歌咏](17)
81.1	阿撒夫的诗歌，交与乐官。调寄「加特」。
81.2	请众向助佑我们的天主歌舞，向雅各伯的天主欢呼。
81.3	请众高唱诗歌，手击铙鼓，和弹琴瑟，奏悦耳的乐谱。
81.4	在月朔之日和月圆之夜，在我们的庆节，吹起号角，
81.5	因为这是以色列的规定，是雅各伯天主的诫命，
81.6	当他出击埃及国时，给若瑟立了栈铷规。我听到从未听的诺言：
81.7	「我救他的肩脱离重担，又使他的手放下筐篮。
81.8	你在患难中呼号，我救了你，从雷鸣的云彩中，我答应了你；在默黎巴水边，我试探了你。
81.9	请听，我的百姓，我要警告你！以色列！恨不得你能听从我：
81.10	在你中间不应有别的神，千万不可崇拜外邦的神！
81.11	我是上主，我是你的天主，是我由埃及国将你领出，你张开口，我要使它满足。
81.12	可惜我的百姓没有听我的呼声，以色列人也没有服从我的命令。
81.13	因此，我就任凭他们的心灵顽硬，让他们随自己的私意而行。
81.14	如果我的百姓听了我的命令，以色列人随从我的道路而行，
81.15	我立刻就会压迫他们的敌人，转过手打击难为他们的仇人。
81.16	仇恨上主的人必来向他们归顺，仇人的厄运从此要永久常存。
81.17	但我要以麦子的精华养育选民，以石中的蜂蜜饱享他们。」
	
	
82.0t	八二：[警告为民长者](8)
82.1	阿撒夫的诗歌。天主亲临众神的会议，在众神之中主持审判：
82.2	你们不照正义审理，偏袒恶人要到何时？
82.3	你们应保护受苦的人和孤儿，为贫弱与可怜的人主持正义。
82.4	应拯救弱小及穷苦的人，由恶人的爪牙拯救他们。」
82.5	他们原本无知无识，在暗中摸索，却把大地的一切根基紊乱动摇。
82.6	我亲自说过：你们都是神，众人都是至高者的子民。
82.7	但是你们必要死亡象众人一样，必要消失象任何一位王侯一样。
82.8	天主，求你起来审判下地，因为万国都应由你统治。
	
	
83.0t	八三：[求消灭联盟的异民](19)
83.1	阿撒夫的诗歌。
83.2	上主，求你不要一言不发，天主，求你不要静默无话！
83.3	因为你的仇敌骚扰狂吼，恼恨你的人都摇头昂首；
83.4	相聚密谋，陷害你的百姓，商议攻击你保护的人民，
83.5	说：「大家来，由万民中将他们驱散，使以色列的名字不再被记念。」
83.6	于是，他们心齐谋同，缔结盟约，向你进攻，
83.7	即厄东部落及依市玛耳，又有摩阿布以及哈革尔。
83.8	还有革巴耳、阿孟和阿玛肋克人，且有培肋舍特人和提洛的居民，
83.9	亚述人也与他们串通，作了罗特子民的帮凶。
83.10	求你对待他们象对待米德杨人，象在克雄河对待息色辣和雅宾，
83.11	他们都丧亡于恩多尔，全变成了田里的粪泥，
83.12	使他们的王侯要与敖勒布和则厄布一样，使他们的将领与则巴黑和匝耳慕纳一样，
83.13	因为他们都曾如此说过：我们去占领天主的住所。
83.14	我的天主，求你使他们象旋风卷起的落叶，求你使他们象狂风吹起的碎秸，
83.15	好象被火磷焚烧的树林，又似被火焰燃烧的山陵；
83.16	求你也这样以你的飓风驱散他们，以你的暴雨惊吓他们。
83.17	上主，求你羞辱他们的面容，是为叫他们寻求你的圣名；
83.18	使他们永远受辱恐慌，叫他们个个蒙羞丧亡。
83.19	从此，认识你的名号是雅威，惟有你在普天下至尊无对。
	
	
84.0t	八四：[朝拜圣殿歌](13)
84.1	科辣黑子孙的诗歌，交于乐官。调寄「加特」。
84.2	万军的上主，你的居所是多么可爱！
84.3	我的灵魂对上主的宫庭渴慕及缅怀。我的心灵以及我的肉身，向生活的天主踊跃欢欣。
84.4	万军的上主，我的君王，我的天主，麻雀靠近你的祭坛找到了住所，燕子也找到了安置幼雏的窝巢。
84.5	上主，居住在你的殿宇，常赞美你的，真是有福！
84.6	那以你作为自己的助佑，居心朝圣的人，真是有福！
84.7	他们把他们经过的干谷变为水泉，并以初雨给干谷披上祝福的衣衫。
84.8	他们的体力越行越有，到熙雍觐见至高天主。
84.9	万军的上主，求你允我的恳请，雅各伯的天主，求你侧耳倾听！
84.10	天主，我们的护盾，求你目睹，请对你的受傅者予以回顾。
84.11	的确在你宫庭逗留一日，远胜过在别处逗留千日。我宁愿站在我天主殿宇的门限，我不愿逗留在恶人帐幕的里面，
84.12	因为上主天主是太阳，是护盾。上主常广施恩爱和光荣；他对行为正直纯洁的人，从来不会拒绝赐福赐幸。
84.13	万军的上主，依赖你的，那人才算是真有福的。
	
	
85.0t	八五：[求赐和平](14)
85.1	科辣黑子孙的诗歌，交于乐官。
85.2	上主，你对你的地域已加垂怜，且将雅各伯的命运改善；
85.3	赦免了你百姓的罪愆，遮掩了他们所有的过犯；
85.4	抑制了你的一切愤怒，停止了你怒气的火焰。
85.5	天主，我们的救主，求你复兴我们，求你从我们身上消除你的气愤。
85.6	你岂能永远向我们发怒，世世代代发泄你的愤怒？
85.7	难道不是你使我们复生，使你的子民因你而欢欣？
85.8	上主，求你向我们显示你的宽仁，求你给我们赏赐你的救恩。
85.9	我要听天主上主说的话：他向自己的圣者和子民，以及向他回心转意的人，所说的话确是和平纶音。
85.10	他的救恩必接近敬畏他的人，为使光荣在我们的地上久存。
85.11	仁爱和忠信必彼此相迎，正义与和平必彼此相亲。
85.12	忠信从地下生出，正义由天上远瞩。
85.13	上主也必赐下康乐幸福；我们的地必有他的收获。
85.14	正义在上主前面行走，救恩必随上主的脚步。
	
	
86.0t	八六：[灾祸中的祈祷](17)
86.1	达味的祈祷。上主，求你侧耳俯听我，因为我可怜而又无靠。
86.2	求你保护我的灵魂，因为我热爱你，求你拯救你的仆人，因为我仰望你。
86.3	你是我的天主，求你怜悯我；上主，因为我时常向你哀告。
86.4	求你使你的仆人心灵欢欣。上主，我向你举起我的心神。
86.5	我主，因为你又良善又慈悯，凡呼号你的，你必待他宽仁；
86.6	上主，求你俯听我的祈祷，求你细听我恳求的哀号。
86.7	我在遭难时向你呼号，因为你一定会俯允我。
86.8	上主，没有任何一个神能与你相似，没有谁的作为能与你的作为相比。
86.9	上主，你所造的万民一齐来到，他们崇拜你，并宣扬你的名号。
86.10	因为你是伟大的，独行奇谋，只有你是惟一无二的天主。
86.11	上主，求你教训我你的途径，求你使我照你的真理去行；求你指引我心，敬畏你的名；
86.12	我的天主，我要全心向你赞颂，上主，我要永远光荣你的圣名。
86.13	因为你对我的仁爱浩大无边，救援我的灵魂，免陷极深阴间。
86.14	天主，骄傲的人起来将我欺凌，蛮横的一群人想害我的性命，也没有将你放在他们的眼中。
86.15	但是，上主，你是良善又慈悲的天主，你缓于发怒，极其宽仁又极其忠恕。
86.16	求你回顾我，求你怜悯我，将你的能力赐给你的仆役，救拔你婢女所生的儿子！
86.17	求你将你爱护的记号指示给我，使恼恨我的人看到而羞愧难过。上主，因为你援助了我，安慰了我。
	
	
87.0t	八七：[万民的母亲熙雍](7)
87.1	科辣黑子孙的诗歌。上主喜爱自己的宫殿，是建筑在一切的圣山。
87.2	他喜爱熙雍所有的城门，胜过雅各伯所有的帐棚。
87.3	天主的圣城！人们论到你，曾经说了许多光荣的事；
87.4	「我要将辣哈布和巴比伦，列于认识我者的人群中：连培勒舍特、提洛和雇士民，这些人都是在你那里出生。
87.5	论到熙雍，人要称她为母亲，人人都是在她那里出生；至高者要亲自使她坚定。」
87.6	上主要在万民户籍上留名：这些人也都是在那里出生。
87.7	人们要在舞蹈时歌唱说：我的一切泉源都在你内。
	
	
88.0t	八八：[哀怨歌](19)
88.1	科辣黑子孙的诗歌，交于乐官，悲调歌唱。则辣黑人赫曼的训诲诗。
88.2	上主我天主，我白天祷告，我黑夜在你的面前哀号。
88.3	愿我的祈祷上达你前，求你侧耳听我的呼喊。
88.4	因我的心灵饱受灾难，我的性命已临近阴间；
88.5	我已被列在进入坟墓的人中，我已变成与无气力的人相同。
88.6	我的床榻铺在死人的中间，与葬入坟墓者的尸身作伴，你已不再记念他们，你已不再照顾他们。
88.7	你把我放在极深的坑间，你把我置于黑暗和深渊。
88.8	你的忿怒气焰重压着我，你的大浪巨涛苦害着我。
88.9	你叫我的知己弃我远去，你使我被他们痛恨厌恶；我受他们拘留不得外出。
88.10	我的眼睛因痛苦而憔悴，上主，我天天在呼号着你，也把我的双手向你举起。
88.11	难道你还要给死人发显奇迹，或者去世的人会起来称谢你？
88.12	难道在坟墓里还有人称述你的仁慈，或者在阴府内还有人宣扬你的信义？
88.13	难道在幽暗处能有人明了你的奇迹，或者在遗忘区还有人晓得你的正义？
88.14	但是上主，我现今呼号你，我的祈祷早晨上达于你；
88.15	上主，你为什么舍弃了我的灵魂，又为什么向我掩起了你的慈容？
88.16	我自幼受苦，几乎死去，受你的威吓，万分恐惧；
88.17	你的盛怒将我淹没，你的威吓使我死掉，
88.18	象水一样常环绕着我，由四周齐来紧围着我。
88.19	你使亲友同伴将我离弃，黑暗成了我的家人知己。
	
	
89.0t	八九：[达味王朝](53)
89.1	则辣黑人厄堂的训诲诗。
89.2	我要永永远远歌咏上主的恩宠，要世世代代亲口称扬你的忠诚。
89.3	你原说过：「我的恩宠已永远奠定！」就如你在天上确定了你的忠诚。
89.4	「我同我拣选的人立了契约，向我的仆人达味起了盟誓，
89.5	我直到永远巩固你的后裔，世世代代将你的宝座建立。」
89.6	上主，愿苍天称赞你的奇事，圣者集会赞美你的忠义！
89.7	在云彩之中，谁可与上主相比，天主的众子，谁能同上主相似。
89.8	在圣者的集会中，天主令人惊恐，他伟大可怕，超过他四周的神圣。
89.9	上主万军的天主，有谁能够相似你？上主，你是全能的，你的忠信环绕你。
89.10	你统治汹涌的海啸，你平抑翻腾的波涛。
89.11	你曾践踏辣哈布，好象践踏尸体，你以大能的手臂驱散你的仇敌。
89.12	高天是属你的，厚土也是属你的，寰宇及其中的一切是你奠定的。
89.13	你创造了南方，创造了北方，大博尔，赫尔孟因你而欢畅。
89.14	你的臂膀，孔武有力，双手坚强，右手举起。
89.15	正义和公理是作你宝座的基础，仁爱和忠信走在你前面开路。
89.16	会欢乐歌唱的百姓，的确有福，上主，他们在你慈颜光中行走，
89.17	他们常常因你的名而欢跃，你的正义使他们引以自豪；
89.18	因为你的他们权势的光明，因你慈惠，我们的威能上升。
89.19	因为在上主内有我们的庇护，以色列的圣者是我们的君主。
89.20	你曾在异象中向你的圣者说：「我已经给那有能者加了冕，由百姓中将我所选者举荐。
89.21	我拣选达味做我的忠仆，也给他傅抹了圣油。
89.22	我的双手必常扶持他，我的臂膀必常坚固他，
89.23	仇敌不能欺骗他，恶人不能压伏他，
89.24	我要在他前击破他的仇敌，凡仇恨他的人，我必要打击。
89.25	我的忠信与仁慈常与他共处，他的头角因我的名而得高举。
89.26	我使他的手伸到海上，使他的右手伸到河上。
89.27	他要称赞我说：『你是我的大父，是我救恩的磐石，是我的天主。』
89.28	我也要立定他为首生子，他高出世上所有的君主。
89.29	我同他永远保持我的慈爱，我同他立的约，永不得破坏，
89.30	使他的后裔，永世不替，使他的宝位，与天日齐。
89.31	若他的子孙放弃我的法令，不照我的命令行，
89.32	若是他们违反了我的章程，不遵守我的诫命，
89.33	我必要用棍杖惩罚他们的罪过，也必用鞭子责打他们的邪恶。
89.34	但我不将我的慈爱撤退，我也不使我的忠诚作废，
89.35	也不放弃我的盟约，也不改变我的许诺。
89.36	我一次指我的圣善起誓，我也绝对不会欺骗达味。
89.37	他的后裔必定要永远兴隆，他的御座在我前，如日永恒；
89.38	又如月亮循环不停，做空中忠实的见证。」
89.39	但是你已经拒绝和摈弃，对你的受傅者愤怒大起；
89.40	将你仆人的盟约撕毁，将他的冠冕抛掷于地。
89.41	荡平了他所有的城垣，使他的堡垒化为荒原；
89.42	凡过路的人都劫掠他，他为邻人所嘲笑辱骂。
89.43	你高举了他仇人的右手，使他的敌人都满心欢愉。
89.44	使他的刀刃迟钝不利，上阵时使他不能站立；
89.45	使他的光辉消失灭迹，把他的宝座推翻于地；
89.46	缩短他青春的时日，使他四面蒙受羞耻。
89.47	上主，你不断地隐避，要到何时；上主，你的怒火如焚，何时才熄？
89.48	求你怀念我的性命何其短暂，你所创造的世人是多么虚幻！
89.49	有那一个人能常生不死，有谁能自救于阴府的权势？
89.50	吾主，你从前凭着你的忠义，向达味许的仁爱，今在哪里？
89.51	上主，求你记念你仆人所受的耻辱。在我胸中所承担异民的一切憎恶：
89.52	上主，你的仇敌所加的耻辱，凌辱你的受傅者脚步的耻辱。
89.53	愿上主永永远远受赞美！阿们，阿们！
	
90.-1t	卷四(90-106)
	
90.0t	九十：[人生似朝露](17)
90.1	天主的人梅瑟的祈祷。吾主，从永远到永远，你作了我们的靠山。
90.2	群山尚未形成，大地寰球尚未生出，从永远直到永远，你就已经是天主。
90.3	你命世人们仍归灰尘，说：归来，亚当的子孙们！
90.4	因为千年在你的眼前，好象是刚过去的昨天，好象夜里的一更时间。
90.5	你消除他们，使他们有如清晨一觉，又使他们有如刚出生的嫩苗青草，
90.6	早晨虽然旺盛繁茂，傍晚割去即形枯槁。
90.7	这样，我们因了你的怒火，而消耗殆尽；我们因了你的怒忿，而昏厥不振。
90.8	你把我们的罪过全在你的面前摆出，在你仪容的光辉前，我们的隐恶全露。
90.9	我们的日月，都在你义怒中消逝，我们的年岁，也不过象一声叹息。
90.10	我们的寿数，不外七十春秋，若是强壮，也不过八十寒暑；但多半还是充满劳苦与空虚，因转眼即逝，我们也如飞而去。
90.11	谁能体会你怒愤的威力，谁能觉察你怒火的可畏？
90.12	求你教导我们详数年岁，使我们达到内心的智慧。
90.13	上主，求你归来，尚待何时？求你快来怜恤你的仆役！
90.14	使我们清晨即饱享你的慈爱，让我们能欢欣鼓舞天天愉快！
90.15	你磨难我们，使我们受苦多少日子，求你也使我们多少年月时日欢喜。
90.16	求使你的仆人得见你的化工，给他们的子孙彰显你的尊荣。
90.17	愿上主我们的天主给我们广施仁风，求你促使我们所行的工作顺利成功，求你促使我们所行的工作顺利成功。
	
	
91.0t	九一：[天主是义人的护佑](16)
91.1	你这在至高者护佑下居住的人，你这在全能者荫庇下居主的人，
91.2	请向上主说：「我的避难所，我的碉堡，我的天主，我向你投靠。」
91.3	他必救你脱离猎户的缧泻，他必救你脱免害人的瘟疫。
91.4	他以自己的羽毛掩护你，又叫你往他的翼下逃避：他的忠信是盾牌和铠衣。
91.5	你不必怕黑夜惊人的颤栗，也不必怕白天乱飞的箭矢，
91.6	黑暗中流行的瘟疫，正午毒害人的疠疾。
91.7	在你身旁虽倒毙一千，在你右边虽跌仆一万，疫疾却到不了你身边。
91.8	然而你亲眼要观临，要见到恶人的报应。
91.9	你既知道上主是你的避难所，你就该以至高者为你的碉堡；
91.10	灾殃不会走近你的身边，祸患也不临近你的帐幔，
91.11	因为他必为你委派自己的天使，在你行走的每条路上保护你。
91.12	他们把你托在自己的手掌，不使你的脚在石头上碰伤。
91.13	你可经过在狮子和毒蛇身上，你可践踏在猛狮和毒龙身上。
91.14	上主说：「因为他依恋我，我必拯救他，他承认我的名，我必保护他。
91.15	他若呼求我，我必应允他，他若有困苦，我必偕同他，我必拯救他，也必光荣他。
91.16	我必要使他得享长寿，必让他看到我的救赎。」
	
	
92.0t	九二：[至公仁慈的天主](16)
92.1	安息日的诗歌
92.2	至高者！最幸福的事情，是赞美上主，歌颂你名，
92.3	是清晨传扬你的仁慈，是夜间宣讲你的忠义，
92.4	弹奏十弦和七弦的琴瑟，随琵琶的旋律而咏诗。
92.5	上主，你既以你的化工使我喜悦，我就因你双手的一切工程欢乐。
92.6	上主，你的工程是多么伟大微妙，你的计划是多么神秘玄奥！
92.7	无理性的人，不会明白这事，愚昧的人，也不能领略这事。
92.8	歹徒虽然一时茂盛有如青草，作奸犯科的人虽然一时显耀，然而他们终必灭亡，永远沉消，
92.9	上主，惟有你永远是至尊至高。
92.10	上主，请看你的仇人，你的仇人必要沉沦；作恶的人无处栖身。
92.11	你高举我的角似野牛的角，用极新鲜的油膏傅抹了我，
92.12	因而我的眼目轻视我的仇人，我耳欢乐听见制服我的恶人。
92.13	正义人象棕榈茂盛，似黎巴嫩的香柏高耸。
92.14	他们被栽植在上主的殿中，在我们天主的庭院里繁荣。
92.15	虽已年老，仍然结果，枝叶繁盛，依旧绿茂；
92.16	为宣扬上主是多么正直：我的磐石，他丝毫没有不义。
	
	
93.0t	九三：[天主是威严的君王](5)
93.1	上主为王，以尊威作衣冠，上主身着德能，腰束大权。他奠定了大地尘寰，大地尘寰不再摇撼；
93.2	你的宝座由太初即已建立，你的存在，从亘古即已开始。
93.3	上主，江河已经扬波，江河已经澎湃怒号，江河已经似雷狂啸。
93.4	高天的上主，具有大能，压倒滔滔洪水的巨声，冲散汪洋大海的波峰。
93.5	上主，你的约言，万分忠实可信，你的殿宇永远应享神圣。
	
	
94.0t	九四：[天主秉公处罚](23)
94.1	上主，你是伸冤的天主，伸冤的天主，求你显出！
94.2	审判大地的天主，请你起来！给骄傲人施以应得的祸灾！
94.3	上主，恶人洋洋得意，要到何时？歹徒沾沾自喜，要到何时？
94.4	他们大言不惭，要到何时？作恶的人自夸，要到何时？
94.5	上主，他们蹂躏你的百姓，他们磨难你的子民，
94.6	屠杀寡妇与旅客，将孤儿置于死地，
94.7	他们还说：上主看不见，雅各伯的天主决不管。
94.8	民间的愚昧者！你们应该知悉，糊涂的人！你们何时才能明白？
94.9	装置耳朵的，难道自己听不着？制造眼睛的，难道自己看不到？
94.10	训戒万民者，难道自己不惩治，教导人类者，难道自己无知识？
94.11	上主认透人的思念，原来都是虚幻。
94.12	上主，那接受你教训的人，你教他法律，是有福的人，
94.13	他必在患难时获享安稳，直到给恶人们掘下了陷阱。
94.14	因为上主不拒绝自己的百姓，上主不遗弃自己的人民。
94.15	原来公理必归正义的人士，心地公正的人，必追求公理。
94.16	谁肯奋起替我攻打行凶的人，谁肯站起替我抵抗作恶的人？
94.17	若不是上主扶助我，我的灵魂已归冥所。
94.18	我正在想说：我的脚步快要滑倒。上主，你就以你的仁慈来扶助我。
94.19	忧愁焦思虽然齐集我的心神，你的安慰却舒畅了我的灵魂。
94.20	若有人冒充法律，制造苦恼，不义的法庭，岂能与你相好？
94.21	他们残害义人的性命，判决无辜人的流血刑。
94.22	然而上主必定作堡垒，我的天主作我避难的磐石。
94.23	他必以他们的罪过来报复他们；必要用他们的凶恶来消灭他们，上主我们的天主必要消灭他们。
	
	
95.0t	九五：[请众齐来伏地朝拜](11)
95.1	请大家前来，我们要向上主歌舞，齐向救助我们的磐石高歌欢呼。
95.2	一齐到他面前，感恩赞颂，向他歌吟圣诗，欢呼吟咏。
95.3	上主原是尊高的天主，原是超越诸神的大主；
95.4	大地的深渊，全在他手，高山的顶峰，为他所有。
95.5	海洋属他，因为是他创造的，陆地也是他亲手所形成的。
95.6	请大家前来，一齐伏地朝拜，向造我们的上主，屈膝示爱。
95.7	因为他是我们的真神，我们是他牧养的人民，是他手所引导的羊群。今天该听从他的声音：
95.8	「不要再象在默黎巴那样心顽，也不要象在旷野中玛撒那天！
95.9	你们的祖先虽然见过我的工作，在那里他们还是试探我，考验我。
95.10	四十年之久，我厌恶了那一世代，曾说：这百姓心中迷惑，不肯承认我的真道，
95.11	因此我怀着愤怒而起誓说：他们决不得进入我的的安所。」
	
	
96.0t	九六：[天主是万物之主](13)
96.1	请众齐向上主歌唱新歌，普世大地，请向上主讴歌！
96.2	请向上主歌唱，赞美他的圣名，一日复一日地，宣扬他的救恩。
96.3	请在列邦中，传述他的光荣，请在万民中，宣扬他的奇功。
96.4	因为上主伟大，应受赞美，惟他超越众神，可敬可畏。
96.5	万邦的众神尽属虚幻，但上主却造成了苍天；
96.6	威严与尊荣，常在他的面前，权能与光耀，围绕他的圣坛。
96.7	各民各族，请将光荣归于上主，各家各户，请将威能归于上主。
96.8	请将主名光荣归于上主！请进入他的庭院奉献祭物。
96.9	请穿圣洁的礼服，叩拜上主，普世大地，要在他面前颤抖！
96.10	请在万民中高呼：上主为王！他稳定寰宇，使它不再动荡，他以正义公道来治理万邦。
