1.-1t	玛加伯上
10.72	你要查询一下我是谁，其它作我们后盾又是谁。人都说，你们决不能抵抗我们，因为你的祖先，曾在自己的土地上，逃跑过两次。
10.73	现在这平原里没有石头，也没有盘石，更没有逃避的地方，你决不能抵抗骑兵，和这么多的军队。
10.74	约纳堂一听阿颇罗尼的这些话，勃然大怒，挑选了一万人，从耶路撒冷出发，他哥哥息孟也与他会合，给他助战。
10.75	他便在约培对面扎了营。城里的人关了城门，因为约培城内有阿颇罗尼的军队。犹太人于是攻城，
10.76	城中人心里害怕，就开了门，约纳堂遂占领了约培。
10.77	阿颇罗尼听说这事，遂即动员三千骑兵，一队庞大的步兵，假作过路的样式，向阿左托进发，却突然开往平原，因为那里有他所依仗的一大队骑兵。
10.78	那时，约纳堂尾随阿颇罗尼，也赶到阿左托，双方军队于是交锋，
10.79	阿颇罗尼曾留下一千骑兵，在他们背后埋伏。
10.80	约纳堂也知道自己背后有埋伏；军队遂被包围，从早到晚，受敌箭射击。
10.81	但军人遵从约纳堂的命令，坚持不动，敌人的战马终于疲乏。
10.82	息孟于是引军队出击，加入阵线，敌军终因骑兵都已疲惫，大败逃走。
10.83	骑兵在平原里四散奔逃，逃到阿左托，进入他们的达贡庙逃命。
10.84	但是，约纳堂焚毁了阿左托及其四周村镇，得了其中的战利品，又将达贡庙和逃到里面的人，都放火烧了。
10.85	这次死在刀下和烧死的，约有八千人。
10.86	约纳堂离开那里，又在阿市刻隆扎营，城里的人都出来热烈地欢迎他。
10.87	约纳堂然后率领部下，带着许多战利品，回了耶路撒冷。
10.88	亚历山大王一听说这事，就更加光荣约纳堂：
10.89	就是将按习惯应赐给君王贵戚的金扣，送给他；并且还将厄刻龙及其属地，赐给他作为产业。
	
11.0t	第十一章（74）
	
11.1t	亚历山大遭倾国之祸
11.1	埃及王聚集了多如海沙的大军，和许多船只，图谋用诡计夺取亚历山大的国土，归属自己的版图；
11.2	他便一路扬言和平，往叙利亚进发，各城的居民都给他们开门，迎接他，因为亚历山大曾下令，要人欢迎他，因为他是自己的岳父。
11.3	但是，每当仆托肋米进入一城，就在那城内派上自己的军队防守；
11.4	及至来近阿左托时，人便将焚毁了的达贡庙、阿左托和其周围的废墟，以及横躺竖卧的尸体，和战时被焚烧的遗骸，堆积在他要经过的路旁，指给他看；
11.5	并将约纳堂行的事，陈述给王，意思是要王惩罚他，王却默然不语。
11.6	那时，约纳堂又堂堂正正地来到了约培，与王会面；彼此请安，还一起在那里过宿。
11.7	约纳堂陪伴君王，来到称为厄娄特洛的河那里，纔返回耶路撒冷。
11.8	仆托肋米王既占领了沿海各城，直到临海的色娄基雅，就对亚历山大起了恶意，
11.9	于是派遣使者见德默特琉王说：「请你来，我们彼此结为同盟，我要将嫁与亚历山大的女儿给你为妻，你在你的祖国将要为王。
11.10	我后悔把我的女儿嫁给了他，因为他竟然谋害我。」
11.11	他诬枉亚历山大，是因为他垂涎他的国土。
11.12	于是将自己的女儿抢去，嫁给德默特琉，而与亚历山大绝交；他们之间的仇恨就此公开了。
11.13	仆托肋米进了安提约基雅，就戴上了亚细亚的王冠：这样在他的头上戴着埃及和亚细亚的两顶王冠。
11.14	那时，亚历山大王正在基里基雅，因为那地方的人民发生了变乱。
11.15	但亚历山大一听说这事，就来与他交战；仆托肋米王也率领大军来猛攻亚历山大，将他击败。
11.16	亚历山大便逃到阿剌伯，在那里避难，仆托肋米王于是胜利了。
11.17	阿剌伯人匝贝狄耳便砍了亚历山大的头，送给了仆托肋米。
11.18	三天后，仆托肋米王也死了，他留在堡垒里的埃及人，也被堡垒里的本地人杀死。
11.19	德默特琉遂登上王位，时在一百六十七年。
	
11.20t	德默特琉第二应许犹太各种权利
11.20	那时，约纳堂召集犹太人，攻打耶路撒冷的堡垒；为攻打堡垒，制造了许多军械。
11.21	有些怀恨自己百姓的歹徒，竟来到王前，将约纳堂围攻堡垒的事，向他报告了。
11.22	王听了大怒，就立刻动身，到了仆托肋买，给约纳堂写信，要他停止围攻，且叫他赶快来仆托肋买，与他会面商谈。
11.23	约纳堂听说后，仍下令继续围攻，选了以色列中的几位长老和司祭，与他同去冒险，
11.24	且带着金银、衣服和许多别的礼品，前往仆托肋买，来会见君王，甚得君王的欢心。
11.25	这时，百姓中有几个歹徒，仍来控告他；
11.26	但是王对待他，仍如前王对待他一样，在自己的众位朋友前赞扬他；
11.27	并且保证他仍作大司祭，仍享有从前所有的各种特殊荣誉，还将他列入王的一等朋友之中。
11.28	约纳堂便要求王豁免犹太及撒玛黎雅三区的赋税，而许给王三百「塔冷通」。
11.29	王应允了，并且关于这一切事，还给约纳堂写了以下的信说：
11.30	「德默特琉王祝约纳堂兄和犹太民族安好！
11.31	关于你们的事，我们已给我们的亲贵拉斯特乃去了信，如今我们将原文录下，送给你们，使你们知道它的内容：
11.32	『德默特琉王祝亚父拉斯特乃安好！
11.33	我们决意要善待犹太民族，因为他们是我们的朋友，对我们保持了正义，且怀有善意。
11.34	因此，我们也将犹太地，及由撒玛黎雅划归犹太的阿斐赖玛、里达和辣玛塔因三区，以及一切属镇，归于他们。凡到耶路撒冷献祭的人，他们从前每年应向王缴纳地产和树上的果实等税，现在我一律豁免。
11.35	其它凡归于我们的什一之物、经常税、盐井税，以及应归于我们的王冠金等，从今日起，一概豁免。
11.36	凡此种种，由今日起，直到无限期，一概不得废除。』
11.37	所以，现在请你们费心，再将这张公文腾抄一份，送给约纳堂，叫他放在圣山的显明处。」
	
11.38t	犹太人保护德默特琉
11.38	此后，德默特琉王见自己治理的国泰民安，无人造反，便将所有的军队遣散，各回本乡，祇有由异民海岛招募来的外方军队例外，因而他父亲的旧部队都恼恨他。
11.39	那时，原先曾作亚历山大同党的特黎丰，见众军队抱怨德默特琉，遂去见教养亚历山大幼子安提约古的阿剌伯人依玛谷。
11.40	他催逼他将孩子交给自己，使他继承他父亲的王位；也将德默特琉的一切作为，以及众军队愤恨他的事，都给依玛谷述说了。以后他在那里也住了多日。
11.41	那时，约纳堂遣人到德默特琉王前，要求他将耶路撒冷堡垒里及各营寨里的人撤回，因为他们常攻击以色列人。
11.42	德默特琉遂差遣人到约纳堂那里去说：「我不但对你和你的民族要作这些事，几时我有好机会，我还要极力光荣你和你的民族。
11.43	现在更好请你派遣一些人，来帮助我出征，因为我的一切军队都已离去。」
11.44	约纳堂便给他往安提约基雅调去三千勇兵；他们来到王前，王因他们的来临感到喜乐。
11.45	那时，约有十二万市民，在城中心集合，想要杀害国王，
11.46	国王便躲到宫殿里去。市民一占据城中要道，即开始进攻。
11.47	国王遂求犹太人帮忙，他们便一起聚集到他跟前，然后分散到城里，在那一天杀了约十万人，
11.48	也把城烧了，同时获得了许多战利品，且营救了国王。
11.49	城里的人见犹太人占据了城池，任意行事，都胆战心惊，遂呼求国王说：
11.50	「请向我们伸出右手，叫犹太人停止攻击我们和城池！」
11.51	他们遂放下武器讲和。这样，犹太人在国王及其国民前受到光荣，然后带着许多战利品，回了耶路撒冷。
11.52	德默特琉王于是又坐上王位，国家在他统治下又安定了。
11.53	但是他竟背弃了他所应许的一切，对约纳堂也疏远了，不但没有按照约纳堂对他所施的恩惠还报，反而处处为难。
	
11.54t	新王安提约古第六盛赞约纳堂
11.54	此后，特黎丰便领着幼儿安提约古回来；安提约古于是称王，戴上王冠。
11.55	此时德默特琉所遣散的军队，都聚集起来，攻击德默特琉，德默特琉只得转身逃走。
11.56	特黎丰因而获得了象队，占据了安提约基雅。
11.57	那时，小安提约古给约纳堂写信说：「我立你为大司祭，派你管辖四区，将你列入国王朋友中。」
11.58	他给他送上金器和一套餐具，准他以金杯饮酒，紫袍，带金扣；
11.59	又任命他哥哥息孟为总督，由提洛梯山直到埃及边境，都由他管辖。
	
11.60t	约纳堂奋勇作战
11.60	那时，约纳堂出巡大河以西的各城各地，叙利亚的军队都聚集到他跟前，助他作战；他来到阿市刻隆时，城里的居民都热烈地欢迎他。
11.61	他又由此往迦萨去，迦萨的居民却关闭城门；他就围攻那城，放火烧了郊区，洗劫一空。
11.62	迦萨的居民遂求约纳堂，约纳堂就同他们讲和，只是将他们首领的孩子带去，送到耶路撒冷作质。他走遍全境，直到大马士革。
11.63	那时，约纳堂听说，德默特琉的将领们，带着大军，来到加里肋亚的卡德士，迫他放弃自己的职务；
11.64	他就将自己的哥哥息孟留在那里，自己迎敌去了。
11.65	息孟在贝特族尔对面扎营，攻打了多日，将那地封锁。
11.66	贝特族尔人向他求和，息孟便同他们讲和，将他们从那里赶走，占据了那城，并在城里驻扎了军队。
11.67	同时约纳堂和他的军队，在革乃撒尔湖畔扎营，第二天清早，抵达哈祚尔平原。
11.68	有一支外方人的军队到平原与他交战。且在山上设下埋伏。当这支军队向犹太人冲来时，
11.69	埋伏的人忽然从埋伏的地方出来，与他们交战。
11.70	约纳堂的部下都逃散了，除军长阿贝沙隆的儿子玛塔提雅，和哈耳非的儿子犹大外，没有剩下一个。
11.71	约纳堂便撕破衣服，头上撒土，且行祈祷。
11.72	然后转过身来，向敌人进攻，使他们溃败而逃。
11.73	他逃散的部下一见，就又回到他跟前，同他一起将敌人追赶到卡德士敌营，遂在那里安了营。
11.74	那天外方军队死亡的，约有三千人。约纳堂以后回了耶路撒冷。
	
12.0t	第十二章（53）
	
12.1t	约纳堂与罗马及斯巴达建交
12.1	约纳堂见时局为自己有利，就挑选几个人，打发他们往罗马去，与罗马人重修旧好。
12.2	为了这事，也给斯巴达人及其它地方写了信。
12.3	使者到了罗马，进了元老院，说道：「大司祭约纳堂和犹太人民，打发我们来，请你们与他们重修友好盟约，如同从前一样。」
12.4	元老们就交给他们一封给各地官吏的公函，以护送他们平安回到犹太地方。
12.5	约纳堂写给斯巴达人的信，原文如下：
12.6	「大司祭约纳堂，民间长老、司祭及犹太其余民众，祝斯巴达弟兄安好！
12.7	从前管辖你们的君王阿勒乌，致书大司祭敖尼维时，曾称你们是我们的弟兄，正如所附副本指出的一样。
12.8	敖尼雅曾优待了被打发来的使者，也接受了谈及联盟与友好的信件。
12.9	我们虽然不需要这些事，因为有我们手中的圣经作安慰；
12.10	但是我们仍愿试验一下，遣发使者到你们那里去，为与你们重建弟兄和朋友之谊，不致与你们疏远，因为自从收到你们的来信后，到现在时间已经过了很久。
12.11	所以我们在节日，及其它法定日子，当献祭和祈祷时，时常不断记念你们；原来记念自己的弟兄，本是理所当然的。
12.12	我们也为了你们的荣耀而喜乐。
12.13	至于我们，当种种困难、连年战争、四面楚歌、邻国攻打我们的时候，
12.14	在这些战争中，我们不愿意麻烦你们和我们其它的同盟及友邦，
12.15	因为我们有上天的助佑，来协助我们，拯救我们脱离敌人的手，使敌人屈服。
12.16	所以我们纔选派安提约古的儿子奴默尼，和雅松的儿子安提帕特，打发他们到罗马人那里去，与他们重立昔日的友好同盟。
12.17	我们也吩咐他们，到你们那里去，向你们致敬，并且也把关于重建我们之间弟兄友谊的书信，呈给你们，
12.18	也请你们对这事给我们一个答复。」
12.19	这是从前寄给敖尼雅的信的副本：
12.20	「斯巴达王阿勒乌，祝大司祭敖尼雅安好！
12.21	在论及斯巴达人和犹太人一文献上发现：这两个民族彼此是弟兄，因为他们都是亚巴郎的后裔。
12.22	现在我们既然知道这事，就请你们更好将你们的升平情况，写给我们，
12.23	我们也写给你们：凡你们的牲畜和财产，都是我们的；凡我们的，也都是你们的；所以我们吩咐了使者，将这些事呈报给你们。」
	
12.24t	约纳堂与息孟出征
12.24	约纳堂听说：德默特琉的将领，带着比以前更多的军队回来，要与他作战，
12.25	就离开耶路撒冷，往哈玛特地方去迎击敌人，因为他不肯让他们有侵入自己边境的时间。
12.26	并且打发侦探到敌方军营里去，他们回来给他报告说：敌人决议要在夜间进袭。
12.27	太阳西落时，约纳堂吩咐部下戒备，整夜携带武器，准备作战，并在军营四周，派上哨兵。
12.28	敌人听说约纳堂和部下都准备决战，怕得胆战心惊，便在自己营中点起火，逃走了。
12.29	约纳堂和他的部下，先只看见火光，直到早晨纔知道敌人已经逃走。
12.30	约纳堂就去追赶他们，但没有追上，因为他们早已渡过厄娄特洛河。
12.31	约纳堂转而攻击称为匝巴泰的阿剌伯人，将他打败，抢掠了他们的财物。
12.32	之后，便又出发，来到大马士革，走遍全境。
12.33	同时，息孟也出征，直到阿市刻隆和临近堡垒，然后转向约培，占据了那城。
12.34	因为听说，有人愿将此堡垒交给德默特琉的党羽，遂在那里派军队把守。
12.35	约纳堂回来之后，召集民间长老，与他们议决，要在犹太修建一些堡垒，
12.36	加高耶路撒冷的围墙，在堡垒与城之间，修筑一堵高墙，将堡垒与城分开，使堡垒孤立，叫其中的人不能买卖。
12.37	犹太人便聚集起来修城，因为溪旁的东墙，已经倒塌；也把称为加斐纳达的地区加以重修。
12.38	那时，息孟在舍斐拉也重修了哈狄得，加以设防，还安上门和闩。
	
12.39t	特黎丰背信逮捕约纳堂
12.39	那时，特黎丰企图作亚细亚王，自戴王冠，而向安提约古下手，
12.40	却怕约纳堂不容许他如此作，反而来攻打他，便设计擒拿约纳堂，将他杀死；遂起程来到贝特商。
12.41	约纳堂带着四万作战精兵出发，也来到贝特商，与也交战。
12.42	特黎丰见约纳堂带着大军前来，不敢向他下手；
12.43	便以礼接待他，将他推荐给自己的众朋友，送给他礼物，还命自己的朋友和自己的军队，都要服从他，如同服从自己一样，
12.44	然后对约纳堂说：「我们之间，既无战事，你为什么烦劳这么多的人呢？
12.45	现在你打发他们各回本家罢！为你自己只选少数的人跟随你，同我一起往仆托肋买去，我要将这座城，及其它堡垒、军队和一切官吏、都交给你；然后我回去，因为我原是为这事而来的。」
12.46	约纳堂相信了他，就按他的话作了，遣散了军队，让他们回到犹太地，
12.47	只为自留下三千人，其中两千人留在加里肋亚，与他同行的只有一千人。
12.48	约纳堂一进仆托肋买城，仆托肋买人便关了城门，将他捉住，用刀将他同来的众人都杀了。
12.49	同时，特黎丰又派步兵和骑兵，前往加里肋亚和大平原，去消灭约纳堂的一切党羽。
12.50	这些人虽已知道约纳堂和跟从他的人，都被逮捕杀害，但仍然彼此鼓励，整队而出，准备决一死战。
12.51	追赶他们的敌人，一见犹太人决意要为保全性命而战，就折回去了。
12.52	这些人因此纔平安回到犹太地，他们都哀悼约纳堂和跟从他的人，同时也非常恐惧；全以色列也都表示哀痛。
12.53	那时，他们四邻所有的异民，都想灭绝犹太人说：「他们既没有领袖，又没有人帮助，现在我们应该去攻打他们，将他们的遗迹由人间除去。」
	
	
	
13.-1t	息孟元帅兼大司祭
	
13.0t	第十三章（53）
	
13.1t	息孟被选为领袖
13.1	息孟听说特黎丰集合大军，要来扫荡犹太地，
13.2	又见百姓战兢害怕，就上了耶路撒冷，召集民众，
13.3	劝勉他们说：「你们都知道，我与我的兄弟及我父全家，为法律，为圣所所作的事，所经的战争和艰难。
13.4	为这个缘故，我所有的兄弟，都为以色列而殉难，只剩下我一人。
13.5	现在，在整个灾难期中，我决不顾惜我的生命，虽然我并不比我的兄弟们强，
13.6	但是我要为我的民族，为圣所，并为你们的妻子儿女报仇，因为一切的异民，都为了仇恨我们，而聚集起来，要消灭我们。」
13.7	民众听了这些话，精神都振作起来，
13.8	大声回答说：「你要代替你的兄弟犹大和约纳堂，作我们的领袖，
13.9	为我们作战。凡你吩咐的，我们都要照办。」
13.10	息孟于是召集众战士，又催促人们赶快完成耶路撒冷的城墙，并在四周设防。
13.11	他又打发阿贝沙隆的儿子约纳堂，带着足够的军队，到约培去，将城中的人赶走，然后驻扎在那里。
	
13.12t	特黎丰杀约纳堂
13.12	特黎丰离开仆托肋买，带着大军，要侵入犹太地，且押着约纳堂与他同去。
13.13	那时，息孟在平原对面的哈狄得扎营。
13.14	特黎丰知道息孟起来，承继了他弟弟约纳堂的职位，准备与自己决战，就打发使者到他那里说：
13.15	「我们逮捕了你弟弟约纳堂，是因为他在所尽职务上，欠了国王的银子。
13.16	现在你若送来一百「塔冷通」银子，并将他的两个孩子送来作质，我们就释放他，免得他被释放后，再背叛我们。」
13.17	息孟明知使者们对他说的，都是欺诈的话，但仍派人去取银钱，并将孩子带来，免得惹起民众的怨恨，
13.18	说：「约纳堂死了，是因为息孟没有将银钱和孩子送去。」
13.19	所以他便将孩子和一百「塔冷通」银子送去；可是，特黎丰这骗子，并没有释放约纳堂。
13.20	此后，特黎丰仍要进侵犹太疆域，加以扫荡，便在通往阿多辣去的路上，绕道而行；但是，不论往里去，息孟和他的军队总是追迹而至。
13.21	那时，堡垒里的人打发使者到特黎丰那里，催他赶快经过旷野，来到他们那里，并将食粮给他们送来。
13.22	特黎丰就准备了他的全部马队前往。但是那一夜，大雪纷飞，因此不能前进，遂起程往基肋阿得去了。
13.23	当他临近巴斯加玛时，将约纳堂杀死，就埋葬在那里。
13.24	特黎丰就回国去了。
	
13.25t	在摩丁为约纳堂立纪念碑
13.25	息孟遣人去运回他兄弟的骨骸，将他埋葬在他祖先的摩丁城里。
13.26	全以色列都举哀痛吊他，哀哭多日。
13.27	之后，息孟在他父亲与他兄弟们的墓上，用前后光泽的石头，修了一座相当高大的纪念碑，从远处可以望见。
13.28	他为父母和四个兄弟，还立了七座金字塔，彼此相对；
13.29	且为塔作了一些装饰品，就是在四周，立了一些大石柱，石柱上刻了武器，作为永久的记念；又在武器旁，雕刻了船像，使航海的人都可以看到。
13.30	息孟在摩丁修建的这座坟墓，至今犹存。
	
13.31t	息孟加入德默特琉发阵营
13.31	特黎丰用诡计对待幼王安提约古，终于将幼王杀害，
13.32	篡了王位，戴上亚细亚的王冠，使当地遭受到大害。
13.33	息孟修建犹太各处的堡垒，全用高楼巨墙围起，安上门和闩，又在堡垒内储藏了粮食。
13.34	息孟然后选派几个人，去见德默特琉王，要求他豁免本地赋税，因为特黎丰的一切所为，无异劫掠。
13.35	德默特琉王便按照他的要求，给他写了下面的信，答复他说：
13.36	「德默特琉王祝列王的朋友--息孟大司祭，长老及犹太民族安好！
13.37	你们送的金冠和金棕榈枝我们已经收到。我们业已准备好，要同你们尽力和好，要以书面通知官吏，豁免你们的赋税。
13.38	凡从前给你们规定的，仍为有效；你们修建的堡垒，仍归你们所有。
13.39	截至今日止，你们无知的错误与罪过，我们都一律赦免，也豁免你们所应缴纳的王冠金；假如在耶路撒冷还有其它的杂税，也一概不再征收。
13.40	如果你们中间，有适于作我们侍卫的人，都可录用；希望我们之间，常有和平。」
	
13.41t	息孟占领革则尔及耶京堡垒
13.41	一百七十年，异民的重轭，由以色列人身上解除了。
13.42	民众于是在文书及契约上，开始写：犹太人的大司祭、大元帅、领袖息孟元年。
13.43	那时，息孟安营攻打革则尔，派军队将城包围，也造了战楼，竖在城前，攻破了一座碉堡，而将城占领。
13.44	战楼里的士兵，于是跃入城中，城中一时大乱。
13.45	城里的居民，撕破了衣服，带着妻子儿上了城，大声呼喊，祈求息孟同他们讲和，
13.46	说：「请不要照我们的恶行，对待我们，而照你的仁慈，对待我们罢！」
13.47	息孟便与他讲和，停止攻击，只把他们从城里赶走，将有偶像的房屋，都洗涤洁净；以后，唱着赞美诗与祝谢词进了城。
13.48	先清除城内一切不洁之物，然后使一些守法的人住在里面，并加强防御工事，也在里面为自己修了一座房屋。
13.49	耶路撒冷堡垒里的人，因不能在那地区出入买卖，非常饥饿，甚至有很多人饿死了。
13.50	他们于是呼求息孟讲和，息孟就同他们讲和；将他们由堡垒赶出，扫除了秽物，清洁了堡垒。
13.51	一百七十一年二月二十三日，犹太人兴高彩烈地，拿着棕榈枝，弹着琴瑟，敲着铙钹，拉着提琴，唱着诗歌，进入堡垒，因为大仇敌已从以色列肃清。
13.52	息孟规定每年要欢乐地庆祝这一天。他又加强靠近堡垒的圣殿山，便与部下住在那里。
13.53	息孟见自己的儿子若望已经成人，于是派他作全军帅，叫他驻扎在革则尔。
	
14.0t	第十四章（49）
	
14.1t	德默特琉第二出征被俘
14.1	一百七十二年，德默特琉王调集军队，开往玛待，以求获得兵源，好与特黎丰决战。
14.2	波斯和玛待王阿尔撒革听说德默特琉已侵入他的边境，就派遣自己一员大将去活捉他。
14.3	这位大将前往，击败了德默特琉的军队，将他捉住，解到阿尔撒革王前，阿尔撒革将他囚在监里。
	
14.4t	咏述息孟的功德
14.4	息孟执政期间，犹太国泰民安，他只谋求自己民族的福利，因此对他的统治，人民心悦诚服，他荣耀一生常存。
14.5	除此荣耀外，又占据了约培，建为海港，辟作通往海岛的口岸；
14.6	他开拓了本国的疆域，全国都在他权下。
14.7	他安置了大批战俘，征服了革则尔、贝特族尔和耶路撒冷的堡垒；除去城中的不洁，没有人能敌抗他。
14.8	人都平安耕种田地，土地按时出产，平原上的树木依时结果。
14.9	老者闲坐街头，众人谈论公益，少年身盛服和军装。
14.10	他为各城储存食粮，用防御工事巩固城池；因此，他的名声传遍了天涯地角。
14.11	他使本国得享平安，以色列人皆大喜欢。
14.12	每人安坐在自己的葡萄树及无花果树下，无人前来惊吓。
14.13	那时，国内敌人已经绝迹，列王已被击退。
14.14	凡国内低下小民，他都予以扶持；他寻求法律，而铲除一切恶徒败类；
14.15	他尽量使圣殿壮观，增添圣所里的器皿。
	
14.16t	息孟与外族修好
14.16	罗马人及斯巴达人听说约纳堂死了，都很哀伤。
14.17	他们一听说他哥哥息孟继任作大司祭，掌管国家及各城邑，
14.18	便用铜版给他写信，重新与他缔结友好盟约，就如从前与他弟弟犹大和约纳堂所缔结的盟约一样。
14.19	这信就在耶路撒冷会众面前宣读了。
14.20	斯巴达人送来的信，抄录如下：「斯巴达人的首领及城邑，祝大司祭息孟，各位长老，司祭及其余犹太人民兄弟们安好！
14.21	你们派到我国来的使者，将你们的光荣与尊威，一一告诉了我们；我们对他们的光临，都很喜欢。
14.22	他们所说的话，我们也都这样记在国会大事录上：『犹太人的使者，安提约古的儿子奴默尼，与雅松的儿子安提帕特，来到我们这里，为与我们重订友好盟约，
14.23	百姓对他们曾予以隆重热烈的欢迎，且将他们的话，记载在国会档案内，为给斯巴达人留作纪念。』我们也将这文件的副本，给大司祭息孟呈写一份。」
14.24	此后，息孟又派遣奴默尼赴罗马，他带有大金盾一座，价值约一千「米乃」，以便与他们订立同盟。
	
14.25t	记载玛加伯家功勋的文献
14.25	民众一听到这些事，就说：「我们要怎样感谢息孟和他的儿子们呢？
14.26	因为他与他的兄弟们以及他父亲的全家，都表现了英勇的行为，打败了以色列的仇敌，给以色列奠定了自由。」于是他们将这些史迹刻于铜版，嵌在熙雍山的石柱上。
14.27	其原文如下：「一百七十二年，「厄路耳」月十八日，大司祭息孟三年，在阿撒辣默耳，
14.28	有人在司祭、百姓、民众的首领及全国长老盛大集会时，通告我们说：
14.29	当国内在不断战争中，约阿黎布的后裔，玛塔提雅的儿子息孟，和他的兄弟们，为了支持并维护圣所和法律，冒着性命的危险，抵抗了民族的仇敌，使自己的民族获得了莫大的光荣。
14.30	在约纳堂统一自己的国家，作了他们大司祭，归到他亲族那里之后，
14.31	犹太人的敌人，便企图进占他们的国境，伸手侵犯圣所；
14.32	那时息孟起来，为自己的民族而战，花尽了自己的许多钱财，装备了自己人民中的勇士，发给他们粮饷。
14.33	他曾在犹太各城邑，并在犹太边境上贝特族尔设防；敌人从前曾在那里贮藏过武器，所以他便在那里派了犹太人把守。
14.34	他又巩固了靠海的约培，和位于阿左托边界的革则尔；敌人从前曾盘踞在那里，所以他就派犹太人居住在那里，凡他们所需要的一切，他都给他们准备了。
14.35	民众见到息孟的忠诚，及为自己民族所获得的光荣，便拥护他作自己的领袖和大司祭，因为他行了这一切事，因为他对自己的民族，持守正义与忠诚；因为他想尽一切方法，高举自己的百姓。
14.36	他在世时，凡他所行的无不顺利；他将异民从国内赶走，又赶走在耶路撒冷达味城内为自己建造堡垒的人，因为他们时常从堡垒里出来，污辱圣所的四周，侵犯圣所的圣洁。
14.37	他派犹太士兵在堡垒里驻守，为了国家与城邑的安全，还巩固了这座堡垒，更加高耶路撒冷的城垣。
14.38	为此，德默特琉王也委任他为大司祭，
14.39	将他列为自己朋友之一，加给他很大的光荣；
14.40	因为君王曾听说：罗马人称犹太人为朋友，为同盟，为兄弟；又听说他们曾热烈地欢迎息孟的使者。
14.41	犹太人和司祭们，都喜欢息孟常作他们的领袖和大司祭，直一位忠诚的先知兴起为止。
14.42	也喜欢息孟作他们的统帅，要他管理圣所，要他委派人员执行政务，管理疆域、军械与堡垒；
14.43	喜欢他管理圣所，所有的人都听从他，都以他的名义，书写国内一切公文，并且使他穿上紫袍，戴上金饰。
14.44	无论是平民或司祭，不得废除上述任何一项。他出的命令不得反对。没有他的许可，不得擅自在国内召集会议；不得身穿紫袍，头戴金冠。
14.45	若有人反对此事，或违犯其中任何一项，便是罪犯。
14.46	全民众都赞成给予息孟按这些话实行的权柄。
14.47	息孟接受了，也乐意作大司祭，作犹太人及众司祭的统师和元首，主理一切事务。」
14.48	遂命人将这篇文字，刻于铜版，嵌在圣所墙壁的显明处，
14.49	并将副本放在银库里，由息孟及其子孙保管。
	
15.0t	第十五章（41）
	
15.1t	安提约古与息孟缔约
15.1	德默特琉王的儿子安提约古，从海岛上致书给犹太人的首领息孟大司祭和一切犹太人民，
15.2	内容如下：「安提约古王祝大司祭兼首领息孟及犹太人民安好！
15.3	昔日有些歹徒统治了我们的祖国，我决意要将王国夺回，恢复原状；为此我招募许多军队，准备许多战船，
15.4	决意要登陆，向那些破坏了我国领土，使国内许多城邑变成废墟的人复仇。
15.5	所以，凡先王过去对你所豁免的一切赋税，对你所豁免的任何其它贡品，现在我都加以追认。
15.6	我还准许你，为你本国铸造自己的货币。
15.7	耶路撒冷及圣所是自由区；凡你所制造的武器，所建筑的及你现在占据的堡垒，仍属于你。
15.8	凡你所欠王的债，以及你将来应给王缴纳的，目今以后，永远豁免。
15.9	几时我们光复了王国，我还要盛大地光荣你、你的民族和圣殿，使你们光荣彰显于天下。」
15.10	一百七十四年，安提约古进军祖国，一切军队都来归顺他，以致跟从特黎丰的人很少。
15.11	安提约古王追击他，他只得逃往临海的多辣去了，
15.12	因为他见祸患临头，军队又背离了他。
15.13	安提约古便面对多辣扎营，跟从他的有的有步兵十二万，骑兵八千。
15.14	他将这城包围，海中的战船也在迫进，海陆一起夹攻，不准任何人出入。
	
15.15t	罗马通告各国保护犹太
15.15	那时，奴默尼和他的同伴，从罗马回来，带着致众君王各邦国的书信，信上这样写道：
15.16	「罗马执政路基犹祝仆托肋米王安好！
15.17	息孟大司祭和犹太人民，派遣犹太使者，如我们的朋友与盟邦一样，来到我们这里，重订以前的友好同盟。
15.18	他们还带来一座一千「米乃」的金盾。
15.19	所以我们乐意写信通告各位君王，各邦国：不可对犹太人图谋不轨，不可攻打他们、他们的城邑和国家，也不可与他们的敌人缔结同盟。
15.20	我们乐意接受他们的金盾。
15.21	所以，若有歹徒，从他们国内逃到你们那里，你们应将他们交于息孟大司祭，使他按自己的法律惩治。」
15.22	执政者也将这事，写给德默特琉王、阿塔路、阿黎雅辣特和阿尔撒革，
15.23	也写给各国，即散仆撒默、斯巴达人、德罗、明多、息基雍、加黎雅、撒摩、旁非里雅、里基雅、哈里加纳索、洛多、法色里、科斯、息德、阿辣多、哥尔提纳、克尼多、塞浦路斯、基勒乃等。
15.24	他们还将这信给息孟大司祭抄写了一份。
	
15.25t	安提约古背约
15.25	同时，安提约古在多辣附近扎营，不断进军攻城，并且制造运械，包围特黎丰，使他不能出入。
15.26	这时，息孟派精兵两千来助战，同时还赠送金银和大批武器。
15.27	无如安提约古不肯接受，反而废除了以前与息孟立订的一切盟约，待他如陌生人。
15.28	安提约古王派遣他的一个朋友阿特诺彼，去见他与他商讨说：「你们占据了我王国的城邑约培、革则尔和在耶路撒冷的堡垒，
15.29	蹂躏那些区域，在国内制造了严重的灾祸，还在我王国内占领了许多地方。
15.30	所以，现在你们应归还你们所夺去的城邑，并将你们在犹太境外由占领地区所收的税交出。
