1.-2t	撒慕尔纪上
17.46	今天上主定把你交在我手中，我必打死你割下你的头来；今天我要把你的尸体和培肋舍特军人的尸体，给空中的飞鸟和田野的走兽吃：这样：全地都要知道在以色列有天主。
17.47	在埸的众人也要知道，上主不赖刀枪赐人胜利，战争胜负只属于上主，□已把你们交我们手中了」。
17.48	正当那培肋舍特人起身，大摇大摆向达味走来时，达味赶快由阵中跑出来，迎那培肋舍特人；
17.49	同时伸手，由囊中取出一块石头，套在投石器上打过去，正打在那培肋舍特人的额上，石头穿入额内，那人就跌倒在地上。
17.50	如此，达味用投石器和石头，得胜了那培肋舍特人，打中了他，将他杀死，虽然手无寸铁。
17.51	达味遂跑过去，站在培肋舍特人身上，拿起他的刀，从鞘内拔出，杀了他，砍下他的头。所有培肋舍特人看见他们的英雄死了，就囡散奔逃。
17.52	以色列人和犹大人就起来呐喊，追击培肋舍特人直到加特关，直到厄刻龙城门。沿沙阿辣因的路上，直到加特和厄刻龙，遍地是培肋舍特人的尸首。
17.53	以色列人追杀培肋舍特人回来，又抢劫了他们的幕。
17.54	以后，达味取了那培肋舍特人的头，送到耶路撒冷；至于那人的武器，却放在会幕内。
	
17.55t	撒乌耳查达味身世　
	
17.55	当撒乌耳看见达味去和那培肋舍特人迎战时，就问统帅阿贝乃尔说：「阿贝乃尔，这少年人是谁的儿子？」阿贝乃尔回答说：「大王万岁，我不知道」。
17.56	君王说：「你查一下，这少年人是谁的儿子？」
17.57	达味杀死那培肋舍特人回来时，阿贝乃尔带他去见撒乌耳，他手中还拿著那培肋舍特人的头。
17.58	撒乌耳问他说：「少年人你是谁的儿子？」达味答说：「我是你仆白冷人叶瑟的儿子」。
	
18.0t	第十八章　
	
18.1t	约纳堂与达味为友　
	
18.1	达味同撒乌耳说完了话，约纳堂的心和达味的心很相契；约纳堂爱他如爱自己一样。
18.2	那天，撒乌耳把达味留下，不让他回父家去。
18.3	约纳堂同达味结为盟友，爱他如爱自己一样。
18.4	约纳堂脱下自己穿的外氅，连军装，带刀剑，甚至弓和腰带，都给了达味。
	
18.5t	达味初遭嫉视　
	
18.5	撒乌耳派达味出去无论作什么事，没有不成功的；故此撒乌耳派他作军队的将领；军民和撒乌耳的臣仆都非常喜爱他。
18.6	当达味杀死那培肋舍特人后，班师回来时，妇女们从城中出来，唱歌跳舞，打鼓弹琴，兴高采烈地前来欢迎撒乌耳君王。
18.7	妇女们边唱边跳说：「撒乌耳杀了一千，达味杀了一万」。
18.8	撒乌耳因此很是愤怒，这话使他很不高兴，遂说：「给了根一万，只给我一千；他所少的只有王位了!」
18.9	从那一天起，撒乌耳常嫉视达味。
18.10	第二天，恶神由天主那里降到撒乌耳身上；使他在屋中发狂。达味一如往日手中弹著琴，撒乌耳手中却拿著一根长枪，
18.11	撒乌耳举起枪来，想把达味钉在墙上；达味已由他面前逃脱了两次。
18.12	撒乌耳害怕达味，因为上主与达味同在，而离开了撒乌耳。
18.13	因此，撒乌耳叫他离开自己，派他作千夫长，达味便在军民前往来出入。
18.14	达味在所行的一切事上，无不顺利，因为天主与他同在。
18.15	撒乌耳见他办事顺利，就更疑惧他。
18.16	但全以色列和犹大人却爱达味，因为他在他们前往来出入。
	
18.17t	达味的婚事　
	
18.17	撒乌耳对达味说：「看；我要把我的长女默辣布嫁给你为妻，只要你为我勇敢服务，为上主作战」。──撒乌耳心中想：我不亲手害他，让培肋舍特人加害他。
18.18	达味回答撒乌耳说：「我是谁，我父在以色列又算得什么，我怎配作君王的女婿？」
18.19	但是撒乌耳的女儿默辣布正要嫁给达味的时候，却嫁给了默曷拉人阿德黎耳为妻。
18.20	当时撒乌耳的女儿米加耳很爱达味；有人告诉了撒乌耳，他看这事好，
18.21	心想：「我把她嫁给达味，叫她成为他的罗网，藉培肋舍特人害他」。所以撒乌耳再次对达味说：「今天你要作我的女婿了! 」
18.22	撒乌耳吩咐他的臣仆说：「你们暗暗地告诉达味说：看，君王多么喜爱你，如今你要作君王的女婿了! 」
18.23	撒乌耳的臣仆将这些话告诉了达味；达味反答说：「你们以为作君王的女婿软碟件小事吗？我不过是个贫穷贱卑贱的人」。
18.24	撒乌耳的臣仆回报王说：「达味如此如此说了」。
18.25	撒乌耳答说：「你们要这样对达味说：君王不要什么聘礼，只要一百培培肋舍特人的包皮，为报复君王的仇敌」。撒乌耳有意使达味落在培肋舍特人手中。
18.26	他的臣仆将这些话转告给达味，达味看这事为作君王的女婿也对，所限的日期尚未过去，
18.27	达味就和他的人起身去杀死了一百培肋舍特人，将他们的包皮带回，足数交给君王，为作君王的女婿；撒乌耳就将女儿米加耳嫁给他为妻。
18.28	撒乌耳看出了上主与达味同在，全以色列也都爱他，
18.29	从此更疑惧达味，终身与他为敌。
18.30	培肋舍特人的首领仍不断出征；但每遇他们出征，达味所行的常比撒乌耳所有的臣仆成就更大，为此他更受人景仰。
	
19.0t	第十九章　
	
19.1t	约纳堂代达味求情　
	
19.1	撒乌耳曾对儿子约纳堂和臣仆提过，他愿杀达味；但撒乌耳的儿子约纳堂很爱达味，
19.2	就警告达味说：「我父亲想杀害你，现今请你明晨多加小心，躲藏在一个隐密的地方。
19.3	我去陪我到你所在的田间，向我父亲向你说情，看情形怎样，然后告诉你」。
19.4	于是约纳堂向他父亲提及达味的长处，对他说：「君王不要得罪的仆人达味，因为他没有得罪你，并且他所行的，都是对你很有利的事。
19.5	他冒著性命的危险，去杀了那培肋舍特人；上主藉他使以色列获得了这样大的胜利，你亲自看见了，也很喜欢；为什么你要犯罪，流无辜者的血，无缘无故杀害达味？」
19.6	撒乌耳就听了约纳堂的话，并且发誓说：「上主永在，他必不死! 」
19.7	约纳堂便叫回达味，告诉他这一切话，并且领他到撒乌耳前；就如和先前一样，侍立在君王左右。
	
19.8t	米加耳救达味　
	
19.8	再次爆发了战争，达味又出征攻打培肋舍特人，打得他们大败，他们都从他面前逃散了。
19.9	恶神由上主那里又降在撒乌耳身上；有一天，君王在家中坐著，手中拿枪，同时达味正在弹琴。
19.10	撒乌耳想用枪把达味钉在墙上，但达味立刻由撒乌耳面前躲开，君王把枪钉在墙上，达味就逃跑了，没有丧命。
19.11	那一夜，撒乌耳派差役去看守达味的家，要在早晨杀死他。他的妻子米加耳警告他说：「今夜你不逃命，明日你就没有命了」。
19.12	米加耳把达味从窗口缒下去，他便逃跑了，救了命。
19.13	米加耳随即把神像放在床上，用毛毯把头盖上，又盖上一件衣服。
19.14	当撒乌耳派差役去捉拿达味时，米加耳说：「达味病了」。
19.15	撒乌耳再派差役去看达味说：「将达味连床带到这里来，我要杀死他」。
19.16	差役进去，见是「神像」躺在床上，有张毛毯盖著头。
19.17	因此，撒乌耳对米加耳说：「你为什么这样欺骗我？放走了我的仇人，叫他逃命」。米加耳回答撒乌耳说：「他对我说：放我走，不然我要杀你! 」
	
19.18t	撒乌耳逮捕达味未成　
	
19.18	达味死里逃生，到了辣玛，去见撒慕尔，向他报告了撒乌耳对他所行的一切；然后他便和撒慕尔去了纳约特，住在那里。
19.19	有人告诉撒乌耳说：「看，达味住在辣玛的纳约特」。
19.20	撒乌耳又派差役去捉拿达味，但是他们看见一大群先知正在出神说妙语，撒慕尔站在他们面前作领导；这些天主的神也降在撒乌耳的差役身上，他们也出神说起妙语来。
19.21	有人将此事撒乌耳，他又打发别的差役去，他们也出神说开了妙语。撒乌耳第三次又打发差役去，他们也出神说开了妙语。
19.22	撒乌耳大发愤怒，便亲自去了辣玛；当他到了色雇的大井那里，就问说：「撒慕尔和达味在哪里？」有人答说：「在辣玛的纳约特」。
19.23	他就从那里起身往辣玛纳约特去；那时天主的神也降到他身上，所以他一边走，一边说妙语，一直到了辣玛纳约特。
19.24	并且他还脱去衣服，在撒慕尔面前出神说起妙语来，赤裸裸地一天一夜躺在地上：因此有句俗语说：「不是撒乌耳也列在先知中吗？」
	
20.0t	第二十章　
	
20.1t	达味向约纳堂求助　
	
20.1	达味由辣玛纳逃走，去见约纳堂说：「我作了什么，有什么过错，哪里得了你父亲，他竟要害我的性命？」
20.2	约纳堂回答他说：「决没有这回事，你决死不了。看，我父亲无论作什么大事小事，没有不告诉我的；为什么我父亲偏要对我隐瞒这事呢？决不会的! 」
20.3	达味却对他说：「你父亲明知我在你眼里得宠，所以他想：不要要约纳堂知道这事，免得他悲伤。总之，我指著永生的上主敢在你面前发誓：我与死之间只差一步! 」
20.4	约纳堂对达味说：「你愿意我为你作什么？」
20.5	达味回答约纳堂说：「看，明天是月朔，我原该和君王同席吃饭，但你让我走，藏在田野间，直到第三丌晚上。
20.6	如果你父亲发觉我不在，你应说：达味恳求我，让他逃回白冷本城，因为在那里全族举行年祭。
20.7	他若说：好! 你的仆人就平安无事；他若勃然大怒，你就该知道：他已决意行恶。
20.8	望你仁慈对待你仆人! 因你使你因上主的名与你订了盟约；假若我有罪恶，你可杀我，为何偏要将我交给你父亲呢？」
20.9	约纳堂答说：「千万别这样想! 如果我确实知道，我父亲决意要加害你，岂有不告诉你的吗？」
20.10	达味就问约纳堂说：「若你父亲严厉答覆你，谁来通知我？」
20.11	约纳堂对达味说：「来，我们往田间去」。二人就往田间去了。
20.12	约纳堂对达味说：「上主，以色列的天主作证：明天或天这时候，我探得了我父亲的意思，对达味有或否，我必派人来告诉你。
20.13	倘若我父亲愿意加害你，我若不通知你，不放你走，使你平安离去，愿上主这样这样加倍罚我约纳堂! 愿上主与你同在，有如曾与我父亲同在一样!
20.14	若我那时尚在人世，愿你对我表示上主的仁慈；设若我死了，
20.15	愿你不要由我家永远撤消你的仁慈! 连当上主由地面上一一铲除达味的敌人时；
20.16	若约纳堂的名字被达味家族消灭了，愿上主藉达味的仇人的手追究此案! 」
20.17	约纳堂由于爱达味，再向他起了誓，因为他爱达味如爱自己的性命。
20.18	约纳堂又对他说：「明日是月朔，因为占座位空著，人必注意你不在，
20.19	到第三天，人必更注意你不在；那么，你要到你曾出事那日藏身的地方去，坐在那石堆旁边。
20.20	到第三天，我要向石堆射箭，仿佛射靶。
20.21	看，我必打发一童仆去找箭，假如我我对童说：看，箭在你后面，拾回来吧!你就可以出来，我指著永生的上主起誓：你必平安无事。
20.22	倘若我对童仆自己说：看，箭在你前面。你就走吧! 因为上主打发你走。
20.23	至于我和你现今所说的这话，有上主在我和你中间，永远作证」。
	
20.24t	撒乌耳表明杀意　
	
20.24	于是达味就去藏在田野间；到了月朔，君王入席吃饭。
20.25	君王照例靠著墙坐在自己的位上，约纳堂坐在他对面，阿贝乃尔坐在撒乌耳旁边，达味的地方空著。
20.26	撒乌耳那天没有说什么，因为他想事情出于偶然，或许他染了不洁，还没有自洁。
20.27	日，即初二日，达味的座位仍空著，撒乌耳就对儿子约纳堂说：「为什么叶瑟的儿子昨日没有来赴宴，今日又没有来？」
20.28	约纳堂答覆撒乌耳说：「达味恳求我许他往白冷去。
20.29	他说：求你让我去，因为在城里我们要举行族祭，我的兄弟定要我去；所以，假若我在你眼中获宠，求你让我去，容我得见我的兄弟；为此，他没有来赴君王的□席」。
20.30	撒乌耳对约纳堂勃然大怒，对他说：「娼妇的儿子! 岂能我不知道你同叶瑟的儿子一夥，甚至羞辱你自己，又我羞辱你母亲的私处吗？
20.31	你要知道，叶瑟的儿子活在世上一天，你连你的王位都不得稳当! 如今你差人去，把他给我抓来，因为他是该死的人」。
20.32	约纳堂回答他父亲撒乌耳说：「为什么他该死？他作了什么事？」
20.33	撒乌耳就举起枪来要刺死他，约纳堂便明白他父亲已决意要杀达味。
20.34	约纳堂就起来，气愤愤地离开了□席；初二那天，也没有吃饭，因为他为达味担忧，又因为他父亲辱骂了自己。
	
20.35t	约纳堂与达味泣别　
	
20.35	次日清晨，约纳堂按照他与达味的约会，往田间去了；有个童仆跟随著他。
20.36	他对那童仆说：「跑去，找所放的箭! 」童仆往前跑时，他又向前放了一箭。
20.37	当僮仆来到约纳堂所射到的地方，约纳堂就在僮后面喊说：「箭不是在你前面吗？」
20.38	约纳堂又在僮仆后面喊说：「赶快跑去，不要站住! 」约纳堂的僮仆就拾了箭，给主人拿来。
20.39	那僮仆却不知道是意思，只有约纳堂和达味知道。
20.40	然后约纳堂把自己的武器交给他的仆僮，向他说：「带回城去吧! 」
20.41	僮仆走后，达味就为不堆旁起来，俯伏在地，拜了三拜；以后他们彼此相吻，二人相抱对泣，达味哭得更甚o
20.42	最后，约纳堂对达味说：「你平安去吧! 照我们两人以上主的名所起的誓：愿上主永远在我和你之间，在我的后代与你的后代之间! 」
	
21.0t	第廿一章　
	
21.1t	达味在诺布求饼　
	
21.1	达味就动身走了，约纳堂也回到城里？
21.2	达味去诺布，到了阿希肋客那里；阿希默肋客战战兢兢出来迎接达味，问他说：「为什么你一个人来，没有人随从你？」
21.3	达味回答阿希默肋客说：「君王今天吩咐我一件事，曾对说：我派你，吩咐你去作的事，别叫任何人知道。我已经和我的僮仆约定了某处见面。
21.4	现今，你手中若有五个饼，请给我，或给我别的什么东西」。
21.5	司祭回答达味说：「我手中没有普通饼，只有圣饼；但是你的僮仆们戒了女色没有？」
21.6	达味回答司祭说：「当然，我们戒绝了女色；我出征时，僮仆们常是身洁的；这次上路虽为了俗务，但今天他们仍是身身的」。
21.7	于是司祭就将圣饼给了他，因为那天在没有别的饼，只有供饼；即由上主面前撤下来，为另换上新的供饼。
21.8	那一天，在那里正有撒乌耳的一个臣仆留在上主面前，名叫多厄格，厄东人，是撒乌耳的侍卫长。──
21.9	达味又对阿希默肋客说：「你手边有没有一支枪或一把刀？我的刀和我的武器，没有带在手边，因为君王的事很紧急」。
21.10	司祭答说：「有你在厄拉谷中所杀的那培肋舍特人哥肋雅的刀。看，用外衣包著，放在「厄弗得」后面；假使你愿意拿去，就拿去吧! 因为在这里没有别的」。达味答说：「没有像这把刀更好的了! 就请你给我吧! 」
	
21.11t	达味在加特佯狂　
	
21.11	那一天，达味起身，逃避了撒乌耳的面，到了加特王阿基士前。
21.12	阿基士的臣仆对王说：「这不是国王达味吗？在歌舞中所歌颂的：撒乌耳杀了一千，达味杀了一万，不就是他吗？」
21.13	达味细想这些话，在加特王阿基士前感到十分恐惧。
21.14	于是便在他们面前装作傻子，在他们中佯作疯子，乱敲门户，胡须上流著唾沫。
21.15	阿基士对臣仆说：「他们看，这是个疯子，为什么送他到我这里来？
21.16	难道我缺乏疯子，你们竟领他到这里来，向我发疯。这样的人岂能进入我的宫室？」
	
22.0t	第廿二章　
	
22.1t	达味避居阿杜蓝　
	
22.1	达味离开，逃到了阿杜蓝山洞；他的兄弟和父亲全家听说这事，都来到他。
22.2	凡受迫害、负债。心中忧苦的人，都投奔到他，他便成了他们的首领；此时随从他的约有四百人。
22.3	达味从那里来到摩阿布的米兹帕，对摩阿布王说：「求你让我父母来你这里，直到我明白天主对我有什么计划为止」。
22.4	达味把他们留在王那里：达味在山里住了多久，他们也住了多久。
22.5	加得先知对达味说：「你不要在这山塞里，你要到犹大地方去! 」达味就去了，来到赫勒达树林。
	
22.6t	诺布的司祭遭屠杀　
	
22.6	一日，撒乌耳正坐在基贝亚高处的一棵柽柳下，手里著枪，他的臣仆都侍立左右，听说达味和跟随他的人已联合起来，
22.7	遂对侍立他左右的人说：「本雅明的子孙，你们听：难道若瑟的儿子也要赐给你们每人庄田和葡萄园，或把你们者立为千夫长或百夫长，
22.8	好使你们都同谋来陷害我？我的儿子和叶的儿子结盟，谁也没有告诉我；我的儿子煽动我的臣仆来反对我，仇视我，像今日一像，你们中没有一个人怜恤 ，来通知我! 」
22.9	作撒乌耳臣仆之长的厄东厄格就答说：「我看见叶瑟的儿子到过诺布，去阿希突布的儿子阿希默肋客。
22.10	他为达味求问了上主，给了他食物，也把尸人哥肋雅的刀给了他」。
22.11	君王遂派人去叫阿希突布的儿子，大司祭阿希默肋客和父亲全家，即诺布所有的司祭；他们来到君王面前，
22.12	撒乌耳说：「阿希突布是儿子，你听! 」他答说：「是，我主! 」
22.13	撒乌耳对他说：「你为什么和叶瑟的儿子同谋陷害我，给他食物和刀剑，为他求问天主，使他起来反对我，仇视我，像今一样？」
22.14	阿希默肋客答覆君王说：「在你的臣仆中，有谁如达味那样忠实可靠呢？他是大王的女婿，又是护卫长，在你朝庭中是最受重视的人。
22.15	难道我是今天才开始为他求问天主吗？决不是! 请大王不要加害自己的仆人和我父全家，因为你仆人一点也王知道这事。
22.16	王说：「阿希默肋客，你和你父亲全家都得死!」
22.17	王遂吩咐立在他左右的侍卫说：「你们过去，杀死上主的司祭! 因为他们与达味携手，知道他逃跑，却不来告诉我」。但是君王的臣仆不敢下手杀上主的司祭。
22.18	王遂对多厄格说：「你过去杀死司祭! 」厄东人多厄格就过去杀死了司祭。那一天他杀死了八十五位身穿细麻「厄弗得」的人。
22.19	至于那座诺布司祭城，无论男女、幼童或乳儿，甚至连的牛、驴、羊都用利剑杀尽。
	
22.20t	厄贝雅塔尔投奔达味　
	
22.20	阿希突布之子阿希默肋客的一个儿子，名叫厄贝雅塔尔的，脱险跑到了达味那里。
22.21	厄贝雅塔尔告诉达味，撒乌耳杀了上主的司祭。
22.22	达味对厄贝雅塔尔说：「那一天我已知道，因为厄东人多厄格在那里，他必要向撒乌耳报告；你父全家的性命，我全负责。
22.23	你住在我这里，不要害怕；谁想谋害你，就是谋害我；你同我一起必得安全」。
	
23.0t	第廿三章　
	
23.1t	达味往救刻依拉　
	
23.1	有人告诉达味说：「看，培肋舍特人在攻打刻依拉，抢劫禾场」。
23.2	达味就求问上主说：「我是否该去攻打这些培肋舍特人？」上主回答达味说：「去攻打培肋舍特人，解救刻依拉! 」
23.3	随从达味的人对他说：「看，我们在犹大这里，已惴惴不安；如果到刻依拉去攻打培肋舍特军队，更将如何？」
23.4	达味又求问了上主，上主回答他说：「动身下到刻依拉去，因为已将培肋舍特人交在你手中了! 」
23.5	达味就和跟随他的人到刻依拉，攻打培肋舍特人，夺得了他们的牲口，打得他们惨败，营救了刻依拉的居民。
23.6	那时阿希默肋客的儿子厄贝雅塔尔逃到达味那里，也下到了刻依拉，手中拿著「厄弗得」
23.7	有人报告撒乌耳说：「达味到了刻依拉」。撒乌耳便说：「天主真将他交在我手中了，因为他将自己封锁在一座有门有闩的城里」。
23.8	撒乌耳就调集了人民出征，下到刻依拉，要包围达味和他的部队。
23.9	达味一知道撒乌耳要陷害他，就给厄贝雅塔尔说：「拿「厄弗得」来! 」
23.10	然后达味说：「上主，以色列的天主! 你仆人听说撒乌耳正在筹划到刻依拉来，为了我的缘故，要毁灭这座城。
23.11	刻依拉居民会将我交在他们手中吗？撒乌耳是否会像你仆人所听到的下来？请上主，以色列的天主，通知你的仆人! 」上主回答说：「他要下来! 」
23.12	达味又问说：「刻依拉的居民，会把我和随从我的的人，交在撒乌耳手中吗？」上主答说：「他们会把你们交出」。
23.13	达味就动身率领士兵，约有六百人，离开了刻依拉，到处漂流。有人告诉撒乌耳说：「达味从刻依拉逃走了」。撒乌耳遂停止出动。
	
23.14t	约纳堂访达味　
	
23.14	达味住在旷野的深山里，有时住在齐弗旷野的山中。撒乌耳每日找他，天主没有将达味交在他手中。
23.15	达味很是害怕，因为撒乌耳出来，不断搜索他，当时达味住在齐弗旷野的曷勒士。
23.16	撒乌耳的儿子约纳堂动身，到了曷勒士，去见达味，他以天主的名鼓励达味说：
23.17	「不必害怕! 我父撒乌耳的手决拿不住你! 你必要作以色列王，我要在你以下居第二位，连我父撒乌耳也知道这事」。
23.18	他们二人在上主面前订了盟约。以后达味仍留在曷勒士，约纳堂回了家。
	
23.19t	达味避居玛红旷野　
	
23.19	有些齐弗人上了基贝亚见撒乌耳，说：「达味不是在我们当中，在曷勒士隐藏著吗？
23.20	大王! 现在你随意下到我们这里，我们必将他交在大王手中」。
23.21	撒乌耳答说：「望上主祝福你们，因为你们同情了我。
23.22	你们再去查看清楚，看他的脚步急速往哪里去，因为有人给我说，他非常狡滑。
23.23	所以你们去观察清楚，他藏身的一切地方，确定后，回来见我，我必同一起去，只要他在这地方，我必在犹大各乡村中搜捕他」。
23.24	他们就在撒乌耳以先动身往齐弗去了；达味和他的人那时住在玛红旷野，即在旷野南方的荒野原中。
23.25	撒乌耳率领士兵去寻找达味。有人将这事告诉了达味，他就下到轰立玛红旷野的山崖间；撒乌耳一听说，便到玛红旷野去追赶达味。
23.26	撒乌耳带领士兵走在山这面，达味带领他的士兵走在山那边；达味正在急速逃避撒乌耳时，撒乌耳率领著他的士兵追踪达味和他的士兵，几乎要把他们捉住，
23.27	就在这时，有一个使者来见撒乌耳说：「快回去，因为培肋舍特已侵入边境! 」
23.28	撒乌耳遂立即收兵，不再追赶达味，而去迎击培肋舍特人；因此，人给那地方起名叫「隔离岩」。
	
24.0t	第廿四章　
	
24.1t	达味放撒乌耳　
	
24.1	达味为那里上去，住在恩革狄的山寨中。
24.2	撒乌耳追击培肋舍特人回来，有人告诉他说：「达味现今藏在因革狄旷野」。
24.3	撒乌耳就由全以色列民中，选拔了三千壮丁，到「野山羊岩」间去，搜捕达味和跟随他的人。
24.4	撒乌耳走到路旁的羊圈前，那里有一个山洞，他就进去便溺，那时，达味和他的人正藏在山洞深处。
24.5	达味的人对他说：「今天是上主对你所说的那一天：看，我要将你的敌人交在你手中，任凭你处置他」。达味就起来，悄悄割下一块撒乌耳所披外氅的衣边。
24.6	事后达味为了割去撒乌耳外氅上的衣边，心中感觉不安。
24.7	就对自己的人说：「为了上主，我决不能这样作。我对我主，对上主的受傅者，决不能伸手加害，因为他是上主的受傅者」。
24.8	达味说这话，是为阻止他的人起来杀害撒乌耳。以后，撒乌耳起来，走出山洞，上了原路。
	
24.9t	达味向君王表白　
	
24.9	达味在他后面喊说：「我主，大王! 」撒乌耳回头向后看，见达味俯首至地，叩拜他。
24.10	达味对撒乌耳说：「你为什么听信人言，说：达味设计害你？
24.11	今天你亲眼见到，上主如何在山洞里，把你交在手中；但是我不愿杀你，我怜恤了你，我说：我不应伸手加害我主，因为他是上主的受傅者。
24.12	看，你外氅的一块衣边在我手内! 我只割下你外氅的衣边，没有杀你，从此你可知道：在我手中没有邪恶，也没有罪过。我原没有得罪你，你却千方百计地要我的命。
24.13	愿上主在我与你之间施行审判!只愿上主替我报复你，我的手却不愿加害你。
24.14	就如古老的格言说说：『邪恶出恶人。』可是我的手决不加害你。
24.15	以色列的君王出来追捕谁呢？岂不是追捕一只死狗，一只跳蚤!
24.16	望上主做判官，在我与你之间施行裁判! 望□受理，替我伸冤，救我脱离你的手」。
	
24.17t	撒乌耳称颂达味　
	
24.17	达味对撒乌耳说完这些话，撒乌耳就说：「我儿达味，这是你的声音吗？」
24.18	撒乌耳便放声大哭，然后对达味说：「你比我正义．因为你以善对我，我竟以恶报你!
24.19	你今日对我行了一件极大的善事，因为上主原把我交在你手中，你却没有杀我。
24.20	人若遇见了自己的仇人，岂能让他平安回去？愿上主报答你，你今日对我所行的善事!
24.21	现今我知道你必要作王，以色列的王国在你手中必愈趋稳定。
24.22	如今求你指著上主对我起誓：不要消灭我的后代子孙，也不要由我父家涂去我的名字」。
24.23	达味于是对撒乌耳发了誓。撒乌耳转身回家，达味和跟随他的人仍回了山寨。
	
25.0t	第廿五章　
	
25.1t	纳巴耳拒绝达味的要求　
	
25.1	撒乌耳死后，全以色列人集会，举丧哀悼他，把他埋葬在他的故乡辣玛。以后，达味起身，下到玛红旷野。
25.2	在玛红有个人，他的产业都在加尔默耳，是个很富的人，有绵羊三千，山羊一千。那时他正在尔默耳剪羊毛。
25.3	这人名叫纳巴耳，他的妻子名叫阿彼盖耳；妻子聪慧美丽，丈夫却是粗暴，行为恶劣，是加肋布族人。
25.4	达味在旷野里听说纳巴耳正在剪羊毛，
25.5	就打发十五个少年人去，向他们说：「你们上加尔默耳去，去见纳巴耳，代我向他请安，
25.6	对他这样说：你好! 望你平安，望你全家平安，也望你所有的一切平安!
25.7	现今我听说你正剪羊毛；你的牧童和我们在一起时，我们没有难为过他们，他们住在加尔默耳的时候，从来没有失落过什么。
25.8	你可问你的仆人，他们入会告诉你。为此，希望这些子年人在你眼蒙恩，因为我们正逢节日来到你这里，请你把手中能给的东西，赐给你的仆人和你儿子达味」。
25.9	达味的少年人就到了纳巴耳那里，代达味把上述的话都给纳巴耳说了，等待答覆。
25.10	纳巴耳却回答达味的少年人说：「达味是谁？叶瑟的儿子是什么人？今天逃避主人的奴隶太多了!
25.11	难道要我把我的饼和水，为剪毛的人所预备的肉，拿来给那些我不知道是从哪里来的人吗？」
25.12	达味的少年人就原路回去，把这些话都给达味回报了。
25.13	达味就吩咐他的人说：「每人佩上刀! 」各人就佩上刀；约有四百人，跟达味上去，留下二百人看守辎重。
	
25.14t	纳巴耳妻迎接达味　
	
25.14	有个纳巴耳的仆人告诉纳巴耳的妻子阿彼盖耳说：「达味从旷野派来了使者向我们主人请安，他竟侮辱他们。
25.15	那些人原来待我们很好，总没有骚扰过我们；当我们在田野间同他们在一起时，总没有失落过什么。
25.16	我们同他们一起放羊的时期内，不分画夜，他们常作我们的护卫。
25.17	现今，请你恩量一下，看你应作什么，因为达味已决定要加害我们的主人和他的全家，而主人又脾气暴燥，无法同他交谈」。
25.18	阿彼盖耳急忙拿了二百个饼，两皮囊酒，五只宰好的羊，五「色阿」炒过的麦子，一百串乾葡萄，二百无无花果糕饼，放在几匹驴上，
25.19	对仆人说：「你们走在我前面，跟著你们去」。她并没有将这事告诉她丈夫纳巴耳。
25.20	她骑著驴，由山岭后面上来，同时达味带著他的人也向著她走来，与她相遇。
25.21	达味正思量说：「我白白地在旷野中保护了这些人的一切，使他所有的一点也未受损失，他竟对我以恶报德。
25.22	若我把这人的一切和所有的男人还存留到天亮，就望上主这样惩罚我达味! 」
25.23	阿彼盖耳一看见达味，急速由驴上跳下，俯伏在达味前，屈膝下拜，
25.24	跪在达味足前说：「我主! 这过错全归于我，让你的婢女向你进一言，请你垂听你婢女的话。
25.25	请我主别将这人的事放在心上! 他脾气急燥，是个糊涂人，他名叫「纳巴耳」，真名实相符，他的确昏愚。至于我，你婢女却没有见我主派来的少年。
25.26	我主，我现今指著永生的上主和你起誓：是上主防止了你，不使你流人的血，也不使你亲手报仇。从此，愿你的仇敌和想加害我主人的人，都像纳巴耳一样!
25.27	现今，请你把你婢女给我主带来的礼物，赏给随从我主的仆人。
25.28	请你原谅你婢女的过错! 的确，上主要给我主建立一坚固的王朝，因为我主打是上主的仗，并且，你一生也没有什么过错。
25.29	纵然有人起来迫害你的性命，但我主的生命是保存在上主，你的天主的锦囊中；至于你敌人的性命，上主却用投石器将他们抛掉。
25.30	当上主对我主作了□所说的一切好事，立你作以色列的元首时，
25.31	我主不将不会流了无辜者的向，或因亲手雪恨，而感到心中不安，良心有愧。当上主恩待我主时，望你不要忘了你的婢女」。
25.32	达味向阿彼盖耳说：「上主，以色列的天主，是可赞颂的! 感谢□今天派你来迎接我。
25.33	你的聪慧是可赞美的，你也是可赞美的，因为你阻止了我倾流人血，亲手复仇。
25.34	我指著那阻止我加害你的上主，以色列的永生天主起誓：假使你没有急速来迎接我，明天天亮，一个男子也不会给纳巴耳留下」。
25.35	达味从她手中接过她所带来一切，向她说：「现在，你可平安回到你家里去。看，我听从了你的劝告，顾全了你的面子」。
	
25.36t	达味娶阿彼盖耳　
	
25.36	阿彼盖耳回到纳巴耳那里，他正在家中设了像君王的盛宴。纳巴耳心中非常快活，吃得大醉，直到早晨天亮，阿彼盖耳一点也没有将这事告诉他。
25.37	第二天早晨，纳巴耳酒醒了，他的妻子便将发生的事告诉了他；他一听这话，吓得魂不附体，呆如顽石。
25.38	大约过了十天，上主攻击了纳巴耳，他就死了。
25.39	达味听说纳巴耳死了，就说道：「上主应受赞美，因为□给我伸了冤，洗净了我由纳巴耳所受□辱，防止了□的仆人行恶；上主把纳巴耳的罪恶归在他自己头上」。以后，达味派人对阿彼盖耳说要娶她为妻。
