1.-1t	梅瑟第一篇演说(1 - 4:40)
20.3	向他们说：「以色列，请听! 你们今天就要上阵攻打你们的仇敌，你们不要灰心，不要害怕，不要恐慌，不要在他们面前战栗，
20.4	因为上主你们的天主与你们同去，帮助你们攻打你们的仇敌，使你们胜利。」
20.5	然后长官对民众说：「谁若盖了新房屋，还没有祝圣，他可回家去，免得他死在战场，别人来替他祝圣。
20.6	谁若栽种了葡萄园，还没有享用过，他可回家去，免得他死在战场，别人来替他收获。
20.7	谁若与女人订了婚，还没有迎娶，他可回家去，免得他死在战场，别人来娶她。」
20.8	长官再继续对民众致辞说：「谁若害怕灰心，他可回家去，免得他使兄弟的心，如他的一样沮丧。」
20.9	长官向民众训完话，就派定军官统率部队。 
	
20.10t	城池攻占的策略
	
20.10	当你临近一城要进攻时，应先向那城提议和平；
20.11	若那地给你和平的答覆，给你开门，城内所有的人民就臣服于你，给你服役。
20.12	如不与你讲和，反愿与你作战，你就围攻。
20.13	几时上主你的天主将城交在你手中，你应用利刃杀尽所有的男人；
20.14	至于妇女、婴儿、牲畜和在城内所有的一切，算是你夺得的胜利品，你可享用你由仇人夺得的胜利品，因为是上主你的天主赐给你的。
20.15	这是你对于离你很远，且不属于这些民族的城市的作法。
20.16	但是在上主你的天主赐给你作产业的这些人民的城市内，你不可让任何生灵生活，
20.17	应将他们：即赫特人、阿摩黎人。客纳罕人、培黎齐人、希威人和耶步斯人，尽行毁灭，如上主你的天主吩咐你的，
20.18	免得他们教你学习他们对自己的神所行的一切可恶之事，使你们得罪上主你们的天主。
20.19	若你围攻一座城，需要多日才能攻取占领，你不可用斧头砍伐那里的树木；你可以吃树上的果子，却不可砍倒树；难道田间的树可当作你围攻的敌人看待？
20.20	只是那些你知道不结实的树木，你可毁坏砍伐，用来建筑围攻的设备，为进攻与你交战的城市，直到将城攻下。
	
21.0t	第二十一章
	
21.1t	暗杀事件
	
21.1	如果上主你的天主赐给你作产业的地方，发现有人被杀，曝尸原野，却不知道是谁杀了他，
21.2	你的长老和官长应出来，从被杀者测量到四周各城，
21.3	看那一座城离被杀者最近；然后这城的长老应牵来一头尚未耕作，尚未负轭的母牛犊。
21.4	这城的长老应把母牛犊牵到尚未耕耘播种的地方，靠近常流的溪水旁，就在那溪水上砍断母牛犊的颈。
21.5	肋未的子孙司祭们应上前来，因为上主你的天主拣选了他们为事奉自己，因上主之名颁赐祝福，所以一切争论殴打的事，都应凭他们的裁判来决断。
21.6	那离被杀者最近城市的长老，都应用溪水在被砍断颈项的母牛犊身上洗手，
21.7	同时声明说：「这血不是我们的手流的，我们的眼也没有看见。
21.8	上主! 求你赦免你所救赎的以色列人民，不要让这流无辜血的罪债，留在你以色列人民中间。」这样他们算是赎了流血的罪。
21.9	你由你中间也除去了流无辜血的罪，因为你行了上主眼中视为正直的事。 
	
21.10t	娶女俘为妻
	
21.10	当你出征进攻你的敌人时，上主你的天主将他们交在你手中，你获得了一些俘虏；
21.11	你若在俘虏中看见了一个容貌美好的女人，对她爱恋不舍，愿娶她为妻，
21.12	你可带她到你家中，叫她剃去头发，剪短指甲，
21.13	脱去自己被掳时所穿的衣服，住在你家里，哀悼她的父母一个月；然后，你才能亲近她：你做她的丈夫，她做你的妻子。
21.14	以后如果你不喜欢她，应让她随意离去，决不能将她卖钱，也不能以她为奴，因为你曾玷污了她。 
	
21.15t	长子的权利
	
21.15	一人如有两妻，一为所爱，一为所恶，所爱所恶的，都给他生了儿子；但是长子却是他所恶的妻子生的，
21.16	在他将自己的产业分给他的儿子的那一天，不能将爱妻的儿子视作长子，而废弃所恶妻子所生的长子；
21.17	必须承认所恶妻子的儿子为长子，将所有的产业，多分给他一份，因为他是自己壮年时的首生子，应获得长子的权利。 
	
21.18t	逆子的处分
	
21.18	人若有一个忤逆不孝的儿子，不听从父母的劝告，责罚他以后仍不听从，
21.19	父母就该将他捉住，带到当地的城门前，见本城的长老，
21.20	对本城的长老说：「我们这个儿子忤逆不孝，不听我们的劝告，是个放荡的酒徒。」
21.21	本城的众人就应用石头将他砸死：这样，由你中间铲除了这邪恶，每个以色列人听了，必然害怕。
21.22	若人犯了该死的罪，处死以后，应将他悬在木杆上，
21.23	但不可让他的尸体在木杆上过夜，应在当天将他埋葬。因为凡被悬者，是天主所咒骂的；你不可玷污上主你的天主所赐给你作产业的土地。
	
22.0t	第二十二章
	
22.1t	慈善为怀
	
22.1	你如果看见你兄弟的牛羊迷了路，你不可不顾，应牵回交给你的兄弟。
22.2	如果你的兄弟离你远，或者你不认识他，你该牵到你家中，留在你处，直到你的兄弟来寻找，你就还给他。
22.3	对他的驴你应这样做，对他的衣服也应这样做；对你兄弟所失，而由你找到的一切物件，都应这样做；决不可不管不顾。
22.4	你若看见你兄弟的驴牛在路上跌到了，你不可不顾，务要帮助他将驴牛扶起。
22.5	女人不可穿男人的服装，男人亦不可穿女人的衣服；上主你的天主厌恶做这种事的人。
22.6	你在路上，如果发现树上或地上有鸟窝，里面有雏或有蛋，母鸟在伏雏或孵卵，你不可连母鸟带幼雏一并拿去；
22.7	应让母鸟飞去，只拿去幼雏：好使你获得幸福，而享长寿。
22.8	当你建筑新屋时，应在屋顶上做上栏杆，免得有人由上跌下，而使流血的罪归于你家。 
	
22.9t	严禁混杂
	
22.9	在你的葡萄园内，不可撒上两样种子，免得你撒种子的收获和葡萄园的出产，都成了禁物。
22.10	不可使牛驴一同耕作；
22.11	不可穿羊毛和麻混合织成的布料。
22.12	你所披的外衣，四边应做上□头。 
	
22.13t	婚姻纠纷的处置
	
22.13	若有人娶妻，与她结合后就憎恶她，
22.14	捏造可耻的事，败坏她的名誉说：「我娶了这个女人，当我与她结合时，我发现她不是处女。」
22.15	那少女的父母应把少女的处女证，带到城门，见本城长老。
22.16	少女的父亲应对长老说：「我将我的女儿嫁给这人为妻，他却憎恶她，
22.17	捏造可耻的事说：我发现你的女儿不是个处女。然而，请看我女儿的处女证! 」然后就将被单铺在本城的长老前。
22.18	本城的长老应拿住这人，加以处罚，
22.19	并罚他一百银子，交给少女的父亲，因为他坏了一个以色列处女的名誉，这少女仍是他的妻子，他一生不能休她。
22.20	但这事若是真的，发现少女真不是处女，
22.21	就应将少女领到她父亲家门口，本城的人应用石头砸死她，因为她在以色列中做出了可耻的事，在她父家行了邪淫：这样你由你中间铲除了这邪恶。
22.22	若发现一人与一个有夫之妇同寝，与妇人同寝的男人和那妇人，二人都应处以死刑：这样你由以色列中铲除了这邪恶。
22.23	若一年轻处女已许配与人，有人在城中遇见她，而与她同寝；
22.24	你们应将他们二人领到当地城门口，用石头砸死他们：那少女该死，因为她虽在城里，却没有呼救；那男人该死，因为他强奸了人家的妻子：这样你由你中间铲除了邪恶。
22.25	但若有人在郊野遇见了一个许配与人的少女，强奸了她，与她同寝，只有这与她同寝的人该死，
22.26	对那少女，不可行刑，因为她并没有犯死罪，因为这件事就如一个人狙击自己的邻人，将他杀死一样；
22.27	因为那男人在郊野里遇见了她，纵使许配与人的少女呼救，也没有人来救她。
22.28	若有人遇见一个尚未许配与人的年轻处女，抓住她而与她同寝，并被人发见。
22.29	这与她同寝的人应给少女的父亲五十「协刻耳」银子外，还该娶她为妻，因为他强奸了她，一生不能休她。
	
23.0t	第二十三章
	
23.1	人不可娶父亲的妻子，也不可揭开父亲的衣襟。 
	
23.1t	不得加入集会的人
	
23.2	凡外肾受伤或被阉割的人，不得进入上主的集会。
23.3	私生子不得进入上主的集会；他的后代即便到了第十代，也不得进入上主的集会。
23.4	阿孟人和摩阿布人不得进入上主的集会；他们的后代，即便到第十代，也永不得进入上主的集会；
23.5	因为当你们出离埃及时，他们没有带食物和水，在路上前来迎接你们；又因他们从美索不达米亚的培托尔，雇了贝敖尔的儿子巴郎来咒骂你；
23.6	但是上主你的天主不但不愿听从巴郎，上主你的天主反而将咒骂变为你的祝福，因为上主你的天主爱你。
23.7	你一生永远不要为他们谋安宁和幸福。
23.8	你不可憎恨厄东人，因为他是你的兄弟；也不可憎恨埃及人，因为你曾在他们国内做过侨民。
23.9	他们所生的子孙到了第三代，即能进入上主的集会。 
	
23.10t	营内应有的圣洁
	
23.10	几时你出征扎营，攻打你的仇敌，应避免一切恶事。
23.11	你中间如有人夜间梦遗，即成为不洁，应走出营外，不可进入营内；
23.12	傍晚时，应用水洗澡，日落时，才能进营。
23.13	在营外应有厕所，你应去那里便溺。
23.14	在你的武器中；应有一把铲；当你在外便溺时，用它来掘坑，然后用以铲土掩盖粪便。
23.15	因为上主你的天主在你营中往来，为救护你，将你的仇人交给你，所以你的营地应当圣洁，免得他在你那里见到讨厌的事，而离弃你。 
	
23.16t	仁心处世
	
23.16	凡由主人逃到你这里来的奴仆，你不应将他交给他的主人；
23.17	他应在你中间与你同住，住在他自己所选的地方，住在他喜欢的一座城内；你不可欺负他。
23.18	以色列妇女中不可有人当庙妓，以色列男人中亦不可有人作庙倡。
23.19	你不可将卖淫的酬金和卖狗的代价，带到上主你天主的殿内，还任何誓愿，因为这两样于上主你的天主都是可憎恶的。
23.20	借给你兄弟银钱、食物，或任何能生利之物，你不可取利。
23.21	对外方人你可取利，对你兄弟却不可取利，好使上主你的天主在你要去占领的地上，祝福你进行的一切事业。
23.22	几时你向上主你的天主许愿，不要迟延还愿，因为上主你的天主必向你追讨，你就不免有罪了。
23.23	如果你不许愿，你就没有罪。
23.24	凡你口中说出来的，你应遵守；凡你亲口说出向上主你的天主所许的愿，你应执行。
23.25	几时你进入你邻人的葡萄园，你可随意摘食葡萄，可以吃饱，但不可装入你的器皿内。
23.26	几时你进入你邻人的麦田，可以伸手摘麦穗，但不可在你邻人的麦田内动镰刀。 
	
24.0t	第二十四章
	
24.1t	离婚案件
	
24.1	如果一人娶了妻，占有她之后，在她身上发现了什么难堪的事，因而不喜悦她，便给她写了休书，交在她手中，叫她离开他的家，
24.2	而这女子走出了他的家，又去嫁给了另一人为妻，
24.3	如果后夫又憎恶她给她写了休书，交在她手中，叫她离开他的家，或者娶她为妻的后夫死了，
24.4	那么，那休她的前夫，在她受了污辱之后，不能再娶她为妻，因为这在上主面前是可憎恶的事；你不可使上主你的天主赐给你作产业的土地陷于罪恶。 
	
24.5t	体恤人情
	
24.5	人娶了新妇，不应从军出征，也不可派他担任什么职务；他应在家享受一年自由，使他新娶的妻子快活。
24.6	不可拿人的磨，或上面的一块磨石作抵押，因为这无异是拿人的性命作抵押。
24.7	若发现一人拐带了以色列子民中的一个兄弟，叫他充当奴隶，或将他贩卖于人，这拐子应处死刑：这样你由中间铲除了这邪恶。
24.8	遇有癞病的情形，应全照肋未司祭指教你们的，谨慎遵行。我怎样吩咐了他们，你们就怎样遵守执行。
24.9	你应记得你们出埃及后，在途中，上主你的天主对米黎盎所做的事。
24.10	几时你借给你近人什么，不可走进他家索取抵押；
24.11	应站在外面，等那借贷的人把抵押给你拿出来。
24.12	倘若他是个贫苦人，你不可带著他的抵押去睡觉。
24.13	反之，在日落时，务要将抵押还给他，好叫他睡在自己的外衣里祝福你；这在上主你的天主面前，算是你的功德。
24.14	贫苦可怜的佣工，不论是你的一个兄弟，或是你城镇地区内的一个外方人，你不应欺压他，
24.15	应在当天，交给他工钱，不要等到日落；因为他贫苦，他急需工钱用，免得他对你不满而呼求上主，你就不免有罪了。
24.16	不可为儿子的罪处死父亲，亦不可为父亲的罪处死儿子：每人应为自己的罪被处死刑。
24.17	不可侵犯外方人或孤儿的权利，不可拿寡妇的衣服作抵押；
24.18	应记得你在埃及曾做过奴隶，上主你的天主曾将你由那里救出：为此我吩咐你应遵行这条命令。
24.19	当你在田间收割庄稼时，如在田中忘下了一捆，不要再回去拾取，要留下给外方人、孤儿和寡妇，好叫上主你的天主在你做的一切事上祝福你。
24.20	当你打橄榄树时，不要再回去打树枝上所剩的，应留给外方人、孤儿和寡妇。
24.21	当你收获葡萄时，不要再摘取所剩下的，应留给外方人、孤儿和寡妇。
24.22	总应记得你在埃及地曾做过奴隶：为此我吩咐你应遵行这条命令。
	
25.0t	第二十五章
	
25.1	几时人与人之间发生争讼，而对簿公庭，定案时，正直的，应声明他正直；有罪的，应判定他有罪；
25.2	如有罪的应受鞭刑，判官应命他伏下，当面按他的罪照数鞭打；
25.3	只可打他四十下，不可再多；怕鞭打他超过这数目，你的兄弟在你眼前过于受辱。
25.4	牛在打场的时候，不可笼住它的嘴。 
	
25.5t	代兄弟立嗣
	
25.5	如果兄弟住在一起，其中一个没有留下儿子就死了；死者的妻子不可出嫁外人，丈夫的兄弟应走近她，以她为妻，对她履行兄弟的义务。
25.6	她所生的长子，应归亡兄名下，免得他的名由以色列中消灭。
25.7	若是那人不肯娶他兄弟的妻子，他兄弟的妻子应到城门去见长老说：「我丈夫的兄弟不愿在以色列中给自己的兄弟留名，不愿对我尽兄弟的义务。」
25.8	本城的长老应叫那人来，对他说明；如他仍坚持说：「我不愿娶她。」
25.9	他兄弟的妻子应当著长老的面，走到他跟前，从他脚上脱下他的鞋，向他脸上吐唾沫说：「那不愿给自己兄弟建立家室的人，应这样对待他。」
25.10	从此他的名字，在以色列中，将称为「脱鞋者的家。」 
	
25.11t	妇女应知检点
	
25.11	若两人彼此殴打，一人的妻子前来，救她的丈夫脱离那打他者的手，伸手抓住了那人的阴部；
25.12	你应砍去她的手，不应表示怜惜。 
	
25.13t	交易应公道
	
25.13	在你袋里不可有两样法码：一大一小；
25.14	在你家内也不可有两样升斗：一大一小。
25.15	你应有准确公正的法码，应有准确公正的升斗，好使你在上主你的天主赐给你的地上，得享长寿；
25.16	因为凡做这些事的，凡做事不公平的，于上主你的天主都是可憎恶的。
25.17	你应记得，当你由埃及出来时，阿玛肋克在路上怎样对待了你：
25.18	怎样在路上袭击了你，乘你困乏无力，攻击你后方所有疲惫的人，一点也不怕天主。
25.19	所以，当上主你的天主赐你摆脱你四周的一切仇敌，在上主你的天主赐给你作产业的地上，安享太平时，你应由天下抹去阿玛肋克的名字；不可忘记!
	
26.0t	第二十六章
	
26.1t	初熟的献仪
	
26.1	当你进入上主你的天主赐给你作产业的土地，占领后住在那里时，
26.2	应由上主你的天主赐给你的土地上，将一切田产的初熟之物，取出一部分放在筐里，往上主你的天主选定立自己名号的地方去，
26.3	到当时供职的司祭前，对他说：「我今日向上主我的天主明认，我已来到了上主对我们的祖先誓许赐与我们的地方。」
26.4	司祭就由你手中接过筐子，放在上主你的天主的祭坛前；
26.5	然后你就在上主你的天主面前声明说：「我的祖先原是个飘泊的阿兰人，下到埃及，同少数的家人寄居在那里，竟成了一强大有力，人口众多的民族。
26.6	埃及虐待我们，压迫我们，勒令我们做苦工。
26.7	我们向上主我们祖先的天主呼号，上主俯听了我们的哀声，垂视了我们的苦痛、劳役和所受的压迫。
26.8	上主以强力的手，伸展的臂，巨大的恐吓，神迹奇事，领我们出了埃及，
26.9	来到这地方，将这流奶流蜜的土地赐给了我们。
26.10	上主，请看! 我现今带来了你赐给我的田地里所出产的初熟之物。」遂将这初熟之物放在上主你的天主面前，俯伏朝拜上主你的天主。
26.11	然后你与肋未人，和住在你中间的外方人，欢乐享受上主你的天主赐与你和你家庭的一切福分。 
	
26.12t	什一之物的献仪
	
26.12	在第三年，即献什一之年，当你把你一切出产十分之一，完全取出，分给肋未人、外方人、孤儿和寡妇，并使他们在你的城镇中吃饱之后，
26.13	你应到上主你的天主面前说：「我由我家中完全交出了这祝圣的一份，分给了肋未人、外方人、孤儿和寡妇，全照你吩咐我的命令；我没有违犯你的命令，也没有忽略。
26.14	这些圣物，在我居丧时，我没有取食；在不洁中，我没有交出，更没有献给死人；我听从了上主我的天主的话，全照你吩咐我的一切履行了。
26.15	愿你由你神圣的住所，由天上俯视，祝福你的人民以色列，和你赐给我们的土地，即你向我们祖先所誓许的那流奶流蜜的地方。」 
	
26.16t	第二篇演词的结论
	
26.16	上主你的天主今天吩咐你遵行这些法令和规则，你应全心全灵谨守遵行。
26.17	今天你明认上主是你的天主，愿履行他的道路，谨守他的法令、诫命和规则，听从他的话。
26.18	上主今天也照他对你所说的，明认你为他特属的人民，只要你谨守他的一切诫命，
26.19	并且他要使你在名誉、声望和光荣上，远超过他所造的一切民族，使你如他所说的，成为属于上主你的天主的圣洁人民。」
	
27.0t	第二十七章
	
27.1t	命镌刻法律
	
27.1	梅瑟与以色列的长老吩咐人民说：「你们应遵守我今天吩咐你们的一切命令。
27.2	在你们过约但河，进入上主你的天主赐给你的土地的那一天，应竖立几块大石，涂上石灰；
27.3	在你过河进入上主你的天主赐给你的地方，即上主你祖先的天主许给你的流奶流蜜的地方之后，要立即将这法律的一切话刻在上面。
27.4	所以，你们一过了约但河，就该照我今日吩咐你们的，在厄巴耳山上竖立这些石头，涂上石灰；
27.5	并在那里给上主你的天主建筑一座祭坛，一座未用斧凿的石头修的祭坛；
27.6	应用未加入人工的石头建筑上主你的天主的祭坛，在上面给上主你的天主奉献全燔祭，
27.7	祭献和平祭，并在那里设宴，在上主你的天主面前欢乐。
27.8	在这些石头上，应清清楚楚刻上这法律的一切话。」
27.9	梅瑟和肋未司祭对全以色列人说：「以色列人! 你们应静默细听：你今天既成了上主你的天主的人民，
27.10	就应听从上主你的天主的话，遵行我今日给你吩咐的上主的诫命和法令。」 
	
27.11t	应受咒骂的罪犯
	
27.11	梅瑟在那一天又吩咐人民说：「
27.12	你们过了约但河以后，应站在革黎斤山上祝福人民的，是西默盎、肋未、犹大、依撒加尔、若瑟和本雅明；
27.13	站在厄巴耳山上宣布诅咒的，是勒乌本、加得、阿协尔、则步隆、丹和纳斐塔里。
27.14	肋未人应大声向所有的以色列人喊说：
27.15	那制造上主所憎恶的雕像或铸像，并将匠人的作品，放在暗处的人，是可咒骂的。全体人民应答说：阿们。
27.16	蔑视父亲和母亲的，是可咒骂的。全体人民应答说：阿们。
27.17	移动邻人地界的，是可咒骂的。全体人民应答说：阿们。
27.18	领瞎子走错路的，是可咒骂的。全体人民应答说：阿们。
27.19	侵犯外方人、孤儿和寡妇权利的，是可咒骂的。全体人民应答说：阿们。
27.20	与父亲的妻子同寝的，是可咒骂的，因为他揭开了父亲的衣襟。全体人民应答说：阿们。
27.21	与兽交合的，是可咒骂的。全体人民应答说：阿们。
27.22	与同父异母，或同母异父的姊妹同寝的，是可咒骂的。全体人民应答说：阿们。
27.23	与岳母同寝的，是可咒骂的。全体人民应答说：阿们。
27.24	暗杀邻人的，是可咒骂的。全体人民应答说：阿们。
27.25	接受贿赂去杀害无辜的，是可咒骂的。全体人民应答说：阿们。
27.26	不坚持这法律的话而执行的，是可咒骂的。全体人民应答说：阿们。
	
28.-1t	梅瑟第三篇演说(28-30)
	
28.0t	第二十八章
	
28.1t	守法者必蒙祝福
	
28.1	你若实在听从上主你的天主的话，谨守遵行我今天吩咐你的这一切诫命，上主你的天主必使你远超过地上所有的民族。
28.2	如果你听从上主你的天主的话，下面这些祝福必临于你，来到你身上。
28.3	你在城内必蒙受祝福，在乡下也必蒙受祝福。
28.4	你身所生的，田地所产的，牲畜所出的，牛所生殖的，羊所产下的，都要蒙受祝福。
28.5	你的筐篮，你的揉面盆，都要蒙受祝福。
28.6	你进来，蒙受祝福；你出去，也蒙受祝福。
28.7	起来攻击你的仇敌，上主必使他们在你面前崩溃；他们由一路来攻击你，却分七路由你面前逃去。
28.8	上主决定对你的仓廪和在你著手进行的事上祝福你；在上主你的天主赐给你的土地上，必要祝福你。
28.9	只要你谨守上主你的天主的诫命，遵行他的道路，上主必要照他誓许于你的，立你为他自己的圣民；
28.10	普世万民一见你属于上主的名下，必都怕你。
28.11	在上主你的天主向你祖先起誓要赐给你的土地上，上主必使你满享幸福：儿女众多，牲畜繁殖，地产丰富。
28.12	上主必为你大开天上的宝库，给你的田地降下时雨，祝福你手所做的一切；你要借给许多民族，而你却无须向人借贷。
28.13	上主必立你为首，而不做尾巴，你常是高高在上，而总不屈居在下，只要你听从我今天吩咐你的上主你天主的诫命，并谨守遵行，
28.14	不左右偏离我今天吩咐你们的一切话，去跟随事奉其他的神。 
	
28.15t	违法者被诅咒
	
28.15	但是，如果你不听从上主你天主的话，不谨守遵行我今天吩咐你的上主的一切诫命和法令，下面这些咒骂必要临于你，来到你身上。
28.16	你在城内必遭受咒骂，在乡下也必遭受咒骂。
28.17	你的筐篮，你的揉面盆，都要遭受咒骂。
28.18	你身所生的，田地所产的，牛所生殖的，羊所产下的，都要遭受咒骂。
28.19	你进来，必遭受咒骂；
28.20	你出去也必遭受咒骂。上主在你著手进行的一切事上，必使你遭受灾难、困扰和恐吓，直到你完全毁灭，迅速灭亡，因为你作恶，离弃了我。
28.21	上主必使你瘟疫缠身，直到将你由你要去占领的地上完全消灭。
28.22	上主必用痨病、热病、疟疾、炎热、乾旱、热风和霉烂打击你；这些灾殃必追击你，直到你灭亡。
28.23	你头上的天将变为铜，你下面的地将变为铁。
28.24	上主必使雨变成灰沙降在你的田地里，由天上降在你身上，直到你完全毁灭。
28.25	上主必使你在仇敌面前崩溃；你由一路出击他们，却分七路由他们前逃去；你要成为普世万国惊骇的对象。
28.26	你的尸首必成为天空飞鸟，和地上走兽的食物；无人来将它们吓走。
28.27	上主必用埃及的脓疮、痔漏、癣疥和红疹打击你，使你无法医治。
28.28	上主必用癫狂、眼瞎和心乱打击你；
28.29	在正午时，你要摸索有如在黑暗中摸索的瞎子；你的所作所为决不会顺利；你必日日受人压迫剥削，而无人援助。
28.30	你与一女子订婚，别人却来与她同寝；你建筑一座房屋，却不得住在里面；你栽植葡萄园，却得不到享用。
28.31	你的牛在你眼前被杀，你却不能吃它的肉；你的驴由你眼前被人抢去，再不归还给你；你的羊群被交给你的敌人，却无人来援助你。
28.32	你的儿女被交给外方民族，你只有双眼张望，日日为他们焦虑，但你却无能为力。
28.33	你田地的出产和你劳力之所得，却为你不认识的一个民族吃尽；你只有时时被人压迫蹂躏；
28.34	你必要因你亲眼所见的事而变为疯狂。
28.35	上主必用恶疮打击你的膝和腿，由肿至顶，使你无法医治。
28.36	上主必将你和你所立的统治你的君王，送到你和你祖先不认识的一个民族那里去，在那里你要事奉别的神，即木石所制的神。
28.37	在上主要送你去的各民族中，你必成为惊骇、嘲笑和讽刺的对象。
28.38	你在田间撒的种子虽然很多，但收获的却很少，因为蝗虫要来吃尽。
28.39	你虽然栽种修剪葡萄园，却没有酒喝，没有收成，因为都要为虫子吃尽。
28.40	你虽然在全境栽有橄榄树，却没有油抹身，因为橄榄要遂结遂落。
28.41	你虽然生子养女，但他们却不属于你，因为他们要被掳去。
28.42	害虫要吃尽你所有的树木和土地的出产。
28.43	住在你中间的外方人不断发达兴旺，远在你以上，你反而日趋卑下。
28.44	他要借给你，你却不能借给他；他要为首，你却要做尾巴。
28.45	这一切咒骂必临于你，追击你，来到你身上，直到你全被消灭，因为你没有听从上主你天主的话，没有遵守他吩咐你的诫命和法令。
28.46	这些咒骂对你和你的子孙，永远是一个徽号和徵兆。
28.47	因为在财物富裕时，你没有诚心悦意地去事奉上主你的天主，
28.48	你必在饥渴，赤身露体，一无所有中，服侍上主派来攻击你的仇敌；他必将铁轭放在你的颈上，直到将你消灭。 
	
28.49t	终必国破家亡
	
28.49	上主必由远方，由地极引来一个民族，像鹰一样扑击你；这民族的语言，你不明了；
28.50	这民族又铁面无情，不敬老，不恤幼；
28.51	他必吞食你家畜的幼雏，和田地的产物，直到你被消灭；必不给你留下什么谷、米、酒、油、牛犊或羔羊，直到将你完全毁灭。
28.52	他必将你围困在所有的城镇内，直到你全国内所依恃的高大坚固的城墙都被攻陷；当你被围困在上主你天主赐给你的全境各城镇内时，
28.53	在你被仇敌围困的穷困中，你要吃你自身所生，即上主你天主赐给你子女的肉。
28.54	你中间最温柔娇嫩的男人，这时对自己的兄弟、怀中的妻子、尚存的子女，也必冷眼相看，
28.55	不愿将他所吃的子女的肉，分给他们任何人，因为在你的仇敌使你在各城镇受围困陷于绝境时，已一无所剩。
28.56	你中间最温柔娇嫩的女人，先前娇嫩温柔得连脚都不踏在地上，这时对自己怀中的丈夫、自己的子女、也要冷眼相看，
28.57	暗中将她两腿间脱出的胞衣，和她所生的子女吃掉，因为在你的仇敌使你在各城镇中受围困，陷于穷困时，已一无所有。
28.58	如果你不谨守遵行这书上所记的法律的一切条文，敬畏这光荣可畏的名号：上主你的天主，
28.59	上主必使你和你的后裔遭受更奇特的灾害，大而且久的灾害，毒而且顽的疾病；
28.60	必使你所怕的各种埃及病灾发生在你身上，缠绕著你。
28.61	此外，在这法律书上所没有记载的一切疾病和灾害，上主也要引来降在你身上，直到将你完全消灭。
28.62	你们以前虽然多如天上的繁星，你们所留下的，却寥寥无几，因为你没有听从上主你天主的话。
28.63	有如上主先前怎样喜欢你们获得幸福，使你们人数众多，将来也要怎样喜欢你们衰落，使你们灭亡，使你们由你要去占领的地上尽被铲除。
28.64	上主要将你分散在大地两极间所有人民中，你要在那里事奉你和你祖先所不认识的外神，即木石之神；
28.65	而且在这些民族中，你总得不到安宁，也找不到一块歇脚的地方；上主在那里必使你心情烦乱，眼目憔悴，精神颓丧。
28.66	你未来的生活必提心吊胆，日夜惊惶；生命毫无保障。
28.67	因你心情恐慌，因你眼见的景象，早晨你要说：「巴不得现在是晚上! 」到了晚上你又要说：「巴不得现在是早晨! 」
28.68	上主要用船将你送回埃及，走我曾告诉你，你不会再见的那条路；在那里你们虽自愿将自己卖给你的仇敌为奴为婢，却无人肯买。
28.69	这是上主在曷勒布山与以色列子民订立的盟约以外，在摩阿布地方吩咐梅瑟同以色列子民订立盟约的言辞。
	
29.0t	第二十九章
	
29.1t	回忆往事
	
29.1	梅瑟将所有的以色列人召来，对他们说：你们亲自看见了上主当著你们的面，在埃及地对法郎，对他的臣仆，对他全国所做的一切，
29.2	那些惊人的折磨、神迹和伟大的奇事，你们都亲眼看见过。
29.3	但是，直到今天，上主还没有给你们一颗能明了的心，能看见的眼，能听见的耳。
29.4	我在旷野四十年之久领导你们，你们身上的衣服没有穿坏，脚上的鞋也没有穿破；
29.5	当时你们没有吃粮食，也没有喝清酒醇酒，这是要你们知道，我上主是你们的天主。
29.6	你们一来到此地，赫市朋王息红和巴商王敖格出来与我们交战，我们击败了他们，
29.7	占领了他们的土地，分给了勒乌本人和加得人以及默纳协半个支派作产业。
29.8	所以你们应谨守遵行这盟约的话，好使你们在所做的一切事上，都能顺利。 
	
29.9t	劝勿违盟
	
29.9	今天你们全都站在上主你们的天主面前，──你们的首领、族长、长老、官长、和以色列所有的男子，
29.10	你们的幼小和妻子，以及在你营中的外方人，从为你砍柴到为你汲水的人，──
29.11	都来同上主你的天主缔结盟约。即上主你的天主今天与你所立的附有诅咒的誓约，
29.12	好叫他今天，有如他向你所许过的，有如他向你祖先亚巴郎、依撒格和雅各伯所誓许的：立你做他的人民，他做你的天主。
29.13	我不但与你们立这约和这誓，
29.14	而且也与那些今天与我们同站在上主我们的天主面前的人，和那些今天不与我们同在这里的人立约。
29.15	你们清楚知道，我们怎样在埃及地住过，怎样由一些民族中间走过；
29.16	你们也见过他们的丑恶之物和他们那里所有的木、石、金、银的偶像。
29.17	惟愿在你们中没有一个男人或女人，或家族，或支派，今日存心远离上主我们的天主，去奉事这些民族的神；惟愿在他们中没有一根生出毒草和苦艾的根子，
29.18	以致有人在听了这咒誓之后心中庆幸说：「我虽随心所欲地行事，仍平安无事。」这要使湿地与乾地同归于尽。
29.19	上主决不肯宽恕他；上主的烈怒和愤恨必向这人发作，这书上载的一切诅咒都要降在他身上，上主必由天下抹去他的名字。
29.20	上主将把他由以色列各支派中分出，照这法律书上所载的一切诅咒，使他遭受灾祸。
29.21	未来的一代，即继你们而兴起的子孙，和远地来的外方人，见了这地的灾祸和上主所降的灾殃，
