1:-1t	撒慕尔纪下
18:5	君王命令约阿布、阿阿彼瑟和依泰说：「对少年阿贝沙隆，你们应给我留情」。军人都听见了君王关于阿贝沙隆，给众将领所出的命令。
18:6	军人出发，来到平原，攻打以色列；在厄弗辣因森林发生了战事。
18:7	以色列人在那里为达味的臣仆打败，那天死伤惨重，阵亡的有二万人。
18:8	战争蔓廷全境，树林内死的人，比刀剑所杀的人还多。
	
18:9t	阿贝沙隆惨死
	
18:9	阿贝沙隆正遇上了达味的臣仆，他那时骑著一匹驴子，由大橡树的丛枝下经过，他的头发被橡树枝缠住，身悬在天地间，所骑的驴子已跑走。
18:10	有一个人看见，就告诉约阿布说：「我看见阿贝沙隆悬在橡树上」。
18:11	约阿布对那向他报信的人说：「你看见了，为什么不把他砍倒在地？那么我必赏你十「协刻耳」银子和一条腰带」。
18:12	那人对约阿布说：「即使交在我手里一千「协刻耳」银子，我也不愿伸手加害君王的儿子，因为我们亲听见君王吩咐你、阿彼瑟和依泰说：你们应为了我，保全少年阿贝沙隆。
18:13	并且，若我冒性命的危险，做错了事，也决不能瞒过君王，那时你也许不会保护我」。
18:14	约阿布说：「不愿在你面前这样耽搁时间！」他就手里拿了三根短箭，射在阿贝沙隆心中，那时，他在橡树上还著。
18:15	约阿布的十个少年围上前来，将阿贝沙隆击毙。
18:16	约阿布遂次起号角，军人便回来，不再追赶以色列人，因为约阿布愿顾惜人民。
18:17	人们取下阿贝沙隆，将他块在树林中的一个大坑内，在他上面堆了一大堆石头。众以色列人各自回本家去了。
18:18	阿贝沙隆活著时，在君王山谷就为自己建立一石柱说：「我没有儿子，来怀念我的名字；」所他给那石柱起了自己的名字。直至今日，人还称那石柱为阿贝沙隆记念碑。
	
18:19t	向达味报信
	
18:19	匝多克的儿子阿希玛兹对约阿布说：「让我跑去，将上主对王的仇敌替王伸冤的喜信，禀报给君王」。
18:20	约阿布却对他说：「今日你不是报喜的人，改天再去报吧！因为君王的儿子死了，今日你不可去报信」。
18:21	约阿布遂对一个雇士人说：「你去将所见的事报告君王」。雇士人就拜别约阿布跑去信。
18:22	匝多克的儿子阿希玛兹又对约阿布说：「无论如何，我得跟著雇士人去！」约阿布答说：「为什么你要去？我儿，为这喜讯你得到什么报酬！」
18:23	他说：「我无论如何要去！」他答说：「去吧！」阿希玛兹就沿著约旦平原的大路跑去，跑过了雇士人。
18:24	那时达味正坐在两门中间，守卫士兵上了门楼顶。守卫兵举目一望，见一人独自跑来，
18:25	就大声喊叫．君王君王。王说：「若是一人，必有喜讯传报」。他越来越近了。
18:26	守卫又看见一个人跑来，守卫兵立刻对看门的大声喊说：「看，又有一人独自跑来」。王说：「这也是来报喜信的」。
18:27	守卫兵说：「我看见前一个人的跑法，像匝多克的儿子阿希玛兹的跑法」。王说：「他是个好人，必是来报喜信的」。
18:28	阿希玛兹上前对君王说：「安好！」就俯首至地，叩拜君王，接著说：「上主，你的天主是可赞美的，因为□消灭了反抗我主大王的人」。
18:29	王问说：「少年阿贝沙隆是否无恙？」阿希玛兹答说：「当大王的臣仆约阿布打发你的仆人时，我见有大骚动，但不是什么事？」
18:30	王说：「你退在一边，站在那里」。他便退在一边，站在那里。
18:31	雇士人也来到了，雇士人说：「有喜信报告给我主大王！上主今日对一切起来反抗你的的人为你伸了冤」。
18:32	王问雇士人说：「少年阿贝沙隆是否无恙？」雇士人答说：「愿我主大王的仇敌，以及凡心怀恶意起来反抗你的人，都相似这个少年人！」
	
	
	
19:0t	第十九章
	
19:1t	达味哭吊逆子
	
19:1	君王一听这话，不胜悲伤，就上了门楼痛哭；他哭著说：我儿阿贝沙隆！我儿！我儿阿贝沙隆，巴不得我替你死了，我儿阿贝沙隆！我儿！」
19:2	有人报告约阿布说：「看，君王在痛哭哀悼阿贝沙隆。」
19:3	那天的胜利为全军竟变成了悲哀，因为他们那天听说君王为自己的儿子悲伤。
19:4	因此，那天军人暗暗地进了城，好像由战埸上受辱回来的军队。
19:5	此时君王正在掩面大声哀哭说：「我儿阿贝沙隆！我儿阿贝沙隆！我儿！」
	
19:6t	约阿布警戒达味
	
19:6	约阿布进去对君王说：「你今天大伤你仆人们的脸面，他们救了你的性命，你儿女的性命，你妻妾的性命；
19:7	然而恨你的，你反而爱他；爱你的，你反恨他。今天你已明确表示：王侯和臣民为你不算什么。也明明看出：阿贝沙隆今天若能活著，我们我们都死了，你才安心呢！
19:8	现今你快起来，出去，说几句使你仆人们安心的话吧！我指著上主起誓，如果你不出去，今夜再没有一个人同你一起了。这祸患于你要超过你从小到大所遭遇的一切祸患」。
19:9	君王就起来，坐在大门口。遂有人向军民传报说：「君王已坐在门口！」军人都聚齐，来到君王前。
	
19:10t	达味回京
	
19:10	以色列各自逃回自己的营幕。那时，以色列各支派的民众纷纷议论说：「君王从仇人手中拯救了我们，现在，他竟为阿贝沙隆离开了本国。
19:11	我们给阿贝沙隆曾傅过油为管理我们，他已经战死。现今你们等什么，遇不把君王接回来？」
19:12	全以色列这提议传到君王那里。达味遂派人对司祭匝多克和厄贝雅塔尔说：「你们应向犹大长老说：为什么你们等到最后才去迎接君王回宫呢？
19:13	你们是我的兄弟，我的骨肉，为什么你们等到最后才去迎接君王呢？
19:14	你们要向阿玛撒说：你不是我的骨肉吗？若我不叫你一生代替约阿布作元帅，愿天主这样罚我，且更加倍地罚我！」
19:15	那时，全犹大人都同心合意，一致派使者到君王说：「请你和你的臣仆回来吧！
	
19:16t	史米和漆巴来迎
	
19:16	君王动身回来了，到了约旦河。这时迎接君王的犹大人来到了基耳加耳，协助君王渡约旦河。
19:17	那时，巴胡陵的本雅明人革辣的儿子史米，也赶快来同那些犹大人欢迎达味君王。
19:18	同他来的，还有一千本雅明人。撒乌耳的家仆，漆巴和他十五个儿子同二十个仆人，也来到约旦河欢迎君王？
19:19	他们都到渡口那边，协助君王的家族过河。听君王的调动；君王快要过约旦河时，革辣的儿子史米就俯伏在君王前，
19:20	向他说：「我主；，请不要归罪于我，求你不要怀念大王出离耶路撒冷时，你仆人所犯的罪；愿大王不要把这事放在心上！
19:21	因为你的仆人自知犯了罪。看，如今我是若瑟全家族中，首先来欢迎我主大王的」。
19:22	责雅的儿子阿瑟立即发言说：「史米辱骂了上主的受傅者，难道为了他这番话就不该死吗？」
19:23	达味却答说：「责鲁雅的儿子们，我与你们有什么关系？竟使你们今天与我作对！今天还可以将一个以色列人处死吗？难道不知道，我今天又作了以色列的君王？」
19:24	然后君王向史米说：「□不会死！」君王遂向起了誓。
	
19:25t	默黎巴耳的辩白
	
19:25	撒乌耳的孙子默黎巴耳也下来欢迎君王；他自从君王出走的那日起，直到平安回来的这一天，没有洗脚，没有修须，也没有人换洗自己的衣服。
19:26	他由耶路撒冷来君王时，君王问他说：「默黎巴耳！你为什么不同我一起出走呢？」
19:27	他答说：「我主大王！我的仆人哄骗了我，你仆人曾向他说：给我备一匹驴，我好骑著跟王一齐走，因为你仆脚跛。
19:28	他又在我主大王前诽谤了你的仆人；但我主大王像天主的天使，你看怎样好，就怎样作吧！
19:29	因为我父全家对于我主大王，都是该死的人，你反而使你的仆人与你同桌共，食我那里还有名分来向大王诉苦？」
19:30	君王对他说：「你何必再说？我已决定，你该与巴平分产业」。
19:31	默黎巴耳回答君王说：「我主大王既然平安回朝，让他全占有吧！」
	
19:32t	达味与巴尔齐来
	
19:32	基肋阿得人巴尔齐从洛格林下来，陪伴君王过了约旦河，在约旦河岸与他辞别。
19:33	巴尔齐来年纪很老，已八十岁。君王住在玛哈纳殷时，他供给了君王的吃用，他原很富有。
19:34	君王向巴尔齐来说：「你同我一起去吧！我愿在耶路撒冷供养你的老年」。
19:35	巴尔齐来回答君王说：「既使我同大王上耶路撒冷去，我还能活几年？
19:36	我现年已八十，还能分辨美丑么？你的仆人还能尝出吃喝的味道来么？还能细听伶女和歌女的乐声么？你的为什么还要拖累我主大王？
19:37	你的仆人陪著大王过约旦河，只是一点小意思，为什么大王要给我一个这样的报答？
19:38	请让你的仆人回去，叫我死在靠近我父母坟墓的故乡！看，你的仆人基默罕在这里，他可跟我主大王同去，你看著怎样好，就怎样对待他吧！」
19:39	达味答说：「那么，让默基罕跟我去好了，你看著怎样好，我就怎样待他；凡你向我所所要求的，我必为你做到」。
19:40	众人都过了约旦河，君王也过去了；然后与巴尔齐来亲吻，祝福道别。巴尔齐来遂回了本乡。
	
19:41t	犹大与以色列起衡突 
	
19:41	君王继续向基耳加耳前行，基默罕跟他同来。犹大全民众和一半以色列人陪著君王前行。
19:42	众以色列人来到君王前，向君王说：「为什么我们的兄弟犹大人将君王劫了去，领君王和君王的眷属过了约旦河。所有属达味的人不都是他的百姓吗？」
19:43	犹大人回答以色列人说：「因为君王是我们的亲族，你们为什么因此愤怒？我们岂是吃过君王的饭，或是领过他的俸禄？」
19:44	以色列人回答犹大人说：「我们对君王有十倍权利，那么，我们对达味的名分也多过你们，你们为什么轻视我们？不是我们首先提议，要迎回我们的君王吗？」然后犹大的答覆比以色列人所说的话，更为激烈。
	
	
	
20:0t	第二十章
	
20:1t	舍巴叛乱 
	
20:1	当时，在那里有个败类，始叫舍尸巴，是本雅明人彼革黎的儿子。吹著号，喊说：「我们和达味没有关系，对叶瑟儿子的产业没有分子。以色列人！各自回本家吧！
20:2	因此，众以色列人离开达味，跟随了彼革黎的儿子舍巴；但犹大人仍然紧随他们的君王，由约旦河直到了耶路撒冷。
20:3	达味王进了耶路撒冷的宫殿，就将他留下看守宫殿的十个个嫔妃，留在禁官里，养活她们，却不再亲近她们。她们被禁在冷官内，一直到死，终身守寡。
	
20:4t	约阿布计杀阿玛撒
	
20:4	王对阿玛撒说：「三天之内，你应给我召集犹大人，你也亲自也该来到这里」。
20:5	阿彼撒去召集犹大人，但他迟延耽搁，过了君王他所定的期限。
20:6	达味就对阿彼撒说：「现今彼革黎的儿子舍巴危害我们，恐怕甚于阿贝沙隆。你快去领你主人的军队去追赶他，免得他占了设防的城，由我们眼前逃脱」。
20:7	约阿布的部下，革肋提人和培肋提人，以及所有的勇士，都跟阿彼撒去了。他们由耶路撒冷出发，赶走彼革黎的儿子舍巴。
20:8	当他们来到基贝红的大石旁，阿玛撒也迎面而来。约阿布身穿战袍，束著腰带，腰间挂著一把带鞘的刀。约阿布的刀出鞘落地。
20:9	约阿布对阿玛撒说：「吾兄，你好？」约阿布遂用石手抓住阿玛撒的胡须，与他亲吻。
20:10	阿玛撒没有提防约阿布手中的刀；约阿布就用刀刺穿了他的肚腹，五脏倾流在地上，没有再刺第二下，他就死了。约阿布与自己的兄弟阿彼瑟，便往前追赶彼革黎的儿子舍巴。
20:11	看守阿玛撒尸首的约阿布的一个兵士喊说：「谁喜爱约阿布，谁属达味，就跟约阿布去！」
20:12	阿玛撒此时卧在路中血泊中，那人见众人停留不前，就将阿玛撒的尸首，由路上搬到田里，上面蓄上一件衣服，因为他见军人到了那里，就停在尸首前。
20:13	尸首由路上搬走后，军人就都过去，跟随约阿布追赶彼革黎的儿子舍巴。
	
20:14t	阿贝耳城献出舍巴首级
	
20:14	舍巴走遍了以色列各支派，人都不理他。随后到了贝特玛阿加的阿贝耳，众彼革黎人却聚集起来，跟随了他。
20:15	约阿布大军前来，把他包围在贝特玛阿加的阿贝内，兴筑攻城的壁垒。跟随约阿布的大军遂下手挖城墙，使墙倒塌。
20:16	当时城中有个聪明的妇人，站在城墙上喊说：「请听！请听！你们对约阿布说：来这里，我有话对你说」。
20:17	约阿布来到她那里，妇人便问说：「你是约阿布吗？」他答说：「我是」。她便对他说：「请你听你婢女一言！」他答说：「我听」。
20:18	她说：「从前有句话说：你去问问阿贝耳，事便可解决。
20:19	我在以色列算是一座和平忠厚的城，你却图谋消灭一座以色列的母城。为什么你要吞灭上主的产业？」
20:20	约阿布答说：「决无此事，我决无意消灭或破坏。
20:21	完全不是这么一回事；只因厄弗辣因山地的一人，即彼革黎的儿子名叫舍巴的，造反抗拒达味王；只要你们将他交来，我即撤离此城」。妇人对约阿布说：「请看，他的头由城上抛给你」。
20:22	妇人就去凭自己的智慧劝说众百姓。他们便砍了彼革黎的儿子舍巴的头，抛给约阿布。约阿布遂吹起号角，撤兵离城，各自了本家。约阿布也回了耶路撒冷君王那里。
	
20:23t	达味重要官员
	
20:23	约阿布统率以色列的众军队；约雅达的儿子贝纳雅管理革勒提人和培肋提人；
20:24	阿多兰管理奴役；阿希路得的儿子约沙法特作御史；
20:25	史沙作书记；匝多克和厄贝雅塔尔作司祭；
20:26	此外，雅提尔人依辣也也作达味的司祭。
	
	
	
21:0t	第二十一章
	
21:1t	基贝红人要求报仇
	
21:1	达味在位时，饥荒连接二年，他求问了上主，上主答说：「在撒乌耳和他家中尚有血债，因为他杀了基贝红人」。
21:2	君王遂将基贝红人召来，诣问。──基贝红不属以色列人，他们原是阿摩黎人的遗民。以色列子民曾向起过誓，但撒乌耳为表示爱以色列和犹大的热情，曾设法屠杀他们。
21:3	达味向基贝红人说：「我该为你们作什么？该怎样赎罪才可以使你们祝福上主的遗产？」
21:4	基贝红人回答他说：「我们和撒乌耳和他家不是金银的问题，也不愿在以色列杀一个人。」达味说：「你们论什么，我必为你们作到。」
21:5	他们向君王说：「破坏我们，设法消灭我们，我们不在以色列任何中存在的人，
21:6	要将他七个子孙交给我们，我们要在基贝红的山上，将他们悬挂在上主面前」。君王答说：「我必将他们交出来」。
21:7	君王为了自己同撒乌耳的儿子约纳堂间向上主所起的誓约，饶恕了撒乌耳的孙子，约纳堂的儿子默黎巴耳，
21:8	只将阿雅的女儿黎兹帕给撒乌耳所生的两个儿子阿尔摩尼和默黎巴耳，以及撒乌耳的女儿默辣布给默曷拉人巴尔齐来的儿子阿德黎耳所生的五个儿子，
21:9	交给基贝红人手里；基贝红人把他们在山上悬挂在上主面前；他们七人死在一处，死在收割初期。
	
21:10t	撒乌耳与子孙合葬
	
21:10	阿雅的女儿了麻衣，铺在石上，开始收割大麦，直到雨从天上落到尸首上，白天她不让飞鸟飞近，夜间不让野兽起近。
21:11	有人把阿雅的女身儿，撒乌耳的妾黎兹帕所行的事，报告给达味。
21:12	君王就去把撒乌耳和他的儿子约纳堂的遗骸，从雅贝士基肋阿得的居民那里收殓起来；这骨骸是他们从贝特商偷来的。原来培肋舍特人那天在基耳波杀了撒乌耳，将他们悬在广场上。
21:13	达味那里将撒乌耳和他的儿子的遗骸，那七个被悬挂的遗骸，一同运了回来，
21:14	与撒乌耳和他儿子约纳堂的遗骸，一同埋在本雅明地方的责拉，撒乌耳的父亲克的坟墓内。人门全依照君王所吩咐的作了；以后，天主才怜悯了那地方。
	
21:15t	四次击败培肋舍特人
	
21:15	培肋舍特人与以色列人之间又发生战事，达味带著他的军队下来，驻扎在哥布，攻打培肋舍特人。正当达味疲乏时，约阿士的儿子多多出来了，
21:16	他是辣法巨人的后裔，他所持的矛的铜有三百「协刻耳」重，腰间佩著一把新剑，扬言要击杀达味。
21:17	责鲁雅的儿子阿彼瑟就来协助达味，打败了那培肋舍特人，将他杀死。那时，达味的臣仆向他起誓说：「你可可跟随我们出征打战，怕你熄灭了以色列的明灯」。
21:18	此后，又在哥布和发生了战事，这次胡沙人息贝开击杀了撒夫，他也是辣法巨人的后裔。
21:19	以后，在哥布又与培肋舍特人交战，白冷人雅依尔的儿子厄耳哈，杀了加特城人哥肋雅的兄弟拉赫米；这人的长矛粗如织布机的横轴。
21:20	此后，在加特又了战事，在那里有一巨人，两手各有六指，两脚也各有六趾，共有二十四个，也是辣法巨人的。
21:21	由于他辱骂了以色列，达味的兄弟史默亚的儿子约纳堂，便击杀了他：
21:22	以上四人，都是加特城辣法巨的后裔，都丧身在达味和他的臣仆的手下。
	
	
	
22:0t	第二十二章
	
22:1t	达味的凯歌
	
22:1	当上主救达味脱离了仇敌和撒乌耳的毒手时，达味向上主唱了诗歌
22:2	说：「上主，我的盘石，我的保障，我的避难所；
22:3	我的天主是我所倚靠的盘石，是我的盾牌，我的大救主，我的堡垒，我的藏身处。我的救主，是你救我脱离了强暴。
	
22:4t	化险为夷
	
22:4	我一呼求应受颂扬的上主，我便获救，脱离了我的仇敌。
22:5	死亡的波涛围绕我，凶险的急流惊吓我，
22:6	阴府的绳索缠住中我，死亡的罗网绊住我；
22:7	在急难中我呼求上主，向我的天主呼号，□由殿中听了我的声音，我的呼声达入□耳中。
22:8	因□盛大作，大地震动戢栗，上主的基础动汤摇撼，
22:9	由□的鼻孔涌出浓烟，由□的口中喷出烈火，由□的身上射出火炭，
22:10	使天低垂亲自降下，在□的脚下浓云密布。
22:11	□乘坐革鲁宾飞腾，藉著风的翼羽翱翔。
22:12	□四周以黑暗做帷幔，以豪雨浓云为帐幕。
22:13	闪电在□前闪烁，红炭发出了火光。
22:14	上主由高天兴雷，至高者发出了呼声。
22:15	□射出羽箭，使敌人四散，发闪电，使敌人惊扰。
22:16	上主的呵斥一发，鼻孔的怒气一出，苍海的海低即出现，大地的地基也外露。
22:17	□由高处伸手将我拉住，由大水中将我提出。
22:18	救我脱离了我的劲敌，摆脱了强于我的仇人。
22:19	他们在我困厄之日，袭击了我，然而上主却作了我的后盾；
22:20	□引我步坦途，因喜爱我而救了我。
	
22:21t	善有善报
	
22:21	上主照我的正义酬报了我，按我双手的清白报答了我；
22:22	因我遵行了上主的正道，没有作恶离弃我的天主。
22:23	□的一切法令在我前，我未曾违过□的诫命；
22:24	我□前常保成全，自知提防各种不义。
22:25	因此，上主照我的正义，我在□的纯洁，赏报了我。
22:26	仁慈的人，你待他仁慈；正直的人，你待他正直；
22:27	纯的人，你待他纯朴；乖戾的人，你待他乖戾。
22:28	卑微的人，你必拯救；傲慢的人，你必睥视。
22:29	上主，你是我的火炬，我的天主，照明我的黑暗。
22:30	仗著你，我冲入了敌营；靠著我的天主，我跳过了墙垣。
22:31	天主的道路是完善的；上主的言语是纯净的；凡投□的人，□怍他们的后盾。
	
22:32t	惟天主施救
	
22:32	上主以外，还有谁是天主？除我的的天主外，还有谁的盘石？
22:33	是天主赐我毅力，使我一路顺利，
22:34	使我的脚快如鹿蹄，使我屹立高地，
22:35	教导我手作战，使臂膊能开铜弓。
22:36	你你的救生盾赐了我，你的长甲作了我的掩护。
22:37	你为我的脚步拓宽了路，我的脚从未颠簸。
22:38	我追赶仇敌，消灭他们；不灭绝他们，决不返回。
22:39	我将他们打得一蹶不振，尽都倒毙在我脚下
22:40	你赐我毅力勇作战，把我的对手屈伏我下，
22:41	使我的敌人在前转背而逃，使我歼灭了一切仇恨我的人。
22:42	他们呼号，却无人施救；呼号上主，也不获应允。
22:43	我捣碎他们地上的灰尘，践踏他们像道上的泥土。
22:44	你由百姓的叛乱中救拔了我，立我做了列国的首领；我不知道的人民竟给我服役；
22:45	外邦的子民谄媚奉承我，一听到是我，即服从我；
22:46	外的子民惊惶失色，战战兢兢走的堡垒。
	
22:47t	谢恩歌 
	
22:47	上主万岁！愿我的盘石受赞美，愿救我的的天主受颂扬！
22:48	天主是你为我报了仇，使万民屈伏于我，
22:49	是你救我脱离了我的仇敌，提拔我凌驾我的对手之上，救我脱免了强暴的人。
22:50	5为此，上主！我要在异民中称谢你，歌颂你的圣名。
22:51	5因为□使自己的君大获胜利，对自己的受傅者达味和他的子孙，广施仁慈，直到永远」。
	
	
	
23:0t	第二十三章
	
23:1t	达味的最后遗言 
	
23:1	达味的最后遗言如下：叶的儿子达味的神谕，至高者所举扬的人，雅各伯的天主的受傅者，以色列的善歌咏者的神谕：
23:2	上主的神藉著我说话，的话语在我的唇舌上。
23:3	雅各伯的天主说过，以色列的磐石曾向我说：那以正义统治人的，那以敬畏天主之情统治人的，
23:4	有如日出时的晨光，无云的黎明，雨后射在绿草地上的光辉。
23:5	的确，我的家必屹立在天主前，因为□与我结了永久的盟约，妥善而有保证的盟约，□岂能不给我产生救恩和喜乐。
23:6	但匪徒败类必像被抛弃的荆棘，谁也不敢去用手拿；
23:7	谁若去触动，必用刀或枪柄打伐，而后用火烧尽」。
	
23:8t	达味的三杰
	
23:8	以下是达味勇将的名单：哈革摩尼人依市巴耳是三杰之首，他一次挥矛击杀了八百人。
23:9	其次为阿曷亚人多多的儿子厄肋阿匝尔，也是三杰之一。有一次他同达味在帕斯达明，当培肋舍特人正在那里集合准备交战时，以色列人退却，
23:10	他却固守阵地，击杀培肋舍特人，直到他的手麻痹无力，贴在刀柄上。上主在那一天使他大获胜利，民众折回，在他身后专夺财物。
23:11	再其次是哈辣黎人厄拉的儿子沙玛。那时，培肋舍特人在肋希集合；在口有一块长满扁豆的田地。当民众由培肋舍特心面前逃走时，
23:12	他独自立在田间，保护了那块田地，杀败了培肋舍特人：如上主又使他大获胜利。
	
23:13t	三个冒险者
	
23:13	在开始收割时，培肋舍特的军队在勒法因平原扎了营，三十勇士中，有三位下到阿杜蓝山岩，来见达味。
23:14	达味恰在山岩内，而培肋舍特人当时在白冷驻防。
23:15	达味渴望著说：「谁能为白冷城门旁的井中，给我打一点水来喝？」
23:16	那三位勇士就冲过培肋舍特人的营幕，从白冷城门旁的井里打了水，将水取来，带到达味前，但他不肯喝，反而将水奠于上主前，
23:17	说：「上主决不许我做这事；我岂能喝那些冒生命危险者的血？」所以他不止喝。这是这三位勇士的事。
	
23:18t	阿彼瑟与见纳雅
	
23:18	责鲁雅儿子，约阿布的兄弟，阿彼瑟是三十勇士的领袖，他挥舞长矛击杀了三百人，因此，在三十勇士中出了名。
23:19	他是三十勇士中最出名的，所以做了他们的领袖，但尚不及前三杰。
23:20	约雅达的儿子贝纳雅原是卡贝责耳人，是一位英勇，大有作为的人。他击杀了摩阿布人阿黎耳的两个儿子，又在下雪天，下到旱井里打死一只狮子。
23:21	他也曾打死了一个埃及大汉。这埃及人手中拿著长矛，他只拿著一棍子，就下去与他对抗，从那埃及人手里把长矛夺过来，用那长矛将他杀死。
23:22	这是约雅达的儿子贝纳雅做的事，因此，他在三十勇士中也出了名。
23:23	他比三十勇士更有名望，但尚不及前三杰。达味派他作侍卫长。
	
23:24t	其他勇士
	
23:24	约雅布的兄弟阿撒耳也是三十勇士中的一位，还有白冷人多多的儿子厄耳哈难，
23:25	哈洛得人沙玛，哈洛得人厄里卡，
23:26	帕耳提人赫肋兹，特科亚人依刻士儿子依辣，
23:27	阿纳托特人阿彼厄则尔，胡沙人息贝开，
23:28	阿曷亚人匝耳孟，乃托法人玛哈赖，
23:29	乃托法人巴托阿纳儿子赫肋得，本雅明族基贝亚人黎拜的儿子依泰，
23:30	丕辣通人贝纳雅，加阿士溪人希待，贝特阿辣巴人阿彼巴耳，巴胡陵人阿次玛委特，
23:31	沙耳宾人厄里亚巴，基宗人雅笙，
23:32	哈辣黎人沙玛的儿子约纳堂，哈辣黎人沙辣尔的儿子阿希扬，
23:33	贝特玛阿加人阿哈斯拜的儿子厄里培肋特，基罗人阿希托费的儿子厄里安，
23:34	加尔默耳人赫兹赖，阿辣布人帕阿赖，
23:35	祚巴人约堂的儿子依加耳，加得人巴尼，
23:36	阿孟人责肋克，贝厄洛特人纳赫赖，他是责鲁贝的儿子约阿布的持戟者；
23:37	雅提尔人依辣，雅提尔人加勒布，
23:38	赫特人乌黎雅：共计三十七人。
	
	
	
24:0t	第二十四章
	
24:1t	统计人口获罪上主
	
24:1	上主对以色列又大发愤怒，遂激动达味去难为他们，并向他们说：「你去统计以色列和犹大人口」。
24:2	王遂对在自己身边的约阿布和其余的军长说：「你们应走遍以色列各支派，由丹直到具尔舍巴，统计人民，我好知道人民的号目」。
24:3	约阿布对君王说：「愿上主你的天主将目前的百姓增加百倍，愿我主大王亲眼见到！但我主大王，为什么要行此事？」
24:4	可是君王坚持向约阿布和众军长所出命令，约阿布和众军长便离开君王，去统计以色列百姓。
24:5	他们过了约旦河，由阿洛厄尔及山谷间城市开始，经过加得直到雅则尔，
24:6	而后来来到基肋阿得及赫特人地方的刻德士，再由此到丹，转到漆东。
24:7	以后来到提洛的堡垒，希威人和客纳罕人的各城，然后经过犹大南部，来到了贝尔舍巴。
24:8	他们走遍了全国，经过九个月零二十天，回到了耶路撒冷。
24:9	约阿布将统计的人民的数目，呈报给君王：以色列能执刀的士兵有八十万人，犹大有五十万人？
24:10	达味统计人民以后，心中感到不安，遂向上主说：「做这事，实在是犯了重罪。上主，现在我求你，赦免你仆人的罪，因为我所行实在昏愚」。
24:11	达味清早一起来，上主有话向先知加得──达味的先见者说：
24:12	「你去告诉达味：上主这样说：我给你提出三件事，任你拣选一件，我好向你实行」。
24:13	加得来到达味前，告诉他说：「你要在国内三年饥荒呢？或要三个月逃避赶你的敌人呢？或者要在国内发生三天瘟疫呢？现在请你考虑一下，决定我应向那派我来者回覆什么」。
24:14	达味对加得说：「我很作难！我们宁愿落在上主的手中，因为□富于仁慈，而不愿落在人手中」。
	
24:15t	瘟疫之罚
	
24:15	达味就拣选了瘟疫；正当收割麦子时，上主遂使瘟疫降于以色列，为早晨直到规定的时期，由丹直到贝尔舍巴，民间死了七万人。
24:16	"当时,"
24:17	上主派一位使者往耶路撒冷去，要毁灭那座城。达味看见那打击人民的使者，遂向上主说：「是我犯了罪，行了不义，而这些羊作了什么？请你伸手打击我和我的父家」。上主后悔降灾，遂吩咐那毁灭人民的使者说：「够了，现今收回你的手！」那时，上主的使者正站在耶步斯人敖尔难的打禾场上。
24:18t	建筑祭平息主怒
	
24:18	那一天，加得来到达味前，对他说：「你上去，在敖尔难的打禾场上，为上主建立一座祭坛」。
24:19	达味便照加奉上主所吩咐的话上去了。
24:20	敖尔难望见君王和他的臣仆向他走来，敖尔难就上前去，俯首至地叩拜君王说：「愿你买这禾场，给上主建立一座祭坛，为平息民间的灾祸」。
24:21	敖尔难对达味说：「我主大王看著好的，就拿去祭献吧！看，这里有牛可作全燔祭，有打禾场和牛轭可作木柴。
24:22	大王，敖尔难愿将这一切献于大王！」继而又对君王说：「愿上主你的天主悦纳你的祭献！」
24:23	君王对敖尔难说：「不成，我非用钱向你买不可，我不愿用不化钱的全燔祭，献给上主我的天主」。于是达味以五十「协刻耳」银子，买了那块打禾场和牛。
24:24	达味在那里为上主建立了一座祭坛，奉献了全燔祭与和平祭。这样上主才怜恤了那地，以色列间的灾祸遂告平息。
