1:-1t	上编 西乃山下起程的准备(1-10)
16:15	梅瑟遂大怒，对上主说：「你不要垂顾他们的祭献；我没有夺过他们一匹驴，也没有损害过他们任何人。」
16:16	梅瑟对科辣黑说：「你和你一切同党，明日要来到上主面前，就是你和他们，还有亚郎。
16:17	你们各人要拿著自己的火盘，上面放上乳香；各人拿著自己的火盘到上主面前去，共二百五十个火盘；你和亚郎也各自拿著火盘。」
16:18	他们每人于是都拿了火盘，上面放上火，添上乳香，同梅瑟和亚郎来到会幕门口。
16:19	科辣黑召集了全会众到会幕门口，来反抗梅瑟和亚郎。此时，上主的荣耀就显现给全会众。
16:20	上主对梅瑟和亚郎说：「
16:21	你们快离开这会众，我立刻要消灭他们。」
16:22	梅瑟和亚郎就俯伏在地说：「天主，赐给一切血肉生气的天主! 一人犯罪，你就向全体的会众发怒么？」
16:23	上主回答梅瑟说：「
16:24	你训示会众说：你们离开科辣黑、达堂、和阿彼兰帐幕的四周。」
16:25	梅瑟就起来往达堂和阿彼兰那里去，以色列的长老也都随著他去了。
16:26	他遂向会众说：「你们要远离这些恶人的帐幕! 凡是他们的东西你们不要动，免得你们为了他们的一切罪恶而遭灭绝。」
16:27	他们遂离开了科辣黑、达堂和阿彼兰帐幕的四周；达堂和阿彼兰同他们的妻子儿女和婴孩出来，站在自己的帐幕门口。
16:28	梅瑟遂说：「因这件事，你们会知道，是上主派遣了我来做这一切，并不是出于我的本意：
16:29	如果这些人如其他的人一样死去，或者他们的遭遇如其他的人所遭遇的一样，上主就没有派遣了我；
16:30	但是，如果上主作了从未听见过的事，令地裂开口，将他们和他们的一切都吞下去，使他们活活的下到阴府，你们就知道这些人抛弃了上主。」
16:31	他一说完这些话，他们脚踏的地就裂开了；
16:32	地开了口，将他们和他们的家属，以及凡属科辣黑的人和所有的财物，都吞了下去。
16:33	他们和他们的一切，都活活的下了阴府；地在他们上面闭上口，他们遂由会众中消灭了。
16:34	他们四周所有的以色列人，一听见他们尖叫声，就都逃跑说：「怕地也吞没了我们! 」
16:35	那时由上主那里发出了烈火，吞噬了那二百五十个奉香的人。
	
17:0t	第十七章
	
17:1t	人民再起骚动
	
17:1	上主训示梅瑟说：
17:2	「你吩咐司祭亚郎的儿子厄肋阿匝尔，叫他将一切火盘从火堆中取去，把炭火散开，因为这一切都是圣的。
17:3	以这些犯罪丧生者的火盘，打成薄片，用来包盖祭坛，──因为奉献在上主面前的火盘已成了圣的，──给以色列子民当作监戒。」
17:4	厄肋阿匝尔司祭便取出那些被火烧死的人献过的铜火盘，叫人打成薄片，为包盖祭坛用，
17:5	为给以色列子民当作监戒，为叫凡不是出于亚郎子孙的俗人，不应前来在上主面前献香，以免和科辣黑及他的同党遭遇一样的不幸。他全照上主藉梅瑟对他所吩咐的做了。
17:6	次日，以色列子民全会众抱怨梅瑟和亚郎说：「正是你们害死了上主的人民」。
17:7	当会众集合反对梅瑟和亚郎时，他们二人转向会幕；看，云彩遮盖了会幕，上主的荣耀发显了出来。
17:8	梅瑟和亚郎遂走到会幕面前，
17:9	上主吩咐梅瑟说：
17:10	「你们快离开这会众，我要立即消灭他们。」他们遂俯伏在地，
17:11	然后梅瑟向亚郎说：「你快拿火盘，由祭坛取火放在盘里，添上乳香，快拿到会众那里去，为他们行赎罪礼，因为愤怒已由上主面前发出，灾祸已经开始。」
17:12	亚郎遂照梅瑟所吩咐的拿了火盘，急忙跑到会众中；看，灾祸已在人民中开始；他遂添上乳香，为人民行赎罪礼，
17:13	站在死者和生者之中，直到灾祸止息。
17:14	在这次灾祸中死了一万四千七百，为科辣黑的缘故而死的人，还不在内。
17:15	亚郎于是回到会幕门口梅瑟那里，因为灾祸已止息了。 
	
17:16t	亚郎的棍杖开花
	
17:16	上主训示梅瑟说：
17:17	「你吩咐以色列子民，叫他们每一家族拿一根棍杖，就是每一个领袖为自己家族拿一根，共十二根棍杖，把各人的名字写在自己的棍杖上；
17:18	但在肋未的棍杖上，要写亚郎的名字，因为为肋未的族长亦应有一根棍杖。
17:19	你将这些棍放在会幕内，放在约证前，即在我与你常相会的地方。
17:20	谁的棍杖开花，谁就是我所选择的人；这样，我就平息了以色列子民在我面前抱怨你们的怨言。」
17:21	梅瑟于是告诉了以色列子民；他们所有的领袖都交给了他一根棍杖，每一家族中，每个领袖一根，共十二根棍杖；在他们的棍杖中，也有亚郎的棍杖。
17:22	梅瑟就将棍杖放在约幕内，放在上主面前。
17:23	次日，梅瑟进入约幕内，看，肋未家族的亚郎的棍杖发了芽；不但发了芽，并且开了花，结了成熟的杏。
17:24	梅瑟就由上主面前取出所有的棍杖，给以色列子民观看；以后各人取回了自己的棍杖。
17:25	上主对梅瑟说：「收回亚郎的棍杖来，放在约证前；给叛逆之徒当作监戒，为平息他们对我发的怨言，免得他们死亡。」
17:26	梅瑟就这样做了。 上主怎样吩咐，他他就怎样做了。
17:27	以色列子民对梅瑟申诉说：「看，我们要死了，我们完了! 我们全完了!
17:28	凡接近上主帐幕的都该死；我们岂不都该死？」
	
18:0t	第十八章
	
18:1t	肋未人的任务和权利
	
18:1	上主对亚郎说：「你和你的儿子，连你的家族，应与你共同对圣所负责；你和你的儿子，应对司祭职负责。
18:2	你也要令你家族的众兄弟，──肋未支派，与你一同前来；他们应协助你，服事你；当你和你的儿子在约幕前供职时，
18:3	他们应照料你和全帐幕的事务，但不应接近圣所的器皿和祭坛，不然他们该死，连你们也该死。
18:4	他们协助你照料会幕的事务，作会幕的各种劳役，俗人不可接近。
18:5	你们应照料圣所和祭坛的事务，免得义怒降在以色列子民身上。
18:6	是我由以色列子民中，选拔了你们的兄弟肋未人，交给你们当作献于上主的人，为给会幕服务。
18:7	至于你和你的儿子，在有关祭坛和帷幔以内的一切事上，应留心尽你们司祭的职务；你们应献身于我赐予你们的司祭职务。俗人若敢近前，必处死刑。」
18:8	上主又对亚郎说：「看，我托你照管献于我的献仪，即凡以色列子民祝圣于我的，我都赐给你和你的子孙，作为应得之物，这是永久的权利。
18:9	火祭中所余剩的至圣之物都属于你；凡他们献于我的素祭，或赎罪祭，或赎过祭的祭品，都是至圣之物，都应属于你和你的儿子。
18:10	你们应在至圣之处分食，凡是男子都可以吃；你应视为圣物。
18:11	此外归于你的尚有：凡以色列子民行摇礼所献的祭品，我都赐给你，你的儿子和与你尚在一起的儿女：这是永久的权利；凡你家内洁净的人都可以吃。
18:12	凡是最好的油、酒和五□，作初熟之物献给上主的，我都赐给你。
18:13	凡他们地中的一切出产，作初熟之物献给上主的，都属于你；凡你家内洁净的人都可以吃。
18:14	凡以色列中照禁物法所献之物，都属于你。
18:15	凡动物中应献于上主的开胎的首生者，不论是人是兽，都属于你；但你应叫人赎回首生的人，和首生的不洁之兽。
18:16	关于赎价，为一月以上的，你应叫人依所定的估价，照圣所的衡量，交五「协刻耳」的银子。 (每一「协刻耳」为二十「革辣」。)
18:17	但是牛或绵羊或山羊的首生者，却不可令人赎回，因为是圣的；你应将它们的血洒在祭坛上，将脂肪焚化成烟，作为悦乐上主馨香的火祭。
18:18	至于牛羊的肉却归于你，就如摇过的胸脯和右腿归于你一样。
18:19	凡是以色列子民奉献与上主为圣物的祭品，我都给你和你的儿子，以及同你尚在一起的女儿：这是永久的权利，这是在上主前，与你的后裔所订立的永久不变的盐约。」
18:20	上主对亚郎说：「在你们的土地中，你不可有产业，在他们当中，也不得有属于你的份子，在以色列子民中，我是你的份子，你的产业。
18:21	至于肋未的子孙，我将以色列人的什一之物给他们做产业；这是为酬报他们在会幕内所服的劳役。
18:22	免得以色列子民接近会幕，负罪死亡；
18:23	因此只有肋未人准在会幕内服役，应负全责。这为你们世世代代是一条永久的条例：肋未人在以色列子民中不应占有产业；
18:24	因为我把以色列子民献给上主的什一献仪，给了肋未人作为产业；所以我对他们说：他们在以色列子民中，不应占有产业。」
18:25	上主训示梅瑟说：
18:26	「你告诉肋未人说：几时你们由以色列子民中，取得了我赐予你们作为产业的什一之物，你们应由这什一之物中，取十分之一献给上主，
18:27	这算是你们的献仪；好似禾场上的新娘和榨房中的新酒。
18:28	这样你们也由以色列子民所收的一切什一之物中，取一份献给上主作献仪，应将这献与上主的献仪，交给亚郎大司祭。
18:29	由你们所得的一切献仪中，应取出献于上主的一切献仪，且应取出最好的来，献作应祝圣的一份。
18:30	你再对他们说：几时你们奉献了其中最好的一份，其余的为你们肋未就如禾场上和榨房内的出品，
18:31	你们和你们的家人，可在任何地方分食，因为这是你们在会幕内服役所得的酬报。
18:32	如果你们奉献了其中最好的一份，就不致于有罪；你们不应亵渎以色列子民的祝圣之物，免遭死亡。」
	
19:0t	第十九章
	
19:1t	制取洁水
	
19:1	上主训示梅瑟和亚郎说：
19:2	「这是上主制定的法律，□这样命令说：你吩咐以色列子民，给你牵一头无瑕，身上没有残缺，且没有负过轭的红母牛来。
19:3	你们应将牛交给厄肋阿匝尔司祭，牵到营外，在他面前杀了。
19:4	厄肋阿匝尔司祭用手指蘸些牛血，七次向会幕的前面洒血。
19:5	以后在他眼前将牛焚烧；牛的皮、肉、血连粪，一起焚烧。
19:6	同时司祭应取香柏木、牛膝草和朱红线，扔在烧牛的火内。
19:7	以后司祭应洗自己的衣服，用水洗身，然后才可以回营；但直到晚上，司祭仍然不洁。
19:8	那焚烧牛的人，也应洗自己的衣服，用水洗身，但直到晚上仍然不洁。
19:9	另一位洁净的人收起牛灰，放在营外洁净的地方，为以色列子民会众留下作取洁水之用，因为这原是赎罪祭。
19:10	那收敛牛灰的人，应洗自己的衣服，且直到晚上不洁；这为以色列子民和侨居在你们中的外方人，是一条永久的法律。 
	
19:11t	举例说明
	
19:11	凡摸了任何人尸体的，七天之久不洁。
19:12	第三日和第七日，他应用那水取洁，他才洁净；若在第三日和第七日上不取洁，他仍然不洁。
19:13	任何人摸了尸首，即死人的身体，而不取洁，便玷污了上主的居所，这人应由以色列中铲除，因为取洁水没有洒在他身上，他仍然不洁，不洁仍留在他身上。
19:14	几时在帐幕内死了一人，有这样的规定：凡进这帐幕，和所有在帐幕的人，七天之久不洁；
19:15	一切开著口，没有盖上盖的器皿，都成了不洁的。
19:16	凡在田野间摸了一个为刀所害，或自死的人，或人的骨骸，或坟墓的人，七天之久不洁。
19:17	为这样不洁的人，应取些赎罪祭烧成的灰，放在一器皿内，倒上活水。
19:18	然后一洁净的人拿牛膝草浸入水内，洒在帐幕上和其内的一切器皿并人身上，以及洒在那摸过骨骸或被害死的，或自死的，或坟墓的人身上。
19:19	那洁净的人应在第三日第七日上，洒那人不洁净的人，到第七日才能使他洁净；那人还应洗自己的衣服，在水中沐浴，到晚上就洁净了。
19:20	谁成了不洁的而不取洁，这人应由会众中铲除，因为他玷污了上主的圣所，因取洁水没有洒在他身上，他仍然不洁。
19:21	这为你们是一条永久的法律。那洒取洁水的，应洗自己的衣服；凡触摸取洁水的，直到晚上不洁。
19:22	凡不洁的人摸过的东西，也成了不洁的；与之接触的人，也直到晚上不洁。」
	
20:0t	第二十章
	
20:1t	梅瑟击石出水
	
20:1	以色列子民全会众于正月来到了亲旷野，人民就在卡德士住下了。米黎盎在那里死了，也就埋葬在那里。
20:2	会众没有人水喝，就聚在一起反抗梅瑟和亚郎。
20:3	民众同梅瑟争辩说：「巴不得我们的兄弟在上主面前死去时，我们也死了!
20:4	为什么你们领上主的会众来到这旷野里，叫我们和我们的牲畜都死在这里？
20:5	为什么你们使我们由埃及上来，领我们来到这样坏的地方？这地方不但没有粮食，没有无花果，没有葡萄，没有石榴，而且连喝的水也没有! 」
20:6	梅瑟和亚郎遂离开会众，来到会幕门口，俯伏在地；上主的荣耀遂发显给他们。
20:7	上主吩咐梅瑟说：
20:8	「你拿上棍杖，然后你和你的兄弟亚郎召集会众，当著他们眼前对这磐石发命，叫磐石流水。这样你便可使水由磐石中给他们流出，给会众和他们的牲畜喝」。
20:9	梅瑟就照上主吩咐他的，由上主面前拿了棍杖。
20:10	梅瑟和亚郎召集会众来到磐石前，对他们说：「你们这些叛徒，听著! 我们岂能从这磐石中给你们引出水来？」
20:11	梅瑟遂举起手来，用棍杖打了磐石两次，才有大量的水涌出，会众和他们的牲畜都喝够了。
20:12	上主却对梅瑟和亚郎说：「因为你们没有相信我，使我以色列子民眼前被尊为圣，所以你们不得领这会众进入我赐给他们的土地。」
20:13	这就是默黎巴水的来历，因为以色列子民在那里与上主争辩过，上主因而显示了自己的圣德。 
	
20:14t	厄东不愿借道
	
20:14	梅瑟由卡德士派遗使者去见厄东王说：「你的兄弟以色列这样说：你知道我们所遭遇的一切困难，
20:15	我们的祖先下到了埃及。我们在埃及住了很久，埃及人虐待了我们和我们的祖先。
20:16	我们曾向上主呼号，□俯听了我们的呼声，派来了一位使者，领我们出离了埃及。看，我们现在就在你边境上的卡德士城，
20:17	求你让我们由你的境内经过；我们决不会踏过庄田或葡萄园，也不喝井里的水，只走王道，不偏右，也不偏左；直至走过你的国境。」
20:18	厄东却答覆说：「不准你由我这里经过，不然，我要以刀相迎。」
20:19	以色列子民再对他说：「我们只沿大路走，我们和我们的牲畜若喝了你的水，我们愿付钱；只求步行经过这点小事」。
20:20	他仍然说：「不准你经过。」厄东即领大队人马和武装部队出迎。
20:21	厄东既然不让以色列由他境内经过，以色列就从那里折回。 
	
20:22t	亚郎逝世
	
20:22	以色列子民全会众由卡德士起程，来到了曷尔山。
20:23	在厄东国界的了曷尔山上，上主对梅瑟和亚郎说：
20:24	「亚郎要归到他祖先那里去，他不能进入我赐给以色列子民的地方，因为你们在默黎巴取水的事上，违背了我的训令。
20:25	你带亚郎和他的儿子厄肋阿匝尔，一同上曷尔山上去，
20:26	将亚郎的长袍脱下，给他的儿子厄肋阿匝尔穿上，因为亚郎要被召归去，死在那里。」
20:27	梅瑟就照上主吩咐的做了。当著全会众的面，他们上了曷尔山。
20:28	梅瑟把亚郎的长袍脱下，给他的儿子厄肋阿匝尔穿上，亚郎就在山顶死了。以后梅瑟和厄肋阿匝尔由山上下来。
20:29	全会众知道亚郎死了，以色列全家为亚郎举哀三十天。
	
21:0t	第二十一章
	
21:1t	梅瑟竖立铜蛇
	
21:1	客纳罕人的阿辣得王，其时住在乃革布，听说以色列人沿阿塔陵路前来，就与以色列人交战，掳去了一些人。
21:2	以色列人于是向上主许愿说：「你若将这人民交在我手内，我必将他们的城毁灭。」
21:3	上主遂听了以色列人的请求，将客纳罕人交在他们手里，以色列人就毁灭了他们和他们的城；人遂给那地方起名叫曷尔玛。
21:4	他们由曷尔山沿红海的路起程出发，绕过厄东地；在路上人民已不耐烦，
21:5	抱怨天主和梅瑟说：「你们为什么领我们由埃及上来死在旷野？这里没有粮食，又没有水，我们对这轻淡的食物已感厌恶。」
21:6	上主遂打发火蛇到人民中来，咬死了许多以色列人。
21:7	人民于是来到梅瑟前说：「我们犯了罪，抱怨了上主和你；请你转求上主，给我们赶走这些蛇。」梅瑟遂为人民转求。
21:8	上主对梅瑟说：「你做一条火蛇，悬在木竿上；凡是被蛇咬的，一瞻仰它，必得生存。」
21:9	梅瑟遂做了一条铜蛇，悬在木竿上；那被蛇咬了的人，一瞻仰铜蛇，就保存了生命。」 
	
21:10t	向约但河东进发
	
21:10	以色列子民再起程出发，在敖波特扎了营；
21:11	由敖波特又出发，在依耶阿巴陵，即在面朝摩阿布东边的旷野内扎了营。
21:12	由那里又出发，在则勒得河旁扎了营。
21:13	由那里又出发，在阿尔农北岸扎了营。这条河是在旷野中，由阿摩黎人的边境流出；阿尔农就是摩阿布的边界，介于摩阿布和阿摩黎之间。
21:14	为此在「上主的战书」上说：「::::在稣法的瓦赫布和阿尔农山谷，
21:15	以及山谷的斜坡；这斜坡伸展到阿尔地区，紧靠摩阿布的边境。」
21:16	由那里他们到了贝尔，那里有口井，上主曾指这井对梅瑟说：「你召集人民，我要赐给他们水喝。」
21:17	那时以色列人就唱了这首歌说：「井，涌出水来! 你们应对它歌唱!
21:18	这井是领袖挖掘的，是民间的贵人，以权杖和棍棒挖凿的。」他们由旷野到玛塔纳，
21:19	由玛塔纳到了纳哈里耳；由纳哈里耳了到巴摩特；
21:20	由巴摩特到了摩阿布田野的山谷，到了俯瞰旷野的丕斯加高峰。 
	
21:21t	征服阿摩黎人
	
21:21	以色列人派遣使者到阿摩黎人的君王息红前说：
21:22	「请让我由你国内经过，我们决不闯入庄田或葡萄园，也不喝井中的水，只沿王道而行，直至走你的国境。」
21:23	息红却不让以色列人经过他的国境；且调集自己所有的人民，往旷野里去对抗以色列人；一来到雅哈兹，就与以色列人交战。
21:24	以色列人用刀剑将他击败，占领了他的国境，自阿尔农河直到雅波克河，直到阿孟子民那里，因为雅则尔是阿孟子民的边界。
21:25	如此以色列人占领了那里所有的城镇，就住在阿摩黎人所有的城镇内，并住在赫市朋及其附属城内。
21:26	赫市朋原是阿摩黎人王息红的都城。息红与前任摩阿布王交战，占领了他所有的土地，直到阿尔农河。
21:27	为此诗人吟咏说：「你们到修建巩固的赫市朋去，那稳固的息红城；
21:28	因为由赫市朋发出了火，从息红的城冒出了火焰，吞灭了摩阿布的阿尔，消灭了阿尔农的高丘。
21:29	祸哉，摩阿布! 革摩士的人民，你已灭亡!他的儿子已逃亡，女儿已被俘，交给了阿摩黎人的君王息红。
21:30	但我们一袭击他们，赫市朋直到狄朋，尽成废垆；我们蹂□一切::::直到诺法黑，直到默德巴。」
21:31	这样以色列人就住在阿摩黎的区域内。
21:32	梅瑟又派人去侦探雅则尔；他们占领了这城及其附属城镇，驱逐了那里的阿摩黎人。
21:33	以后前进，上了往巴商的路。巴商王敖格同他全国的人民，就出来对抗他们，在厄德勒与他们交战。
21:34	上主对梅瑟说：「不必怕他，因为我已将他，他的人民和国土，都交在你手里了；你要待他，如同对待住在赫市朋的阿摩黎人的君王一样。」
21:35	他们击杀了他，他的儿子和他所有的人民，没有剩下一个；遂占据了他的国土。
	
	
	
22:-1t	下编 在约但河东的遭遇(22-36)
	
22:0t	第二十二章
	
22:1t	摩阿布王邀请巴郎
	
22:1	以色列子民再起程出发，在约旦东边的摩阿布旷野中，对著耶里哥城扎了营。
22:2	漆颇尔的儿子巴拉克，见了以色列对阿摩黎人所做的一切；
22:3	摩阿布人十分怕这民族，因为他们众多；摩阿布人对以色列子民大起恐慌，
22:4	于是对米德扬的长老说：「现在这些人要吞并我们四周的一切，有如牛吃尽田间的青草。」漆颇尔的儿子巴拉克，其时正是摩阿布的君王，
22:5	遂遣使者往幼发拉的河阿玛伍人之地的培托尔去，见贝敖尔的儿子巴郎，请他说：「看，由埃及来了一个民族，遮盖了地面，现今正住在我的对面。
22:6	现在请你来，替我咒骂这民族，因为他们比我强大，或许这样我能将他们击败，从此地赶走；因为我知道，你祝福的，必蒙祝福；你咒骂的，必蒙咒骂。」
22:7	摩阿布和米德扬的长老于是带著卜金去了；到了巴郎那里，将巴拉克的话告诉了他。
22:8	他回答他们说：「今夜你们在这里过夜，我要依照上主吩咐我的话答覆你们。」这样，摩阿布的缙绅就在巴郎那里住下了。
22:9	天主来到巴郎那里说：「与你在一起的是些什么人？」
22:10	巴郎答覆天主说：「是摩阿布的君王，漆颇尔的儿子巴拉克，打发些人来告诉我说：
22:11	看，从埃及来了一个民族，遮盖了地面，现在请你来替我咒骂他们，使我或许能与他们交战，将他们驱逐。」
22:12	天主对巴郎说：「你不可与他们同去，你不可咒骂这，因为他们是受祝福的。」
22:13	巴郎早晨起来就对巴拉克的缙绅说：「你们回本国去吧! 因为上主不许我同你们一起去。」
22:14	摩阿布的缙绅就起身回到巴拉克那里说：「巴郎不愿同我们一起来。」
22:15	巴拉克于是又派比以前更多更尊贵的缙绅去。
22:16	他们去见巴郎，对他说：「漆颇尔的儿子巴拉克这样说：请你不要推辞到我这里来，
22:17	因为我必丰富地酬谢你。凡你要的，我都照办；只要你前来，替我咒骂这民族。」
22:18	巴郎答覆巴拉克的使臣说：「既使巴拉克给我满屋的金银，我也不能做任何大小的事，违犯上主我天主的命令。
22:19	现在，请你们今夜也在这里住下，看看上主还要对我说什么。」
22:20	夜间天主来到巴郎那里，对他说：「这些人既然来邀请你，你就起身同他们去吧! 但是你只应做我吩咐你的事。」
22:21	巴郎早晨起来，备好驴，就同摩阿布的缙绅一起去了。
22:22	因为他起身走了，天主发了怒；上主的使者在路上挡住他的去路。当时他骑著驴，还有两个僮仆跟著。
22:23	那驴一看见上主的使者，持著拔出的刀站在路上，就离开正路，走入田中去了。巴郎便鞭打那驴，要它回到路上。
22:24	以后，上主的使者又站在葡萄园间的窄路上，两面有墙。
22:25	那驴一见上主的使者，就紧靠著墙，将巴郎的脚挤在墙上，他又打了那驴。
22:26	上主的使者又往前行，站在窄狭的地方，左右无路可走，
22:27	那驴又见上主的使者，遂趴在巴郎下；巴郎大怒，用棍杖打那驴。
22:28	上主遂开了驴的口，对巴郎说：「我对你做了什么？你竟三次打我？」
22:29	巴郎回答那驴说：「因为你玩弄我。我若手中有刀，早杀了你。」
22:30	那驴对巴郎说：「我不是你从起初直到今日骑的驴吗？平常我是否对你这样做？」他回答说：「不。」
22:31	上主遂开了巴郎的眼，使他看见上主的使者，手持拔出的刀站在路上，他就躬身俯伏在地。
22:32	上主的使者对他说：「你为什么三次打你的驴？看，是我出来挡路，因为你走的这路，在我面前是邪路。
22:33	驴看见了我，就在我面前回避了三次；幸亏它回避了我，不然我早杀了你，只留下了它。」
22:34	巴郎于是对上主的使者说：「我犯了罪，因为我不知道是你站在路上阻拦我。现在，如果你以为不对，我就回去好了。」
22:35	上主的使者对巴郎说：「你同这些人去吧! 但是你只应说我吩咐你的话。」巴郎于是同巴拉克的缙绅一起去了。
22:36	巴拉克听说巴郎来了，就到阿尔摩阿布──此城临近阿尔农河边，在国界的尽头，──去迎接他。
22:37	巴拉克对巴郎说：「我不是派遗了使者去请你？你为什么不到我这里来，莫非我不能酬报你？」
22:38	巴郎答覆巴拉克说：「看，我已到你这里来了，但我能随便说什么吗？我只能说天主吩咐我说的话。」
22:39	巴郎遂同巴拉克起身，来到了克黎雅特胡祚特。
22:40	巴拉克杀了牛羊，馈送给巴郎和同他在一起的缙绅。
22:41	到了次日早晨，巴拉克领巴郎上了巴摩特巴耳去，从那里能看到一部分以色列人民。
	
23:0t	第二十三章
	
23:1t	巴郎祝福以色列
	
23:1	巴郎对巴拉克说：「请你在这里给我建造七座祭坛，给我准备七头公牛犊和七只公绵羊。」
23:2	巴拉克就照巴郎说的做了；巴拉克和巴郎在每座祭坛上奉献了一头公牛犊和一只公绵羊。
23:3	然后巴郎对巴拉克说：「你留在你的全燔祭旁，我要前去，或许上主会使我遇见□；□指示我什么，我都告诉你。」
23:4	他就上了一座荒邱。天主遇到了巴郎，巴郎遂对天主说：「我建造了七座祭坛，在每座祭坛上，奉献了头公牛犊和一只公绵羊。」
23:5	上主遂把巴郎要说的话放在他口中，然后对他说：「你回到巴拉克那里就这样说。」
23:6	他回到巴拉克那里，看见他和摩阿布所有的缙绅，仍站在全燔祭旁；
23:7	于是吟诗说：「巴拉克将我由阿兰召来，摩阿布王叫我由东方的山岭前来：你来替我咒骂雅各伯，你来诅咒以色列!
23:8	我岂能咒骂天主所不咒骂的？我岂能诅咒上主所不诅咒的？
23:9	我由岩峰向他们观看，我由高丘向他们眺望：这是一独居，而不应与众民同列的民族。
23:10	谁能尽数雅各伯的尘埃，谁能算清以色列的尘沙？惟愿我的死有如义人的死，我的结局相似他的结局。」
23:11	巴拉克对巴郎说：「你对我做的是什么事？我叫你来是为咒骂我的仇敌，你反而祝福! 」
23:12	他回答说：「我岂不该谨慎说出上主叫我说的话吗？」
23:13	巴拉克对他说：「□你同我到另一地方去，从那里可看到他们；这里只看到一部分，不能看到全部；从那里替我咒骂他们。」
23:14	于是领他到了丕斯加山顶上的了望台。在那里建造了七座祭坛，在每座祭坛上，奉献了一头公牛犊和一只公绵羊。
23:15	巴郎对巴拉克说：「你在这里，站在你的全燔祭旁，我到那里去会见上主。
23:16	上主就显现给巴郎，把□要说的话放在他口内，然后说：「你回巴拉克那里，就这样说。」
23:17	他来到巴拉克那里，看见他还站在全燔祭旁，摩阿布的缙绅仍同他在一起；巴拉克便问他说：「上主说了什么？」
23:18	他于是吟诗说：「巴拉克起来静听! 漆颇尔的儿子，倾耳听我!
23:19	天主不像人能食言，不像人子能返悔。□说了岂能不行？
23:20	我受命是为祝福，我不能变更。
23:21	在雅各伯中不见罪恶，在以色列中不睹灾祸；上主他们的天主与他们同在，欢呼君王之声，常在他们中间。
23:22	领他们由埃及出来的天主，为他们有如野牛的角。
23:23	其实雅各伯不需要巫术，以色列不需要占卜；时候一到，自会启示与雅各伯和以色列：天主要做什么。
23:24	这民族起来有如母狮，挺身像雄狮，不吞下猎物；不喝被杀的血，决不卧下。」
23:25	巴拉克对巴郎说：「你不咒骂他们，但也不该祝福啊! 」
23:26	巴郎回答巴拉克说：「我不是对你说过：我应做上主所吩咐的一切吗？」
23:27	巴拉克对巴郎说：「来，我领你到另一个地方去，或者天主喜欢你在那里替我咒骂他们。」
23:28	巴拉克于是领巴郎到俯视旷野的培敖尔山顶。
23:29	巴郎对巴拉克说：「你在这里给我建造七座祭坛，给我预备七头公牛犊和七只公绵羊。」
23:30	巴拉克就照巴郎说的做了，在每座祭坛上奉献了一头公牛犊和一只公绵羊。
	
24:0t	第二十四章
	
24:1t	巴郎的神谕
	
24:1	巴郎见祝福以色列，为上主所喜悦，就不再像前几次一样先去探求预示，只转面向旷野。
24:2	巴郎一举目，看见了按支派扎营的以色列人；那时天主的神降在他身上，
24:3	他遂吟诗说：「贝敖尔的儿子巴郎的神谕，明眼男子的神谕，
24:4	那听到天主的话，得见全能者的神视，在沉睡中开了神眼的神谕：
24:5	雅各伯，你的帐幕，何其壮观! 以色列，你的居所，何其美好!
24:6	如扩展的棕林，似河畔的花园，像上主栽种的沉香，似临水的香柏。
24:7	英雄由他的后裔而出，他将治理许多民族；他的君王超越阿加格，他的王国必受举扬。
24:8	领他出埃及的天主，为他有如野牛的角。他要吞灭那敌对他的人民，粉碎他们的骨骸，折断他们的箭矢。
24:9	他蹲伏卧下有如雄狮，又似母狮；谁敢令他起立？祝福你的，必受祝福；咒骂你的，必受咒骂。」
24:10	巴拉克对巴郎大发忿怒，拍手向他说：「我请你来是为咒骂我的仇敌；看，你反祝福他们，且已三次。
24:11	现在你快回你故乡去! 我原想丰富地酬谢你，但是，上主夺去了你的酬报。」
24:12	巴郎回答巴拉克说：「我不是已对你遣来的使者声明过：
24:13	即使巴拉克给我满屋金银，我也不能违犯上主的命令，任意去行善或作恶，而只能说上主所吩咐的吗？
24:14	现在我就要回到我民族那里去；来，让我告诉你这民族日后对你的民族所要做的事。」
24:15	于是他吟诗说：「贝敖尔的儿子巴郎的神谕，明眼男子的神谕，
24:16	那听到天主的话，深知至高者的思虑，得见全能者的神视，在沉睡中开了神眼的神谕：
24:17	我看见□，却不是在现在；我望见□，却不是在近处：由雅各伯将出现一颗星，由以色列将兴起一权杖，击碎摩阿布的额角，粉碎舍特一切子民的脑盖。
24:18	厄东将成为他的属地，色依尔将成为他的辖境；以色列必行使威权。
24:19	由雅各伯将出生一位统治仇敌者，□要除灭依尔的遗民。」
24:20	以后他望见阿肋玛克，遂吟诗说：「阿肋玛克原是众民之首，但他的结局是永远的灭亡。」
24:21	后又望见刻尼人，遂吟诗说：「你的居所固然巩固，你的巢穴纵然建在磐石间；
24:22	但刻尼人仍要被毁灭，到何时亚述才将你掳去？」
24:23	他又吟诗说：「呜呼! 若天主履行此事，谁还能生存!
24:24	从基廷有船来，征服亚述，征服厄贝尔；他们也要永远灭亡。」
24:25	然后巴郎起身回了本乡；巴拉克也回去了。
	
25:0t	第二十五章
	
25:1t	祭祀邪神受罚
	
25:1	当以色列人住在史廷的时候，民众开始与摩阿布女子行淫。
